Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,558,164,46183,52818,2006,2005,2010,2010,762,1339,1439,1419,59,96,154,153,22,28,29,29,4746.6,367235,374286,31963758,88612121,100738427,57283,185072,215442
Bulk carrier,259,203,11484,19666,2006,2006,2008,2008,1264,1615,1663,1660,149,202,319,320,87,139,98,98,1144.6,88547,90247,8243620,17613474,22852930,31829,110544,131916
General cargo,211,103,4798,6195,1996,1999,2008,2008,1296,1681,2021,1988,147,199,328,323,54,105,86,89,738.7,56587,57674,3343379,11297902,16417355,15845,81599,110539
Chemical tanker,141,87,3872,6207,2006,2007,2009,2009,865,1411,1463,1467,142,182,221,223,69,160,114,114,892.5,68631,69949,2318410,11052760,12900473,16443,90469,109904
Oil tanker,119,84,7695,13431,2004,2005,2007,2007,1533,1808,1964,1974,166,279,343,343,55,125,76,74,1144.7,88310,90005,9214000,17242039,20693744,77429,198865,245071
Vehicle,78,64,14818,5191,2009,2009,2009,2009,2554,3152,3104,3188,188,213,279,283,12,29,20,19,920.0,71264,72632,5256434,23175239,26839288,67390,256150,275674
Service - tug,69,7,28,22,2010,2003,2007,2007,175,943,289,293,41,279,239,242,30,34,52,52,28.8,2165,2207,568292,1343839,1799328,8236,21267,28714
Ro-Ro,55,15,4163,3593,2011,2006,2013,2013,1665,1668,1641,1643,126,161,142,141,43,37,49,50,456.3,35331,36010,3886322,7408087,8412250,70660,166147,177047
Liquefied gas tanker,16,11,541,610,2010,2010,2009,2009,1212,1591,1814,1802,166,176,318,309,40,53,41,41,96.0,7381,7522,384090,1268815,1331357,24006,139041,187448
Service - other,4,2,13,7,1990,1990,2010,2011,686,936,722,713,92,114,100,97,136,700,274,211,10.5,789,804,52001,106694,114969,13000,28928,32663
Miscellaneous - fishing,3,2,8,11,1998,1995,2001,2001,3301,6665,7632,8079,406,445,413,408,214,610,1503,1562,18.6,1396,1423,79994,177442,201734,26665,62754,74391
Ferry-pax only,3,2,2,0,1993,2000,2017,2014,153,773,1107,760,14,57,97,92,54,118,42,53,0.9,70,71,12252,24952,31432,4084,9497,12520
Ferry-RoPax,1,1,3,2,2018,2018,2018,2018,2358,2358,2358,2358,338,338,338,338,18,18,18,18,1.3,95,97,59691,129137,171695,59691,133260,189905
