Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Marseille,953,62,8931,2129,2000,2002,2001,2001,226,562,302,322,13,81,20,24,11,118,47,50,2220.0,170567,173842,12845163,32203390,39312449,13479,29242,27022
Le Havre,691,187,2895,3564,2003,2006,2006,2006,173,364,250,264,27,73,158,171,18,29,154,161,770.3,58164,59280,7059687,17298822,19329075,10217,26971,31423
Montoir,588,139,3947,4649,2005,2006,2008,2008,191,453,571,531,32,59,162,131,17,38,33,35,748.5,55020,56077,5240781,14909061,16359313,8913,27750,33474
Ajaccio,442,34,3889,753,1997,2000,1996,1996,193,469,322,334,13,45,80,90,11,27,17,18,1012.6,77807,79301,4596194,11511984,14202926,10399,23173,22359
Donges,410,79,1268,2104,2006,2008,2010,2010,172,424,377,396,49,88,98,98,31,39,39,39,452.8,34482,35144,1498668,3799287,4428427,3655,11619,14269
Bastia,393,34,3681,792,1996,1993,2000,2002,263,302,361,372,13,19,42,36,9,15,13,15,966.5,74427,75856,4657110,11596542,14317973,11850,25949,24488
Grand Couronne,365,185,351,554,2004,2007,2009,2009,71,134,150,156,8,45,112,114,27,46,57,59,131.8,9972,10163,565719,1573022,2043099,1550,5324,6852
La Pallice,341,157,1144,1549,2006,2005,2008,2010,179,377,370,386,19,45,53,54,17,68,77,94,283.6,21613,22028,1700983,4514022,5403347,4988,15283,18197
Toulon,338,26,4100,645,1995,1996,1996,1996,263,295,484,490,13,66,51,56,13,58,38,56,1153.9,88728,90431,5021276,12314000,15479592,14856,33765,35602
Brest,325,96,592,614,2007,2003,2005,2006,201,236,228,221,22,35,96,50,13,57,74,68,228.5,17356,17689,1727044,4280680,4971996,5314,14186,16895
Macinaggio,300,23,4112,1114,2003,1999,2003,2004,414,393,448,457,12,25,31,43,12,13,12,15,920.7,70953,72315,6316477,15694123,19309978,21055,46241,43720
Lavera,284,58,428,608,2006,2007,2009,2009,225,612,456,448,54,125,164,155,22,42,78,83,378.1,28629,29179,1030064,2845185,3546506,3627,12003,15241
Nice,283,40,1537,289,1991,1993,1993,1995,146,245,322,352,13,41,32,38,9,35,23,34,527.2,40476,41253,1516039,3802761,4722616,5357,12180,11977
Fos Sur Mer,278,174,13034,14582,2005,2005,2005,2005,288,741,1466,1449,66,80,117,118,20,30,16,16,1770.2,136422,139041,11801176,28947059,32304154,42450,116292,132870
Gonfreville L'Orcher,267,81,374,422,2005,2006,2007,2009,225,269,277,345,53,52,81,92,21,30,29,28,180.2,13590,13850,721588,1980739,2427383,2703,8840,11041
Sete,211,69,889,325,2003,2003,1996,2000,94,265,177,234,12,74,49,122,21,89,24,67,245.9,18826,19187,741492,2235558,2456462,3514,10636,11340
Rouen,194,141,271,336,2005,2004,2004,2008,77,156,166,150,9,30,61,63,45,73,78,88,97.3,7372,7513,391258,1166860,1551032,2017,7244,9235
L'Ile Rousse,191,16,1663,291,1993,1996,1998,1997,184,282,410,387,14,33,68,65,9,6,58,49,442.7,34050,34704,1747890,4326134,5323666,9151,19880,18599
Dunkerque Est,187,136,714,1013,2006,2006,2006,2008,232,529,265,228,40,111,165,105,33,46,71,63,220.8,16647,16966,1246390,3294015,4207505,6665,20998,26032
Boulogne-Sur-Mer,181,71,95,105,2003,2000,1998,1999,303,592,418,387,29,75,121,94,52,116,296,252,101.7,7633,7779,604425,1514822,2022245,3339,9425,12604
St Nazaire,179,69,515,244,2002,2004,2011,2006,182,917,744,441,40,202,1652,594,37,111,299,154,227.4,17255,17586,665017,1911838,2420038,3715,11201,13814
Dieppedalle,179,149,111,172,2006,2005,2008,2008,75,86,93,94,9,19,20,20,34,45,44,44,49.3,3733,3804,197723,577355,767007,1105,3950,5216
Lorient,166,70,265,323,2005,2004,2006,2008,158,646,309,305,24,141,286,141,17,78,79,82,127.3,9651,9836,838700,1986309,2393508,5052,13519,16604
Porto Vecchio,160,18,1175,245,1996,1996,1996,1996,249,317,278,284,15,29,29,30,9,13,8,9,301.1,23154,23599,1499570,3713619,4577327,9372,20450,19333
Port Jerome,147,87,145,205,2006,2006,2007,2007,72,149,139,135,45,67,91,91,25,40,43,44,143.7,10800,11008,401569,996855,1161131,2732,8051,9756
Cabourg,147,120,254,393,2005,2005,2006,2006,164,227,237,244,19,35,58,53,25,47,30,28,74.8,5652,5761,385167,1195553,1599803,2620,10157,13219
Port De Bouc,146,29,110,157,2003,2003,2005,2005,192,474,513,528,82,74,175,169,47,91,359,381,147.8,11169,11384,368999,871936,1140622,2527,7798,10207
Les Sables D Olonne,144,53,74,89,2003,2004,2002,2003,158,402,233,188,20,79,724,95,12,58,52,30,65.0,4884,4978,620556,1357252,1599542,4309,10410,12701
Nantes,139,62,85,112,2006,2003,2005,2007,109,136,145,136,13,19,37,36,1,56,31,34,39.0,2942,2999,499792,1125636,1307210,3596,9034,10763
Val-De-La-Haye,131,108,175,274,2007,2006,2009,2009,74,118,127,129,9,22,34,34,51,65,64,64,60.3,4580,4668,177116,577337,771739,1352,5809,7494
Saint Louis Du Rhone,128,25,52,66,1991,1997,1998,1998,115,1085,192,188,24,90,201,142,5,50,97,73,38.1,2866,2921,191716,520345,715803,1498,4590,6361
Bouteville,119,74,307,431,2008,2007,2009,2009,158,262,227,226,15,23,29,31,9,23,33,34,77.7,5965,6080,353361,1110960,1295882,2969,11304,14164
Locmiquelic,109,7,57,72,2008,2010,2009,2008,147,592,196,179,21,104,68,34,1,5,5,4,29.7,2228,2271,527887,1086678,1188389,4843,10779,12364
La Seyne-Sur-Mer,101,28,698,156,1997,1997,1997,1999,134,315,535,463,21,68,232,290,21,117,20,37,235.1,17965,18310,953266,2342427,2797155,9438,21708,21504
Bordeaux,95,38,268,228,2004,2005,2005,2003,130,210,266,269,14,23,37,42,28,53,42,50,93.9,7185,7323,525855,1578162,1799446,5535,15890,18742
Bayonne,93,83,165,238,2005,2005,2005,2006,259,458,356,350,35,48,68,63,39,81,184,109,66.9,5068,5165,387664,1075574,1450257,4168,14083,18535
Le Verdon-Sur-Mer,82,41,170,137,2005,2004,2005,2007,180,374,321,316,18,51,148,172,10,93,47,53,76.4,5781,5892,496053,1273438,1453357,6049,16243,19241
Rogerville,79,34,60,88,2004,2004,2005,2005,80,242,283,287,26,67,123,115,9,16,18,18,36.9,2789,2843,273431,668195,793064,3461,9409,11443
Saint Malo,78,45,155,98,1999,1999,2006,2003,179,427,265,472,20,96,89,161,24,79,56,120,67.6,5108,5206,389328,1112807,1467013,4991,15694,20230
Dunkerque Ouest,77,41,303,262,2005,2005,2007,2007,248,557,248,213,40,81,53,51,26,63,111,105,91.2,6850,6982,839429,2065716,2533418,10902,28548,35373
Pauillac,77,50,363,420,2007,2007,2008,2009,283,410,462,414,13,26,90,81,13,26,170,134,94.9,7237,7376,767457,2217641,2347328,9967,28891,35025
Saint Ceols,68,19,45,42,2010,2005,2001,2007,63,224,231,178,12,46,43,33,0,41,169,61,22.2,1677,1709,184578,413041,462023,2714,6618,7641
Cherbourg,67,37,195,30,2006,2004,2003,2003,225,392,224,239,37,95,136,454,23,84,63,123,100.8,7596,7742,277461,835065,1076556,4141,12608,16013
La Bouille,65,17,31,41,2008,2007,2008,2008,88,155,184,186,23,35,83,80,18,22,28,28,10.0,756,770,202500,439402,499618,3115,7505,8846
