Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,5641,1761,23779,33213,2003,2003,2006,2006,579,863,921,910,63,93,204,199,31,47,60,60,5651.2,429950,438205,44968485,134948309,192043288,7972,31166,42281
Ferry-RoPax,3942,85,46952,8853,1997,1996,1999,1999,155,1483,421,449,11,144,1119,1278,2,52,26,29,10865.1,825344,841190,55005352,136023882,166902178,13954,29786,27128
Container,3918,817,349282,381714,2007,2007,2010,2010,352,1168,1474,1455,35,78,230,226,18,23,24,24,37189.4,2867771,2922832,199372278,596453962,658853725,50886,172551,203641
Chemical tanker,3838,1055,37056,58580,2006,2008,2009,2009,410,948,951,966,56,101,212,214,25,44,51,51,9097.9,694088,707415,32194082,129731477,154877823,8388,38830,47772
Cruise,1310,162,30721,2841,2003,2000,2008,2007,208,292,283,287,16,38,69,61,10,38,21,22,7058.5,544212,554661,6330438,45616339,55852575,4832,30677,35571
Bulk carrier,1262,831,72849,131026,2007,2009,2010,2010,1249,1784,1954,1992,117,175,369,377,41,85,103,102,5888.7,452905,461601,36705670,89953240,113263464,29085,111478,135989
Liquefied gas tanker,1202,291,75187,61731,2008,2009,2012,2011,648,1829,2462,2332,64,149,440,435,25,41,55,57,9808.8,639955,652242,18124736,110692448,95944092,15079,118192,177508
Oil tanker,951,505,64456,118523,2009,2009,2010,2010,833,1319,1371,1376,103,156,247,249,25,48,53,53,6402.6,490997,500424,57593271,115195619,128874467,60561,155987,191884
Ro-Ro,879,78,19273,8713,2003,2004,2006,2005,656,812,928,852,47,58,113,104,13,27,21,24,3537.5,272945,278186,10555063,29465066,25220024,12008,28398,31870
Vehicle,829,185,17733,5926,2004,2006,2006,2005,337,659,597,598,30,51,136,138,13,18,19,19,1692.9,129995,132491,6001306,26459326,30642597,7239,27516,29614
Miscellaneous - fishing,658,166,323,213,1998,1997,1994,1992,356,1472,1144,1186,50,190,487,461,24,176,317,281,432.8,32512,33136,1497988,3322827,3777718,2277,5358,6351
Service - other,326,105,918,734,2002,2002,2001,2001,209,841,717,485,28,187,449,377,11,127,130,129,409.7,30889,31482,5123460,10512215,11327548,15716,34971,39487
Service - tug,281,97,130,109,2006,2003,2007,2007,205,631,360,360,60,108,193,191,20,72,104,101,174.3,13123,13375,2796400,6612645,8853975,9952,25697,34695
Refrigerated bulk,88,36,3287,3578,1999,1998,1998,1998,3696,3158,3243,3231,205,190,228,227,7,30,15,15,1247.8,95524,97358,10615238,23194811,26126773,120628,257056,277544
Ferry-pax only,53,12,17,2,1988,1975,1993,1982,266,1021,694,604,28,87,90,102,32,194,128,200,29.1,2184,2226,166655,353165,446650,3144,7467,9848
Other liquids tankers,4,2,13,19,1994,2001,2006,2005,578,490,376,387,76,60,46,48,28,51,63,60,6.1,465,473,9746,27828,59997,2436,8441,13640
