Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Le Havre,2969,954,184110,227245,2007,2008,2010,2010,281,1065,994,1177,29,109,315,337,18,28,32,35,19896.0,1522854,1552093,114872330,300710721,334670949,38691,118520,141912
Fos Sur Mer,2329,1036,98109,146281,2006,2007,2010,2010,383,1352,1043,1255,43,154,348,395,28,56,70,80,11225.8,844665,860883,63654449,168740861,189406163,27331,90571,113978
Marseille,1530,250,27528,8258,2003,2005,2006,2004,450,768,411,511,25,69,45,74,10,71,37,47,6542.8,505040,514737,16899027,55694156,66786166,11045,33736,36598
Dunkerque Est,1041,699,24966,43246,2004,2005,2010,2010,313,992,1643,1740,48,119,434,454,32,68,83,78,2862.0,218460,222655,15673989,42370439,51073280,15057,56094,69132
Dunkerque Ouest,1036,305,34967,43771,2006,2007,2009,2009,214,1193,964,1168,26,128,314,377,16,36,46,44,4413.3,331968,338342,23852417,70291018,78768138,23024,75945,89328
Ouistreham,932,66,5862,3918,1998,2003,2004,2008,101,771,203,592,7,104,158,288,1,30,11,18,925.0,69858,71199,5089526,13151613,15581553,5461,13402,13980
Gonfreville L'Orcher,878,402,21078,13168,2006,2007,2007,2009,342,924,1043,1105,45,92,231,298,20,27,22,27,2347.9,178924,182359,9826744,42140751,47134432,11192,47258,55436
Port Jerome,666,261,2842,4300,2005,2007,2007,2007,313,482,541,557,62,92,185,192,34,44,50,51,1174.8,88509,90208,3403031,10986004,13095530,5110,20263,25055
Lavera,647,382,11190,16285,2007,2008,2009,2009,696,1106,1190,1205,75,124,235,241,38,65,89,91,2785.9,214426,218543,7800358,30817778,34304213,12056,61328,78903
Sete,642,303,14384,9026,2000,2003,2003,2006,703,1180,1012,1380,56,115,176,284,28,77,65,114,2368.8,182566,186071,9707424,28825959,36666167,15121,50193,59100
