Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,5611,1750,32076,44868,2003,2003,2005,2006,542,1017,1257,1244,64,111,296,296,35,53,63,63,6921.7,527863,537998,50839513,155040706,221221300,9061,36909,50012
Ferry-RoPax,3942,85,43687,7751,1997,1996,2000,2001,160,701,392,394,12,36,111,121,5,26,60,58,10206.1,777335,792260,48155320,119084296,146117197,12216,26076,23750
Container,3918,823,177464,195509,2007,2007,2009,2009,279,562,748,744,26,47,266,259,16,22,26,25,19902.2,1527673,1557005,108847073,316660997,349418937,27781,91470,108300
Chemical tanker,3858,1056,43310,68712,2006,2008,2009,2009,408,1090,1100,1121,60,121,257,261,25,41,47,48,10211.9,779702,794672,34966981,145534114,173098497,9063,43416,53335
Cruise,1310,161,31233,2886,2003,2000,2008,2007,216,334,289,292,16,30,31,32,9,26,16,17,6534.6,503731,513402,5817695,45839724,57139367,4441,30735,36222
Bulk carrier,1250,824,77177,139522,2007,2009,2010,2010,1094,1828,2073,2121,126,216,456,467,71,110,117,117,6624.2,509711,519498,38697217,93245355,115974736,30958,116245,141004
Liquefied gas tanker,1197,296,74172,61056,2008,2009,2011,2011,628,1837,2457,2325,71,161,326,322,25,39,48,49,9391.3,615726,627548,17841685,109410970,94733074,14905,117071,175937
Oil tanker,948,502,127345,235724,2009,2009,2011,2011,1346,2569,2725,2755,148,274,471,474,32,53,65,66,12976.0,999450,1018639,104341158,205070575,229196628,110065,281680,347507
Ro-Ro,875,79,19441,8809,2003,2004,2006,2006,681,670,940,865,51,50,89,89,15,56,39,37,3775.6,291085,296674,10648215,29553812,25399107,12169,28777,32266
Vehicle,830,185,28695,9699,2004,2006,2006,2006,481,1025,965,978,34,74,166,173,13,17,18,17,2386.7,183752,187280,9821863,43303884,50150311,11834,44979,48408
Miscellaneous - fishing,668,164,405,250,1998,1997,1996,1994,460,1750,1396,1350,61,336,1287,1160,12,97,296,296,507.7,38130,38863,1757620,3898740,4432472,2631,6192,7341
Service - other,319,97,813,647,2002,2001,2001,2001,242,849,656,434,36,188,429,283,13,159,320,275,393.2,29586,30154,4514861,9263503,9981986,14153,31493,35560
Service - tug,279,96,168,149,2006,2003,2006,2006,212,901,478,502,33,246,542,595,20,62,32,30,219.6,16527,16844,3802882,8992672,12040702,13630,35196,47521
Refrigerated bulk,88,36,860,936,1999,1998,2004,2004,299,1028,855,851,25,117,165,167,10,27,23,24,427.1,32415,33038,2777458,6068881,6836024,31562,67258,72619
Ferry-pax only,53,13,21,3,1987,1975,1991,1980,253,1296,847,738,39,259,379,422,12,151,50,62,34.1,2564,2613,205342,435740,551155,3874,9207,12143
Other liquids tankers,4,2,42,60,1994,2001,2012,2011,756,981,1244,1222,108,108,139,139,27,26,25,26,9.4,721,735,30775,87871,189451,7694,26654,43070
