Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United Kingdom of Great Britain and Northern Ireland,5381,1399,40799,25858,2002,2005,2007,2008,188,438,287,304,18,66,131,113,12,40,61,49,7923.2,596793,608251,41890720,113436359,137335846,7785,21147,23282
Spain,3876,1739,54418,49827,2005,2005,2008,2009,427,794,519,709,41,99,101,139,23,58,42,61,9542.4,731986,746040,37227123,123915399,152268666,9605,36595,44996
Italy,3349,905,35190,23288,2000,2004,2005,2007,257,554,319,366,20,61,57,74,12,39,34,39,7237.3,557396,568098,27758414,85299155,102298204,8289,26522,30668
Netherlands,2595,1300,15865,22003,2005,2005,2010,2009,292,495,476,503,39,75,271,300,23,42,42,46,3594.2,268568,273724,17308406,49721163,59296764,6670,22854,28753
Belgium,2110,1013,23980,26524,2006,2006,2010,2009,275,381,300,306,28,52,59,57,20,32,27,29,3414.2,255686,260595,17076695,51056256,59133514,8093,28313,34289
Germany,871,458,15827,15678,2005,2005,2007,2006,539,679,563,556,54,74,62,74,25,40,28,31,2284.6,171973,175275,12088392,36537860,40142130,13879,45046,54623
Algeria,814,292,13526,13588,2002,2005,2005,2007,523,823,695,747,46,114,97,127,29,69,53,56,2941.4,222430,226701,10946442,34242196,38551722,13448,46996,58201
Turkey,619,317,32918,37620,2007,2006,2008,2009,1401,2046,1746,1922,114,203,173,216,20,55,38,44,4583.4,353463,360249,23286973,57029643,67193119,37620,111572,135113
Ireland,610,225,4985,2468,2002,2004,2001,2005,433,702,465,562,39,100,84,120,7,47,34,62,1114.1,84628,86252,7355642,19060001,23939786,12058,30898,33234
Tunisia,541,92,8546,3565,2002,2004,2003,2002,507,913,673,700,33,102,50,77,11,36,31,38,2050.2,158347,161388,6448993,15336245,18651765,11921,29190,30457
Portugal,431,326,8962,9751,2005,2006,2007,2008,873,900,1001,1049,80,103,162,229,29,51,33,40,1371.3,105150,107169,7491054,22092088,27088514,17381,60945,74671
Morocco,373,215,12087,9894,2003,2006,2006,2009,1136,1208,1123,1241,98,148,139,211,23,59,32,41,1434.2,110296,112414,7206706,22949316,27617638,19321,67401,80086
Russian Federation,365,250,26456,36562,2007,2007,2011,2010,1918,1905,2281,2119,182,205,226,224,35,57,71,62,3552.1,250814,255629,15952843,52267351,57030763,43706,175570,231803
United States of America,304,223,53159,72985,2007,2008,2008,2008,4751,4709,4670,4689,348,412,453,458,25,62,46,53,6560.6,501497,511126,39441078,112259644,127463685,129740,446522,544457
Gibraltar,212,190,7073,8735,2009,2009,2010,2010,982,1066,998,1042,94,122,147,169,60,91,73,92,1167.1,89037,90747,3769901,12675832,15303049,17783,79119,102339
Sweden,212,137,2952,4046,2004,2005,2003,2004,1168,1144,1196,1174,113,128,126,127,29,48,38,41,543.3,40973,41759,3738000,11351630,13994088,17632,64112,80733
Norway,207,129,7574,6638,2005,2005,2007,2008,795,1141,1941,1638,89,130,273,250,23,38,29,31,822.2,56616,57703,3162037,12896903,13347250,15276,79470,113976
Greece,165,134,4820,4655,2001,2001,2007,2007,1219,1520,1665,1740,119,145,152,175,37,65,80,72,764.4,58038,59152,3520235,11533001,14320578,21335,82993,105738
Malta,152,132,5429,7870,2006,2006,2008,2008,863,1208,1187,1311,111,159,196,218,37,72,62,69,856.9,66107,67376,3983281,11307838,13279166,26206,91571,113372
Finland,119,67,1187,1703,2003,2004,2006,2007,1486,1540,1544,1551,138,170,158,157,29,48,38,33,284.1,21366,21777,2165556,6556889,8773944,18198,66530,88469
Denmark,114,102,1745,2566,2002,2004,2009,2009,768,1099,1018,1022,92,114,159,171,32,88,63,63,293.6,21828,22247,1580671,4631967,5735443,13866,51879,66711
Monaco,113,36,366,145,2002,2003,2005,2006,132,208,170,312,16,72,53,197,11,27,39,156,116.1,8911,9082,747689,2037192,2314238,6617,18114,20394
Canada,96,76,13588,24336,2009,2009,2010,2010,3051,3284,3360,3380,318,355,419,425,66,98,97,98,1214.9,93272,95063,6492221,17199500,20052133,67627,258134,311506
Lithuania,93,84,915,1338,2005,2005,2007,2007,1144,1268,1368,1365,128,130,132,133,47,59,42,44,186.7,14054,14324,1510268,4509107,5967705,16239,58962,77075
Nigeria,93,70,34422,42113,2010,2010,2010,2010,4320,4316,4477,4439,371,404,374,409,32,43,35,42,3578.8,241053,245681,14098155,48753949,47467684,151593,660385,911993
Egypt,88,79,14108,23412,2006,2006,2011,2011,2118,2358,2752,2787,228,248,311,322,48,58,64,69,1191.5,88586,90287,6664239,16584498,17707747,75730,263362,342874
Poland,82,74,532,566,2001,2002,2002,2005,1018,1105,1086,1054,108,138,118,126,46,52,57,64,146.4,10900,11109,1104065,3168723,4299043,13464,43801,57592
