int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,7534,1360,1990,1993,1997,1998,11719381148,16430848616,202,428,394,411,3291,249813
Chemical tanker,1065,301,2006,2007,2007,2007,5218741989,8314991759,223,639,655,686,1526,116387
Bulk carrier,2275,1299,2004,2008,2009,2009,57970765589,101655479464,416,1035,1016,1030,5792,447743
Container,551,117,2004,2005,2007,2006,6785783901,8231400601,368,424,370,373,1090,83989
Service - other,37,31,1987,1987,1990,1988,89127025,123202898,258,1233,1451,2023,135,10119
Oil tanker,824,170,2001,1998,2003,2004,1465638121,2299155225,187,463,345,367,842,63406
Miscellaneous - fishing,173,30,1984,1985,1989,1990,138455588,105810753,301,473,856,889,184,13846
Service - tug,286,102,1990,1993,1992,1993,45955203,24136474,212,583,419,431,184,13847
Cruise,16,4,1975,1984,1971,1972,36719080,8679531,374,237,355,365,125,9383
Offshore,17,5,1985,1989,1994,1992,19810494,21848086,146,2764,1688,1460,40,3037
Refrigerated bulk,9,8,1992,1991,1991,1991,34168281,38042271,400,653,700,716,17,1264
Ferry-RoPax,554,13,1990,1991,1986,1985,3308788058,1303016008,329,368,417,404,988,75248
Ro-Ro,85,12,1980,1982,1979,1979,506520088,346478385,330,728,469,470,174,13328
Vehicle,56,6,1992,1996,2003,1999,339635469,102322180,312,305,352,352,129,9778
Liquefied gas tanker,218,36,2002,2003,2009,2009,1315628481,1486693451,370,537,469,470,383,29186
Ferry-pax only,8,5,1988,1989,1987,1988,6882771,963017,316,3171,3867,4151,18,1360
