int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Kerch,6461,1111,1992,1991,1995,1995,5180298464,6563227332,181,265,227,226,2819,212240
Yuzhny,1133,826,2004,2005,2010,2010,27599191457,48436085957,394,863,941,980,3060,235881
Kherson,636,277,1991,1993,1996,1996,1364964334,1914551296,449,566,611,620,371,28090
Odessa,1041,583,2003,2004,2009,2009,14488006698,22412465920,373,744,653,702,2114,162545
Massandra,62,50,1986,1986,1987,1987,81952757,93899170,352,427,396,397,34,2604
Illichivsk,1345,643,1995,2003,2002,2006,17971455690,24704583481,360,812,682,823,2851,219090
Mariupol,569,345,1995,1994,1998,1999,1079464446,1610809602,109,329,273,273,262,19909
Mykolayiv,647,520,2003,2004,2009,2009,13003043062,21805879982,439,1065,1263,1292,1633,125948
Berdyansk,258,158,1994,1994,1997,1997,225696748,337965758,86,142,151,151,105,7933
Izmail,88,67,1991,1991,1996,1997,131533386,184006096,322,396,432,429,74,5614
Oktyabrsk,471,334,1998,2000,2004,2004,4709838020,7612274928,428,743,816,829,668,51335
Dneprobugsky,176,156,2002,2004,2006,2006,1711065476,2780396197,456,604,601,599,253,19452
Reni,232,126,1992,1993,1993,1993,424037262,627585999,344,456,435,433,148,11271
Nikolaev,99,75,1990,1991,2000,2001,386094807,616242169,454,584,777,812,88,6661
Sevastopol,211,86,1982,1984,1984,1985,208655294,261122379,289,642,479,475,225,16915
Vylkove,45,36,1988,1988,1995,1996,35191732,44571363,122,230,245,248,17,1250
Yalta,87,69,1984,1986,1986,1990,170022816,189666219,365,713,434,417,114,8592
Nova Kakhovka,10,9,1990,1990,1990,1990,15475624,20461480,485,609,708,729,8,590
Ust-Dunaisk,42,35,1985,1985,1992,1994,49446925,69742100,310,273,325,333,15,1165
Belgorod Dnestrovsky,76,24,1978,1980,1978,1978,82254048,107390134,383,419,445,446,29,2168
Kiliya,13,10,1981,1985,1992,1994,4057197,5428775,77,128,122,123,3,206
Skadovs'K,3,3,1976,1976,1974,1975,1542431,2031211,89,209,224,202,1,92
Svetlovodsk,3,3,2009,2009,1998,1998,78712614,92681170,821,3636,8601,9062,28,2182
