port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Mykolayiv - Yuzhny,487,325,2000,2002,2004,2004,512398907,822380016,79,115,82,81,360,27420
Yuzhny - Kherson,406,201,1990,1992,1990,1990,167645330,233209349,88,115,126,124,142,10648
Yuzhny - Oktyabrsk,283,213,1997,1998,2002,2002,241988499,384352435,73,79,75,75,108,8215
Oktyabrsk - Kerch,5,5,1987,1987,1993,1993,8887008,12329791,417,432,430,428,2,169
Kerch - Mariupol,479,256,1997,1995,2001,2001,495816031,753227820,130,138,131,131,202,15305
Yuzhny - Kerch,75,46,1997,1996,2003,2003,221682516,329852509,339,500,366,368,65,4894
Mariupol - Berdyansk,53,38,1999,1999,2006,2005,31487166,39315615,48,158,84,69,30,2236
Odessa - Oktyabrsk,27,23,1988,1990,1993,1994,15361340,23805746,82,120,93,87,11,804
Massandra - Kerch,22,15,1984,1984,1989,1990,13787540,16102526,195,415,284,264,17,1301
Odessa - Kherson,72,32,1983,1987,1983,1986,91806030,65489324,93,292,271,161,72,5450
Mykolayiv - Kerch,13,9,1985,1983,1989,1989,15664820,20668839,401,405,411,412,5,409
Mykolayiv - Vylkove,1,1,1972,1972,1972,1972,26813,19499,170,170,170,170,2,143
Vylkove - Reni,19,15,1988,1988,1996,1995,8362030,12442729,79,104,116,116,11,829
Vylkove - Nikolaev,1,1,1972,1972,1972,1972,25300,18398,160,160,160,160,0,23
Nikolaev - Illichivsk,6,6,1994,1994,1999,2002,1565962,1928279,104,266,129,123,5,352
Illichivsk - Mykolayiv,33,27,1998,2000,2007,2007,67828154,106501818,100,178,167,167,46,3508
Yuzhny - Dneprobugsky,148,100,2005,2005,2004,2004,229561153,375318573,68,232,102,104,84,6396
Kerch - Berdyansk,248,133,1993,1994,1994,1994,174343717,261220018,108,123,120,121,125,9399
Odessa - Mykolayiv,47,12,1987,1999,1992,1992,64318296,102541728,79,197,107,103,25,1912
