int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Santiago De Cuba,234,125,2004,2004,2005,2006,3196156238,4019727256,799,1147,906,1001,779,59591
Mariel,220,74,2003,2002,2006,2006,5636399147,6351330827,765,1320,1511,1533,1093,84225
Puerto Padre,23,18,2003,2005,2008,2008,380227622,594109911,987,1385,1404,1377,57,4347
Puerto Da Vita,10,10,2001,2001,2005,2006,470537711,758731487,1067,2366,3356,3578,71,5482
Puerto De Pastelillo,26,20,2006,2004,2012,2011,684008126,908779943,1003,1240,1634,1408,141,10873
Sagua La Grande,3,3,2006,2006,2004,2005,134106256,180560019,2391,2598,3718,3603,23,1752
Cienfuegos,103,68,1999,2001,2004,2005,2618520870,3652228472,808,1565,1183,1706,517,39757
Manati,4,3,2006,2007,2007,2007,87202609,143223767,1060,1145,1018,1004,12,947
Matanzas,63,40,2002,2004,2004,2004,4920716987,8736691827,1158,1876,2202,2234,572,44245
Havana,349,124,1998,2001,2002,2007,10631392128,7616662688,440,1745,705,1668,2051,157841
Moa,99,48,1999,1999,2006,2007,1379149682,2126087453,1026,1025,1500,1557,395,30089
Baracoa,8,8,1996,1996,2007,2008,535644074,793033882,974,3887,4093,4825,67,5186
Cabanas,35,20,2005,2005,2003,2006,1398323270,821265423,868,1521,1716,1611,283,21893
Bufadero,15,15,2006,2006,2008,2009,444961337,668426314,1289,1907,2066,2063,68,5241
Bahia Honda,10,8,2004,2004,2000,1997,612632433,453271811,1078,1911,1642,2325,120,9323
Niquero,4,4,1995,1995,2009,2008,32506498,42028157,732,915,1473,1404,8,587
Bahia De Sagua De Tanamo,2,2,1981,1981,1988,1988,289714432,88083492,3975,3975,6590,6268,19,1476
Varadero,9,9,2006,2006,2009,2009,449709067,798145124,905,1301,1808,1850,46,3556
Nueva Gerona,5,5,2002,2002,2006,2006,23963306,30507289,462,620,1041,1042,60,4516
Cayo Coco,10,10,1999,1999,2000,1998,196602823,201411630,855,732,876,785,41,3148
Preston,3,2,1997,1998,1995,1995,259369244,485809769,941,1356,1602,1633,28,2195
Puerto Tarafa,1,1,1972,1972,1972,1972,1623164,2750651,1039,1039,1039,1039,2,135
Guayabal,5,4,2012,2011,2009,2009,11902366,17716751,321,590,661,649,4,331
Manzanillo,1,1,2011,2011,2011,2011,14087135,20100883,2503,2503,2503,2503,3,204
Palo Alto,1,1,1992,1992,1992,1992,110120076,44669398,17260,17260,17260,17260,51,3820
La Coloma,2,1,2001,2001,2001,2001,272143492,36153205,2076,2076,2076,2076,59,4592
Jucaro,1,1,2007,2007,2007,2007,141047962,253822374,3900,3900,3900,3900,27,2048
Isabela De Sagua,2,1,1994,1994,1994,1994,154429982,293677925,1382,1382,1382,1382,18,1374
Caibarien,1,1,1985,1985,1985,1985,809748,136711,1168,1168,1168,1168,1,98
Gibara,1,1,1944,1944,1944,1944,269924,90708,550,550,550,550,0,31
Banes,2,2,1960,1960,1953,1959,438651,209023,633,633,637,633,1,84
