int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Havana,397,162,1999,2003,2004,2007,13473209761,13864897638,565,2661,854,2659,2629,202266
Cienfuegos,112,80,2001,2002,2009,2010,4867273155,6936989278,809,2500,2240,3105,766,58925
Puerto Da Vita,7,7,1995,1995,2004,2005,470198542,768811158,2533,3717,4565,4754,73,5606
Puerto De Pastelillo,10,8,2009,2007,2012,2010,413417121,484255838,3732,3025,2962,2745,82,6279
Cayo Coco,10,10,2000,2000,2002,2000,289198731,262573573,631,1257,1369,1087,55,4252
Guayabal,11,10,2005,2005,2001,2001,260278632,428841722,856,1481,1320,1341,28,2159
Santiago De Cuba,191,79,2003,2003,2004,2005,1808536869,2234953620,538,998,703,829,437,33535
Mariel,230,80,2003,2003,2006,2006,7683347193,8829480314,1062,2293,1946,1964,1394,107389
Baracoa,8,7,1998,1996,2006,2006,358848244,548853206,653,2412,2264,2477,40,3096
Bahia Honda,11,8,2001,2001,2002,2000,243396735,169913753,634,1171,602,1193,50,3837
Moa,89,43,1999,2000,2005,2005,1085136538,1602778176,923,1933,1536,1597,290,22109
Cabanas,36,21,2005,2005,2004,2005,1022875330,879054384,1029,1584,1247,1704,210,16168
Varadero,18,16,1999,1999,2004,2004,1545447596,2669693975,1779,2496,2760,2741,135,10472
Banes,3,3,1965,1965,1958,1963,868364,417145,959,843,849,843,2,173
Bahia De Sagua De Tanamo,3,3,1983,1983,1988,1988,566822238,171944171,928,4914,12582,10855,37,2858
Matanzas,66,34,2004,2005,2003,2003,5175822345,9006532830,1406,2740,2163,2147,624,48172
Nueva Gerona,3,3,1984,1984,1997,1996,14834462,3949482,418,16064,3898,1045,8,575
Puerto Padre,14,12,1997,1999,2006,2006,217011984,362001291,774,1144,1531,1526,32,2442
Preston,7,3,1999,1999,1999,1999,431295566,773358722,1050,1147,1129,1139,100,7739
Caibarien,3,3,2000,2000,1999,1997,340440,326397,46,486,129,83,4,292
Manzanillo,1,1,2011,2011,2011,2011,16715691,23851559,2970,2970,2970,2970,3,218
Casilda,1,1,2011,2011,2011,2011,14707866,22766826,703,703,703,703,2,160
Sagua La Grande,1,1,2004,2004,2004,2004,52967585,69617959,2063,2063,2063,2063,9,687
Bufadero,5,5,2013,2013,2014,2014,79266294,106338349,1109,1179,1050,983,15,1179
Palo Alto,1,1,1992,1992,1992,1992,5267328,2136653,826,826,826,826,2,183
Jucaro,2,2,1992,1992,2007,2007,84533078,151633238,2362,2362,2328,2328,30,2311
La Coloma,2,2,2006,2006,2008,2011,73217046,61106794,1892,1892,925,2369,15,1140
Manati,2,2,2004,2004,2004,2004,101471677,167369293,3476,3476,2829,2773,17,1291
Gibara,2,2,1976,1976,2007,2008,11479492,13753296,710,710,534,528,3,237
Niquero,4,3,2006,2007,2004,2004,408074447,695424730,3075,3158,4208,4282,52,4044
