Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ro-Ro,209,8,275,308,1991,1995,1990,1990,123,363,277,317,19,36,75,83,10,30,20,21,174.3,13221,13474,648902,3845180,2066846,3105,7492,9872
Cruise,154,43,4477,373,1996,1999,2010,2009,162,421,616,576,20,34,68,66,10,12,8,9,912.6,70327,71678,488012,5320489,6869023,3169,30535,37768
General cargo,110,21,364,468,1982,1989,2005,2005,129,874,1103,1092,22,102,207,204,10,43,82,86,65.1,4983,5079,272021,908669,1329431,2473,12120,16784
Service - tug,51,9,9,8,1986,1986,1997,1996,111,824,315,239,15,865,996,790,27,68,47,45,31.3,2351,2397,199648,472108,632128,3915,10108,13648
Ferry-RoPax,46,2,4,1,1970,1972,1970,1970,95,94,104,105,15,14,27,27,6,10,11,11,7.2,538,548,33191,71806,95470,722,1611,2296
Chemical tanker,27,12,74,118,2011,2007,2009,2009,158,385,276,279,16,42,81,81,23,73,44,43,30.6,2325,2370,104791,366667,453133,3881,15352,19363
Oil tanker,25,7,50,84,2002,2004,2005,2005,174,215,215,218,16,19,24,24,23,26,27,27,19.5,1477,1505,101099,127525,145164,4044,12073,15796
Liquefied gas tanker,14,1,12,12,2007,2007,2007,2007,165,165,180,180,18,18,20,20,8,8,12,12,7.1,537,547,9412,27267,30111,672,3681,4840
Miscellaneous - fishing,12,2,1,1,1957,1968,1973,1971,99,833,330,268,12,279,400,358,47,3532,5057,4483,15.8,1183,1205,4008,8891,10109,334,786,932
Service - other,2,1,0,0,1991,1991,1991,1991,257,257,257,257,51,51,58,58,36,36,27,27,0.6,47,48,1328,2725,2936,664,1478,1668
Container,2,2,11,13,2012,2012,2010,2010,1044,1044,1048,1048,112,112,112,112,42,42,32,31,4.1,311,317,29335,74401,84006,14668,37803,42572
Ferry-pax only,2,1,0,0,2000,2000,2000,2000,129,129,129,129,42,42,48,48,10,10,9,9,0.2,12,12,2342,4769,6007,1171,2723,3589
Bulk carrier,1,1,101,175,2014,2014,2014,2014,2769,2769,2769,2769,309,309,309,309,130,130,130,130,12.2,943,961,35678,104725,119636,35678,163032,199247
Refrigerated bulk,1,1,14,15,1993,1993,1993,1993,1888,1888,1888,1888,113,113,113,113,80,80,80,80,6.4,486,495,45060,98458,110904,45060,96022,103675
Vehicle,1,1,4,1,2010,2010,2010,2010,189,189,189,189,21,21,21,21,2,2,2,2,0.5,36,37,1051,4636,5369,1051,3996,4301
