Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Puerto Rico,185,23,163,101,1991,1998,2000,2000,110,141,139,124,14,18,18,17,10,45,16,19,65.9,4968,5063,273239,1557010,1073761,1477,4161,5761
Sint Maarten (Dutch part),95,24,123,28,1982,1991,2002,2003,106,130,125,141,15,23,32,112,10,17,12,18,68.9,5258,5359,95988,442658,437149,1010,3499,4414
Saint Kitts and Nevis,68,27,232,48,1991,1995,1998,1996,151,160,168,177,16,18,19,21,7,11,8,10,67.3,5191,5291,140945,607685,643919,2073,8016,9515
Dominican Republic,56,13,277,91,1984,1999,2000,1985,321,328,339,343,34,31,28,40,14,11,10,15,75.8,5767,5878,338619,2340564,1469913,6047,18469,23459
Virgin Islands (U.S.),45,20,56,63,1992,1996,2004,2004,86,395,143,180,13,398,150,94,11,23,25,33,32.8,2470,2517,89562,305553,290553,1990,6041,8069
United States of America,39,17,1395,570,1999,2005,2008,2001,1024,1302,1221,1297,79,106,86,116,20,48,27,65,277.3,21354,21764,478683,2217287,2832896,12274,61923,76061
Saint Martin (French part),29,7,6,4,1983,1988,1991,1994,103,110,115,115,13,17,34,37,14,16,17,21,6.1,456,464,13884,48047,50090,479,1430,2039
Antigua and Barbuda,27,11,77,15,1986,1995,2001,1996,203,206,192,205,28,26,18,25,8,10,9,8,22.9,1766,1800,44060,187114,254751,1632,6941,9178
Saint Barthélemy,22,11,18,3,1989,1986,1992,1992,152,151,139,141,25,25,23,20,23,13,16,10,15.7,1185,1207,10782,59470,86898,490,2328,3745
Anguilla,19,10,14,8,1995,1994,1997,2001,114,250,149,149,15,173,297,653,9,23,15,20,40.3,3043,3102,17594,90146,76092,926,3412,4587
Bahamas,18,6,1764,134,2013,2011,2014,2013,992,1029,985,993,56,75,56,62,7,12,7,8,333.5,25746,26241,129748,1806240,2451093,7208,91276,121087
Montserrat,9,5,5,6,1992,1995,1998,1997,204,200,201,202,36,37,30,31,6,7,7,8,3.5,264,269,17143,40960,53428,1905,6158,8264
Trinidad and Tobago,7,7,23,37,1982,1982,2006,2008,555,581,532,531,75,184,78,75,165,174,66,59,10.2,767,782,27180,97510,120472,3883,15826,19987
United Kingdom of Great Britain and Northern Ireland,5,5,0,0,1975,1975,1974,1965,30,133,59,84,20,27,31,37,6,22,33,43,3.3,251,256,11997,18780,21959,2399,4435,5689
Mexico,4,3,787,338,2012,2012,2012,2013,2535,2994,2459,3002,222,274,188,311,20,56,26,80,145.4,11190,11405,57115,739151,1053942,14279,212036,291615
Curaçao,3,3,3,3,1984,1984,1986,1987,530,863,604,558,114,238,191,143,23,2348,1550,792,14.5,1091,1112,11597,31609,43724,3866,11829,16507
Martinique,3,2,4,5,1995,1990,2004,2005,325,348,369,370,64,64,69,69,56,58,67,67,3.4,255,260,9944,29662,38065,3315,10957,14219
Barbados,3,3,3,4,1980,1980,1985,1988,476,486,478,475,63,59,56,54,59,44,35,29,1.3,95,97,9427,17792,22838,3142,10494,14456
Saint Vincent and the Grenadines,3,3,16,5,1985,1985,1986,1992,411,452,424,486,63,74,50,91,8,9,8,7,4.4,338,345,11396,46584,59834,3799,18232,22853
Turks and Caicos Islands,3,2,189,15,2011,2011,2011,2011,466,547,524,519,39,43,42,42,9,5,5,6,34.5,2659,2710,-8170,160778,236557,-2723,47322,68235
Dominica,3,3,4,6,1994,1994,2001,2000,280,286,282,283,26,36,28,30,8,11,14,13,1.3,102,104,7076,15599,20934,2359,8833,12163
"Bonaire, Sint Eustatius and Saba",2,2,7,11,1997,1997,2013,2013,193,193,254,255,48,48,82,82,18,18,31,31,2.0,155,158,2924,17157,20559,1462,10056,12688
Aruba,1,1,0,0,1990,1990,1990,1990,421,421,421,421,17,17,17,17,339,339,339,339,1.3,96,97,1674,4207,5185,1674,4925,6038
Colombia,1,1,2,2,1980,1980,1980,1980,991,991,991,991,88,88,88,88,1950,1950,1950,1950,2.4,184,187,7733,22184,31880,7733,25206,36252
Grenada,1,1,2,3,1998,1998,1998,1998,513,513,513,513,49,49,49,49,23,23,23,23,1.0,73,75,5669,6073,5720,5669,19310,25666
Guadeloupe,1,1,1,2,1998,1998,1998,1998,259,259,259,259,25,25,25,25,23,23,23,23,0.6,49,50,2860,3064,2886,2860,9742,12950
Netherlands,1,1,0,0,1991,1991,1991,1991,105,105,105,105,14,14,14,14,11,11,11,11,0.3,22,23,112,634,1378,112,648,1253
Gibraltar,1,1,38,40,2017,2017,2017,2017,3256,3256,3256,3256,238,238,238,238,8,8,8,8,7.0,542,553,15178,55419,81826,15178,90812,124013
Tunisia,1,1,14,15,1993,1993,1993,1993,1888,1888,1888,1888,113,113,113,113,80,80,80,80,6.4,486,495,45060,98458,110904,45060,96022,103675
Saint Lucia,1,1,2,3,2017,2017,2017,2017,351,351,351,351,34,34,34,34,15,15,15,15,0.8,58,59,4208,13031,16621,4208,14470,18674
Portugal,1,1,172,16,2004,2004,2004,2004,2628,2628,2628,2628,154,154,154,154,9,9,9,9,37.4,2894,2950,102653,357892,344442,102653,318374,287115
