Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Angola,402,133,2832,4050,2008,2008,2009,2010,189,269,260,246,23,52,34,35,32,61,52,49,496.8,38155,38888,2999883,7237957,8661716,7462,21443,26487
Gabon,194,83,1002,1425,2007,2007,2006,2006,385,430,454,447,48,81,77,73,31,52,59,64,207.5,15922,16228,2410856,6504592,8070411,12427,37068,47334
"Congo, Democratic Republic of the",154,30,187,258,2008,2006,2008,2008,234,244,239,237,30,39,49,48,18,75,46,39,63.5,4844,4937,661299,1771761,2371976,4294,14244,18167
Cameroon,144,75,3714,4350,2008,2007,2008,2009,670,779,684,692,64,122,103,115,60,116,68,76,581.3,44848,45709,2796152,8203286,9751303,19418,68203,82018
Nigeria,76,44,2899,3866,2010,2010,2011,2011,935,975,965,968,82,123,115,123,67,103,94,92,427.4,33078,33713,2959491,7640752,8725494,38941,113560,133320
Equatorial Guinea,43,19,213,316,2008,2008,2008,2008,556,602,582,580,64,90,85,84,32,108,110,116,50.9,3900,3975,360688,1034331,1381908,8388,31846,40218
Brazil,38,13,5093,6091,2008,2009,2008,2008,3728,3695,3780,3780,278,264,282,282,15,15,20,20,639.3,49522,50472,4734305,12547422,14198707,124587,368569,427520
Togo,38,21,732,1063,2009,2009,2010,2010,1216,1439,1183,1182,182,213,209,210,38,47,42,41,152.8,11675,11899,1044847,2887487,3393259,27496,84262,99471
China,29,26,44735,85871,2012,2012,2012,2012,10086,10105,10044,10046,919,967,953,955,51,62,68,68,2461.4,190669,194330,20655898,35643544,37028364,712272,1956865,2459724
Spain,26,25,2337,3290,2007,2007,2008,2008,3702,3875,4004,3992,287,342,326,329,13,58,46,37,390.3,30059,30636,2753860,7593226,8874594,105918,330350,399664
Namibia,26,26,496,627,2007,2007,2009,2009,1196,1236,1213,1215,137,180,117,119,45,155,77,75,79.6,6117,6235,850834,2208381,2807436,32724,98953,125147
Malaysia,22,18,11815,18010,2012,2012,2012,2013,7482,7516,7531,7541,462,523,566,590,18,32,38,42,943.8,73112,74516,8912931,21328466,23631381,405133,1155171,1366574
South Africa,19,19,2361,4017,2008,2008,2007,2007,2666,2466,2175,2150,400,499,376,372,34,33,15,13,213.7,16498,16815,1709675,3835694,4637651,89983,275986,346186
Sao Tome and Principe,16,8,71,95,2006,2003,2007,2007,454,469,492,491,44,59,64,64,34,41,35,35,20.0,1539,1569,65130,213368,285300,4071,18270,23552
Sri Lanka,15,10,3816,4942,2008,2008,2008,2008,6257,6280,6286,6286,402,405,405,405,13,13,14,14,539.5,41789,42591,3916297,10419517,11703033,261086,764202,883812
Benin,13,11,549,634,2007,2008,2008,2008,1032,1162,1178,1197,178,212,234,246,24,30,25,24,95.8,7415,7557,531626,1581731,1748863,40894,126989,146900
Singapore,11,11,5798,10107,2010,2010,2011,2010,7531,6883,7294,7321,661,687,679,686,14,44,52,56,421.2,32620,33246,3243091,6389848,7261088,294826,831465,1013779
Netherlands,9,8,1181,1969,2008,2008,2008,2008,4942,5003,5017,5017,471,481,481,480,31,36,39,38,174.4,13458,13716,379792,2781329,3206819,42199,364410,447967
Morocco,8,7,834,1051,2006,2007,2006,2006,3896,3807,3856,3856,300,337,335,331,26,32,26,26,127.4,9863,10053,875050,2751620,3056070,109381,362313,422912
Australia,6,6,3397,6463,2010,2010,2012,2012,8118,6832,7704,7738,663,571,681,681,238,272,330,326,350.0,27115,27635,2366033,4458440,5022865,394339,1035679,1251077
Côte d'Ivoire,6,6,201,250,2009,2009,2008,2008,1236,1338,1233,1224,170,381,228,218,29,35,26,25,33.6,2588,2638,371649,973958,1193130,61941,178284,223377
Mauritius,6,6,1352,2497,2008,2008,2003,2003,4241,4239,4254,4254,838,744,514,494,13,18,9,8,101.8,7876,8027,777908,1558504,1923402,129651,409111,510148
Ghana,5,5,144,233,2007,2007,2001,1999,987,2800,1120,1044,85,350,213,139,80,768,496,275,18.8,1437,1464,413187,997305,1290050,82637,223356,291682
Indonesia,4,4,3288,6176,2011,2011,2012,2012,7553,7574,7549,7547,762,825,773,770,12,12,10,10,179.1,13877,14143,1681325,3067757,3290001,420331,1119871,1388261
United States of America,3,3,1262,2353,2012,2012,2013,2013,6363,6454,6488,6480,634,626,671,675,42,43,46,47,118.6,9111,9286,809680,1839198,2083052,269893,824202,999181
Gibraltar,3,3,243,199,2012,2012,2011,2011,3895,3913,3926,3940,352,372,394,379,13,13,15,12,70.3,5437,5541,587012,1286710,1394055,195671,540846,643713
Canada,2,2,1250,2403,2010,2010,2012,2012,7611,7611,7592,7603,631,631,686,687,32,32,28,28,96.2,7436,7579,879683,1657573,1867275,439841,1155007,1395268
Mauritania,2,2,58,79,1998,1998,2006,2007,2720,2720,2594,2588,314,314,242,238,130,130,74,71,19.1,1457,1485,71098,190141,244506,35549,121454,151426
Malta,2,2,285,479,2006,2006,2006,2006,4890,4890,4889,4894,408,408,408,408,42,42,42,44,41.2,3194,3255,92374,676484,779973,46187,398848,490302
Sierra Leone,2,2,18,23,2005,2005,2009,2009,1796,1796,1803,1803,304,304,143,135,111,111,11,6,7.6,582,593,22226,63672,89592,11113,43385,58976
India,2,2,2239,4383,2014,2014,2013,2013,7077,7077,7078,7079,830,830,839,842,28,28,29,29,132.8,10287,10484,1042171,1756543,1828661,521086,1413986,1771204
Guinea,2,2,72,114,2004,2004,1999,1998,2043,2043,2053,2053,170,170,168,168,78,78,93,93,8.9,689,702,65544,218527,314378,32772,167451,222596
Senegal,2,2,123,196,2005,2005,2005,2005,2339,2339,2328,2329,184,184,182,183,48,48,46,46,19.4,1505,1534,101178,343118,390776,50589,210842,251827
Finland,1,1,60,79,2009,2009,2009,2009,6190,6190,6190,6190,486,486,486,486,109,109,109,109,13.6,1038,1058,29770,108701,160497,29770,178123,243244
Argentina,1,1,165,292,2017,2017,2017,2017,4611,4611,4611,4611,390,390,390,390,21,21,21,21,9.0,701,714,59573,174865,199763,59573,272224,332693
Germany,1,1,121,194,2004,2004,2004,2004,5207,5207,5207,5207,439,439,439,439,22,22,22,22,19.2,1482,1511,37379,273737,315614,37379,322785,396798
Greece,1,1,646,1222,2008,2008,2008,2008,8154,8154,8154,8154,689,689,689,689,82,82,82,82,42.0,3250,3312,447293,842827,949454,447293,1174574,1418906
Uruguay,1,1,106,153,2013,2013,2013,2013,4399,4399,4399,4399,374,374,374,374,57,57,57,57,8.9,684,698,62536,173604,269815,62536,294619,381847
Réunion,1,1,165,206,2009,2009,2009,2009,3980,3980,3980,3980,214,214,214,214,12,12,12,12,29.5,2282,2326,163293,434451,487968,163293,477961,552770
Trinidad and Tobago,1,1,112,126,2014,2014,2014,2014,4813,4813,4813,4813,338,338,338,338,4,4,4,4,16.2,1251,1275,94891,274913,303592,94891,519522,683184
Japan,1,1,825,1607,2003,2003,2003,2003,9726,9726,9726,9726,792,792,792,792,13,13,13,13,57.7,4471,4557,588131,1108207,1248408,588131,1544411,1865675
Guinea-Bissau,1,1,13,17,2008,2008,2008,2008,2230,2230,2230,2230,235,235,235,235,332,332,332,332,4.2,325,331,29322,86012,118616,29322,117470,148117
Liberia,1,1,12,16,2013,2013,2013,2013,1607,1607,1607,1607,139,139,139,139,25,25,25,25,3.4,260,265,6193,22614,33390,6193,37057,50605
Cabo Verde,1,1,12,4,1995,1995,1995,1995,4104,4104,4104,4104,481,481,481,481,87,87,87,87,5.9,446,454,27561,61136,69506,27561,64864,76892
Turkey,1,1,69,112,2005,2005,2005,2005,5931,5931,5931,5931,499,499,499,499,106,106,106,106,10.6,821,837,45824,127210,197709,45824,215884,279801
Saint Kitts and Nevis,1,1,136,239,2005,2005,2005,2005,4691,4691,4691,4691,412,412,412,412,14,14,14,14,20.3,1572,1602,46072,337401,389017,46072,397857,489084
