Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,385,127,25120,30850,2008,2008,2009,2009,687,1874,1605,1619,64,142,282,284,39,50,35,35,3310.2,256303,261224,23882939,65634479,73596204,62034,187030,216721
General cargo,376,72,1376,1870,2007,2007,2008,2008,264,977,575,564,43,136,228,223,22,64,65,66,375.6,28736,29288,1945119,5964242,8370570,5173,22485,29099
Service - tug,221,48,202,180,2009,2009,2009,2009,225,626,417,405,37,166,378,360,32,86,394,347,141.3,10651,10855,4603897,10886830,14576877,20832,53792,72629
Oil tanker,109,103,71784,137784,2011,2011,2011,2011,5219,4826,4816,4819,565,471,829,830,39,61,71,71,4393.5,340244,346777,36370067,63479182,67601249,333670,896351,1113444
Chemical tanker,70,39,3003,4897,2008,2008,2007,2007,1362,2727,3046,3118,259,293,396,398,30,37,32,32,535.6,41216,42008,1738527,8583724,10038160,24836,141711,172913
Ro-Ro,66,13,386,197,2004,2004,2004,2004,300,340,354,352,40,33,27,28,30,43,49,48,89.0,6807,6937,240427,680592,576863,3643,8617,9692
Bulk carrier,61,53,2973,4940,2009,2009,2010,2010,719,1914,1883,1846,100,322,639,638,75,144,66,67,288.2,22263,22690,1778738,4205434,5798342,29160,112293,138594
Service - other,15,10,320,175,2008,2006,2010,2010,264,1259,2367,2257,63,288,448,448,17,44,25,26,137.2,10563,10766,1221194,2505622,2699959,81413,181157,204552
Liquefied gas tanker,13,8,707,812,2012,2013,2015,2015,805,3101,4630,4659,112,254,514,516,29,29,17,17,98.3,7574,7719,344249,1545203,1461260,26481,177868,253804
Vehicle,12,7,1059,342,2006,2006,2012,2012,672,2210,1773,1759,72,154,304,294,44,40,23,23,70.6,5473,5578,346153,1526162,1767452,28846,109644,118001
Refrigerated bulk,9,4,99,93,1990,1996,1991,1992,1341,1897,2690,2598,163,207,360,342,228,134,644,533,75.6,5715,5825,274675,600179,676045,30519,65037,70220
Miscellaneous - fishing,5,5,13,5,2003,2003,1996,1996,1192,1469,2799,2632,180,206,447,438,87,256,108,128,9.1,684,697,31685,70284,79906,6337,14914,17680
Ferry-pax only,1,1,0,0,1983,1983,1983,1983,464,464,464,464,70,70,70,70,136,136,136,136,0.4,27,27,2942,5992,7549,2942,6842,9020
