port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Mailiao - Taichung,386,269,2004,2005,2006,2005,5333255524,7603576450,302,794,843,759,850,62449
Ponce - Guayanilla,9,4,1991,1990,2009,2011,9703628,14815238,219,250,137,132,4,327
Taichung - Kaohsiung,2972,800,2005,2005,2005,2005,17774811875,28923770991,143,584,314,340,3890,297920
Vernadsky - Port Foster,71,26,1989,1988,1995,1989,120048883,24035159,238,282,281,297,66,4992
Arturo Prat - Esperanza,26,16,1992,1990,1992,1990,77316288,16635498,165,456,344,464,32,2431
Esperanza - Palmer,17,13,1993,1994,1997,1995,64002755,11362497,359,436,407,439,29,2191
Vernadsky - Escudero,26,12,1991,1992,1993,1987,58515926,10359071,316,362,398,369,29,2235
Arturo Prat - Vernadsky,32,16,1987,1988,1993,1989,95791206,17122481,303,349,369,367,45,3462
San Martin - Vernadsky,12,8,1980,1983,1982,1979,27004801,7949257,373,358,337,333,12,896
Escudero - Port Foster,42,12,1987,1983,1988,1986,37951163,8187682,128,221,246,215,25,1868
Kaohsiung - Hukou,145,102,1996,1997,1995,1995,2255705532,3691939865,836,2368,1442,1533,697,53187
Hukou - Mailiao,37,34,1998,1998,2000,2000,488788128,809079861,690,1800,1008,1009,100,7671
Kaohsiung - Mailiao,963,470,2003,2004,2000,2000,16323771665,27208528176,266,971,1115,1168,2960,227303
Kaohsiung - Taipei,1213,278,2002,2002,2000,1999,12980970409,18572702054,217,1350,523,591,3003,230049
Keelung - Mailiao,64,51,2006,2005,2005,2005,510591018,792495920,318,567,476,491,150,11550
Marigot - San Juan,78,3,1990,1990,1995,1995,155663242,110941210,186,1742,338,334,43,3263
Kaohsiung - Keelung,1832,342,2004,2004,2003,2002,12262298683,16742848841,246,974,385,420,2827,217045
Keelung - Hukou,52,38,2002,2002,2000,1999,282986137,416352546,238,613,464,493,50,3807
Keelung - Taichung,1167,150,2005,2005,2005,2006,2931766299,3996446080,124,358,179,182,793,60841
Kaohsiung - Sha-Lun,255,173,2000,2002,2002,2003,6556889197,11652353996,409,1201,549,530,1130,86543
Taipei - Taichung,743,186,2003,2002,2002,2002,3136639045,4128051786,105,806,237,257,803,61332
Taipei - Mai-Liai,12,10,1993,1992,1989,1989,172446322,282589699,876,2504,1365,1375,58,4422
Mai-Liai - Kaohsiung,148,102,1996,1997,1995,1995,2372475004,4019643031,992,2687,2262,2383,712,53990
Taichung - Lung-Men,62,39,2002,2002,2007,2007,629066827,1049482631,216,868,1112,1185,103,7896
Lung-Men - Kaohsiung,797,146,1998,2001,1998,1999,3496359179,4615254511,119,1024,558,699,944,72121
Sha-Lun - Taichung,89,66,2000,2000,2004,2003,885449663,1413253816,533,1083,653,637,181,13911
Walvis Bay - Luderitz,91,27,2003,2001,2004,2006,413843326,417430353,362,1352,525,617,283,21403
Arturo Prat - Great Wall,1,1,1990,1990,1990,1990,12783666,5625472,1646,1646,1646,1646,2,149
Great Wall - General Bernardo O'H,1,1,1990,1990,1990,1990,5360769,2359015,690,690,690,690,1,56
General Bernardo O'H - Arturo Prat,5,2,1995,1994,1996,1997,50744136,37086335,259,667,1143,1130,6,483
General Bernardo O'H - Juan Carlos Primero,3,2,1977,1980,1975,1972,23226816,24520302,705,1832,1688,2252,6,433
San Juan - Ponce,17,10,1985,1987,1998,2002,21581188,27881989,251,447,458,405,18,1337
Orcadas - Esperanza,9,6,1980,1982,1980,1979,38725117,11653638,485,540,597,709,14,1063
Mailiao - Sha-Lun,39,26,1994,1995,1999,1999,1130983596,1898693189,700,1145,1378,1351,191,14737
Sha-Lun - Taipei,22,17,1998,1996,1998,1998,538373795,859210261,1643,2952,2209,2086,131,10012
Arturo Prat - Port Foster,48,25,1988,1989,1992,1989,51251098,10578654,67,198,146,140,29,2213
Lung-Men - Keelung,16,12,2005,2003,2009,2010,123048465,168274328,274,291,358,368,29,2209
Keelung - Sha-Lun,21,16,2000,1999,2006,2006,414846468,679389020,189,1620,1745,1977,71,5425
Taichung - Wu-Tu,11,6,1994,2002,2006,2005,38827866,62661134,326,332,323,313,6,454
Taichung - Hukou,289,156,1997,1999,2003,2000,3177058305,3664350482,536,1075,1332,1078,635,45710
San Juan - Gustavia,24,8,1995,1998,2004,2000,103812165,16600254,217,215,217,227,32,2470
Keelung - Taipei,52,32,1999,1998,1995,1994,782513262,1221948448,424,2991,1134,1259,194,14758
Hukou - Taipei,27,25,1996,1996,1996,1996,369990658,629146339,592,2942,1299,1344,126,9655
Mailiao - Wu-Tu,2,2,2000,2000,2002,2002,33368326,53521935,1436,1436,912,932,8,607
Wu-Tu - Kaohsiung,22,17,1996,1996,1992,1991,327054462,591161516,1087,6139,1273,1331,150,11436
Kaohsiung - Hualien,395,55,1996,2000,1999,1999,2045016938,3142825561,235,502,453,455,436,33542
Hualien - Taichung,126,18,1996,2001,1997,1997,813707827,1356327816,265,678,548,555,116,8952
Hualien - Keelung,506,28,1997,2002,2000,2000,814222095,1046889645,102,448,239,219,204,15573
San Juan - Guayanilla,100,32,1988,2005,2009,2009,259348395,422992856,151,243,249,248,94,7050
Mailiao - Taipei,83,51,2000,1999,2000,2000,1647581548,2787427088,382,1337,1186,1248,291,22429
Lung-Men - Mailiao,93,70,2007,2006,2006,2007,2402406210,4378295926,277,542,354,349,247,19091
Juan Carlos Primero - Escudero,5,3,1993,1989,1993,1993,1390509,428115,88,98,101,101,1,52
Juan Carlos Primero - Port Foster,1,1,1991,1991,1991,1991,3282299,1015775,1224,1224,1224,1224,1,83
Juan Carlos Primero - Artigas,1,1,1991,1991,1991,1991,1301093,402650,485,485,485,485,0,36
Artigas - General Bernardo O'H,1,1,1991,1991,1991,1991,227990,70556,85,85,85,85,0,5
General Bernardo O'H - Port Foster,6,5,1993,1994,1996,1997,6388082,3768550,305,299,262,262,2,160
Esperanza - Escudero,8,6,1995,1992,1992,1991,4153680,926055,173,172,178,163,3,206
Esperanza - Port Foster,29,18,1986,1988,1995,1992,81346594,10651532,211,276,343,291,33,2534
Port Foster - Artigas,6,6,1995,1995,2009,2005,6716656,1014031,92,155,229,179,4,303
Barentsburg - Longyearbyen,40,15,1974,1972,1981,1978,11723280,6788872,262,518,494,449,40,2983
Port Foster - Rothera,2,2,1980,1980,1984,1986,3964582,1731777,462,462,458,456,3,226
Rothera - Signy,1,1,1991,1991,1991,1991,6771448,3445972,1181,1181,1181,1181,4,325
Marambio - Esperanza,8,5,1985,1989,1981,1981,9099853,3833961,128,122,149,159,2,166
King Sejong - Palmer,1,1,1991,1991,1991,1991,1562915,795363,273,273,273,273,1,76
Palmer - Rothera,8,5,1997,1996,1997,1997,17265668,8254088,434,438,459,476,6,455
Taichung - Mai-Liai,82,67,1995,1996,1997,1997,503653130,845243958,634,951,1154,1230,151,11466
Yabucoa - Ponce,6,4,1983,1986,1986,1984,383832,205894,144,154,131,142,11,802
Yabucoa - Arecibo,7,2,1971,1972,1971,1971,191164,148437,102,112,135,136,2,167
Yabucoa - Las Mareas,18,6,1974,1972,2003,2006,6752599,11069688,74,306,150,145,48,3621
Las Mareas - Arecibo,6,2,1972,1972,1971,1971,155659,116501,121,128,126,126,1,78
Las Mareas - Vieques,11,2,1973,1972,1973,1973,120666,83386,45,46,51,51,1,67
Vieques - Yabucoa,4,3,1991,1985,2011,2011,17085634,28452873,86,156,294,295,5,349
Las Mareas - San Juan,6,4,1976,1980,1988,1990,205747,162727,103,113,119,121,1,79
Palmer - Port Foster,28,19,1990,1990,1993,1990,44413437,8547600,203,248,247,259,22,1672
Esperanza - Vernadsky,13,8,1999,1995,1998,1998,30523325,6675019,339,403,354,444,14,1072
Arturo Prat - Palmer,18,12,1990,1988,1997,1994,60158142,8610581,275,314,283,291,24,1862
Hualien - Mai-Liai,3,3,2009,2009,2010,2010,65824936,116080479,687,606,620,623,5,393
Wu-Tu - Hukou,9,5,1994,2001,2000,1998,17394781,30926971,174,250,383,435,11,865
Lung-Men - Mai-Liai,3,3,2005,2005,2003,2003,48671749,78117164,1345,1926,990,964,9,724
Mai-Liai - Hukou,18,17,1995,1995,1997,1997,88892492,143480452,645,907,713,688,30,2272
Hukou - Lung-Men,7,7,2000,2000,2001,2000,69847479,109469634,690,1204,755,793,17,1290
Lung-Men - Taipei,19,13,1996,1998,1996,1996,250639025,359771118,358,3517,1916,1727,64,4843
Rothera - San Martin,8,6,1990,1989,1993,1988,8112062,2487061,95,109,135,145,3,210
Aguadilla - San Juan,17,13,2004,2005,2009,2009,44315102,60933825,92,148,167,197,10,788
Mailiao - Ardjuna,1,1,2009,2009,2009,2009,6255505,6476754,2087,2087,2087,2087,2,158
Lung-Men - Sha-Lun,2,2,1995,1995,1998,1998,6534294,10916223,1289,1289,1635,1629,2,191
Sha-Lun - Mai-Liai,9,9,1995,1995,2001,2002,65330297,113227920,1192,1664,890,867,14,1076
Sha-Lun - Hukou,7,7,1990,1990,1990,1990,41596274,65684262,1392,1195,1180,1154,14,1036
Arecibo - San Juan,30,12,1982,1993,2007,2007,16287161,25207572,44,83,85,88,9,640
Taipei - Hualien,58,20,2001,2000,2005,2001,910183874,454080299,695,518,1235,573,254,19116
Signy - Great Wall,1,1,2016,2016,2016,2016,4004873,1343833,832,832,832,832,2,125
Great Wall - Arctowski,1,1,2016,2016,2016,2016,290889,97608,60,60,60,60,0,9
Arctowski - Escudero,7,3,2005,2003,2014,2016,13237627,12593485,190,184,359,441,5,403
Hualien - Hukou,30,8,1995,1995,1997,1997,157930721,254098433,371,442,484,486,22,1719
Hualien - Sha-Lun,10,3,1991,1992,1992,1993,48193474,78804911,455,420,477,476,7,551
Vernadsky - Juan Carlos Primero,4,4,1988,1988,1986,1986,6359593,1006406,216,243,233,232,3,245
Hualien - Mailiao,5,4,1999,2002,1998,1997,38626519,59660704,721,806,811,789,7,510
Mirny - Escudero,1,1,2012,2012,2012,2012,53391564,27865600,4200,4200,4200,4200,21,1637
Jersey - Saint Aubin,1,1,1997,1997,1997,1997,825503,72525,2133,2133,2133,2133,1,83
Jersey - Guernsey,60,9,2002,1997,2002,2001,209907050,26217803,327,245,602,352,160,12025
Palmer - Vernadsky,2,2,2005,2005,2010,2007,6493770,1073863,450,450,465,456,4,266
Comandante Ferraz - Port Foster,4,3,1992,1995,1986,1984,17601532,5334517,368,357,410,467,5,410
Artigas - Signy,2,1,1989,1989,1989,1989,5449085,2308934,1924,1924,1924,1924,3,234
Signy - Escudero,2,1,1989,1989,1989,1989,3561760,1509220,1258,1258,1258,1258,2,155
Mayaguez - San Juan,24,8,1990,1996,2007,2008,8542660,9835941,91,151,150,152,5,351
