int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Kaohsiung,11047,3505,2006,2007,2009,2009,686191600170,918541593368,809,2068,1834,1991,75246,5682085
Mailiao,1725,936,2007,2008,2009,2009,156496688716,264284323533,1172,2434,3464,3497,14129,1062518
San Juan,2368,418,1998,2003,2007,2008,58100135524,32670878983,375,1796,711,1190,10144,761804
Taipei,1990,583,2004,2006,2006,2006,70723168381,73554034955,756,1602,1220,1230,8038,620454
Taichung,1728,1103,2006,2007,2009,2009,128524978320,181059012580,1332,2226,2882,2797,13697,975121
Hualien,277,182,2007,2007,2007,2008,16276101609,25768748819,1133,2012,2565,2546,1440,111411
Al Shaheen Terminal,1627,291,2005,2004,2010,2010,11433702729,21355744941,115,817,746,788,1432,109488
Walvis Bay,879,524,2003,2005,2010,2010,76548757440,83195001243,1810,3222,3659,3542,10406,768956
Sha-Lun,126,113,2004,2004,2007,2007,25854090938,47859230583,1253,2602,4434,5134,1670,129192
Jang Bogo Station,3,1,2009,2009,2009,2009,55404992,21410668,2440,2440,2460,2460,32,2408
Port Foster,37,25,1990,1990,1999,1997,238184226,74686476,635,1051,998,1349,112,8480
Keelung,3140,626,2005,2006,2010,2010,101024940825,104603068859,501,1668,1569,1674,13579,1048381
Cogo,13,4,2002,1996,1987,1985,18690178,32950600,103,90,74,71,2,185
Monaco,244,64,2005,2001,2009,2011,1402093484,547184144,151,200,206,285,396,30548
Longyearbyen,183,61,1980,1984,1995,1994,664304876,261685488,634,1319,1075,943,408,30767
Barentsburg,149,81,1983,1987,1994,1996,831106893,506890716,887,2248,1479,1517,353,26642
Lung-Men,262,210,2006,2005,2007,2007,53385493156,95342578718,1782,3051,4490,4522,3614,270038
Ramsey,46,21,1986,1997,2001,1995,55531224,34960832,208,414,179,377,25,1884
Ardjuna,212,142,1999,2001,2008,2009,6261572266,10905493364,682,1530,2770,3519,805,61695
Luderitz,60,42,1997,2001,2003,2004,1070513387,1469365403,565,2422,1689,2322,232,17705
Guayanilla,166,90,1999,2007,2007,2008,9969381700,11328056083,451,1893,2102,1943,1447,98095
Mai-Liai,32,31,2004,2004,2008,2008,1096576373,1686898229,1587,2346,2530,2615,141,10823
Ponce,79,49,1998,1995,2007,2008,1281055998,1704357628,941,1304,1541,2130,244,18673
Volve,928,232,2009,2005,2009,2009,2152004218,2767069916,159,691,388,405,645,47957
Gustavia,290,39,1991,1991,2000,1998,605223302,223242266,177,247,251,217,246,18783
Marigot,231,34,1988,1987,1996,1998,137828365,134360327,110,338,155,160,93,7043
Guernsey,600,60,1998,1997,2004,2000,2546230679,469586536,112,228,215,163,672,50792
Las Mareas,33,12,1989,1990,2002,2002,932696605,1547225998,645,711,1374,1387,114,8693
Vernadsky,50,20,1989,1986,1995,1989,254349720,50728012,796,756,780,771,126,9527
Arturo Prat,100,38,1986,1987,1988,1985,1097290467,489101395,588,2656,1326,2175,346,26350
Esperanza,33,18,1993,1991,1996,1993,334887067,56281510,1121,1433,1025,1165,128,9767
San Martin,4,3,1985,1986,1985,1989,29096593,12264651,1003,1221,1110,1260,7,562
Escudero,31,15,1990,1990,1993,1992,182826787,45825939,671,796,832,867,75,5723
Yabucoa,185,71,2001,2005,2012,2012,4352972260,7281740903,372,1852,1597,1586,652,49871
Hukou,127,107,2004,2004,2005,2004,4588231071,7690487940,1357,1978,2177,2404,510,39354
Palmer,16,11,1995,1994,1997,1996,63431138,11806950,784,553,526,572,35,2640
Orcadas,12,6,1982,1983,1983,1983,120250792,19598606,1980,1645,1621,1636,52,3927
Arctowski,6,6,1998,1998,2002,2008,35813358,8728742,752,844,858,809,17,1318
Mayaguez,20,11,1997,1990,1982,1987,78473639,49826839,204,779,519,476,29,2227
Jersey,501,34,1999,1995,1998,2000,475585551,279251145,136,307,167,164,182,13640
Castletown,126,65,2000,1999,2000,2002,600283604,386538434,133,505,725,562,179,13719
Maarianhamina (Mariehamn),23,5,2003,1992,2007,2009,185154074,98173665,85,445,181,624,40,3029
Juan Carlos Primero,13,8,1993,1993,1989,1988,70537548,46561591,841,991,1204,1505,37,2813
Wu-Tu,8,8,2010,2010,2013,2014,274090658,505856540,1208,1040,1365,1404,20,1567
Mcmurdo,4,4,1991,1991,2008,2010,41968402,42913239,1679,1453,1329,1669,13,991
Marambio,4,3,1986,1987,1984,1984,32281609,11771580,913,880,925,937,15,1156
King Sejong,4,3,1982,1982,1989,1987,63008634,39660002,2022,4556,5047,3181,40,2971
Rothera,2,2,1992,1992,1993,1994,17446849,7408471,2089,2089,2028,2522,10,796
Aguadilla,10,9,2010,2010,2011,2010,232471662,129624475,234,731,1157,639,17,1273
Arecibo,11,10,1992,1991,2003,2003,54689564,75690170,675,830,736,763,15,1131
Port-Aux-Francais,8,5,1996,1996,1998,1998,71609373,36327265,5466,5919,4403,4332,47,3519
Signy,24,14,1986,1987,1989,1989,318533559,234558222,1859,2298,1683,1562,123,9302
Fajardo,14,13,2000,1999,2003,2002,167237269,121579983,764,1128,723,1340,51,3874
Artigas,8,8,1990,1990,1989,1991,70852886,28592296,1379,1700,1806,2326,24,1835
Mirny,2,2,2000,2000,2010,2010,50538884,26523508,1988,1988,1992,1917,19,1461
Sveagruva,6,6,1993,1993,2001,2002,18626803,10315481,766,856,946,641,9,701
Comandante Ferraz,9,5,1996,1994,1999,1997,128640550,107540536,968,1078,1038,912,47,3587
General Bernardo O'H,1,1,1989,1989,1989,1989,3085612,1307463,2179,2179,2179,2179,2,135
Vieques,6,6,1997,1997,2009,2009,67399552,88768765,615,1167,2211,2278,16,1238
San Sebastian,1,1,1976,1976,1976,1976,89200,76820,166,166,166,166,1,47
Guanica,4,4,2001,2001,2011,2011,12076056,14264818,947,833,657,598,4,340
Roosevelt Roads,9,7,1996,1995,2004,2006,12324115,19415025,841,885,242,224,8,583
Jobos,4,4,1988,1988,2000,2000,60990759,90730331,723,821,1019,966,11,871
Davis Station,2,2,1992,1992,1990,1990,21165759,12579921,1588,1588,965,993,10,776
Zhongshan,3,3,1990,1990,1990,1990,151599851,93482031,3700,3611,3593,3533,45,3479
Saint Clement,4,4,1984,1984,1988,1990,22668382,4522807,348,349,428,385,6,467
Saint Aubin,2,2,2006,2006,2005,2003,3122201,1283772,393,393,233,214,1,67
Monte-Carlo,5,2,2008,2008,2008,2008,826455,754166,207,216,174,174,1,98
Casey Station,3,2,1998,2002,1990,1990,61303447,36446663,166,2405,4208,4277,30,2315
Great Wall,2,2,1986,1986,1973,1972,35062325,42029434,5629,5629,4392,5653,9,659
Salinas,2,2,1986,1986,2000,2000,32992764,55667262,760,760,794,794,3,221
Arroyo,5,3,2003,1998,2007,2007,1535803,1887887,215,187,216,218,1,65
Saint-Barthelemy,1,1,2003,2003,2003,2003,284220,435333,34,34,34,34,0,13
Jubany,6,5,1983,1984,1984,1980,43509978,16110870,681,1000,996,1200,20,1527
Mario Zucchelli,1,1,1992,1992,1992,1992,24309276,9843406,3937,3937,3937,3937,11,804
