int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,561,176,2000,2003,2005,2004,2930189085,4050277689,1063,1338,1227,1245,847,64500
Container,290,21,2005,2006,2006,2006,3070244634,3558047619,1219,1085,1022,1014,932,71094
Miscellaneous - fishing,393,271,1996,1994,2001,2001,1491722831,910435929,1009,1933,2026,1727,811,60952
Refrigerated bulk,70,23,1989,1992,1991,1992,255836852,256652012,1087,1043,1050,1047,180,13574
Bulk carrier,78,45,2006,2009,2012,2012,4035677219,6740612135,1486,3267,3337,3409,427,32940
Chemical tanker,88,29,2003,2004,2010,2010,1356933978,2131862617,921,1685,1695,1801,266,20422
Cruise,134,76,1993,1994,2000,1996,5273173866,591985222,922,1158,883,895,1302,100116
Service - tug,9,9,1993,1993,1997,1997,1449556,997648,494,679,752,821,9,690
Service - other,23,17,1996,1998,1997,1997,180369911,64807742,804,1822,2803,2179,50,3740
Offshore,4,4,2001,2001,2009,2007,36560598,29254645,2678,2342,3792,3578,32,2394
Ro-Ro,11,2,1981,1980,1981,1981,36483783,34989451,965,830,718,718,14,1074
Oil tanker,12,9,2003,2001,2012,2012,879277485,1490102993,1337,2078,4118,4230,97,7457
Ferry-pax only,4,4,1981,1981,1990,1989,16473213,2447083,1256,1352,2240,2234,8,590
Ferry-RoPax,53,4,2003,2000,2003,2003,624230592,105878597,287,861,343,343,129,9876
Vehicle,48,1,1996,1996,1996,1996,994303977,399680965,1214,1214,1091,1091,205,15651
