int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Grundartangi,277,87,2003,2005,2007,2007,3423871180,4823570116,1207,1813,1341,1446,759,58118
Reykjavik,341,111,2003,2000,2003,2005,5081546003,2991902606,1174,1481,1061,1208,1416,108356
Rif,4,4,1974,1974,1975,1976,3295894,1399606,1033,1848,1801,1731,8,606
Hornafjordur,26,23,1988,1988,1995,1997,52781296,53151738,968,1440,1106,1116,38,2854
Akureyri,89,68,2001,1999,2007,2006,1513292342,437360608,1045,1325,884,1041,375,28667
Siglufjordur,10,8,1989,1987,1994,1993,28529637,16283050,839,1239,1180,1005,15,1168
Vestmannaeyjar,66,62,1993,1994,1992,1997,285104970,134838837,782,1443,1066,991,169,12743
Hafnarfjordur,111,77,1997,1995,1998,2000,837389092,648891526,1159,2500,1738,1398,294,22266
Thorlakshofn,88,33,1995,1994,1996,1996,1084774710,543356547,1174,1061,1092,1090,247,18805
Akranes,13,5,2008,2006,2007,2007,65649232,95346592,1199,878,1067,1120,30,2244
Straumsvik,73,21,2001,2009,2008,2009,1330717947,2118037304,1213,2391,2368,2431,224,17198
Husavik,29,27,2001,2000,2006,2006,187256920,272234419,1408,1572,1409,1426,76,5787
Grindavik,16,16,1986,1986,1993,1998,50209541,43968006,2114,2691,2379,1835,35,2601
Isafjordur,16,16,1990,1990,1993,1994,322961565,57493538,1340,2236,1287,1422,103,7934
Neskaupstadur,67,40,1998,1996,2001,2003,286332075,242674649,833,907,1177,1113,114,8610
Thorshofn,15,12,1992,1994,1991,1992,35320299,37514225,851,966,840,830,19,1411
Djupivogur,27,20,1990,1993,1999,1996,179160564,39536050,474,603,645,557,45,3466
Gardabaer,5,5,1981,1981,1983,1983,43232956,13529920,1743,2147,3826,3651,11,838
Borgarfjordur Eystri,3,3,1990,1990,1996,2001,3135727,3804478,723,1083,1032,816,3,207
Grimsey,2,2,1988,1988,1993,1992,24407991,2525504,1437,1437,1380,1392,11,821
Saudarkrokur,16,12,1994,1993,2002,2002,51582969,46777085,878,1136,1010,890,31,2325
Thingeyri,3,2,1991,1995,1996,1998,6441047,8284601,929,912,906,896,2,146
Kopavogur,68,42,1997,1994,1998,2003,607148040,508742150,949,2180,1325,1114,211,16000
Dalvik,14,14,1992,1992,2008,2005,52936425,32728413,842,2101,2266,1430,20,1537
Helguvik,38,20,2004,2008,2011,2011,1174986076,1934424038,1244,2217,2873,2986,170,13088
Faskrudsfjordur,47,35,1998,1997,2001,2001,136565553,120163064,862,1338,1511,1364,69,5218
Reydarfjordur,21,20,2000,1999,2002,2002,75095686,87069152,934,948,1026,1011,36,2727
Vopnafjordur,14,10,1992,1992,1993,1994,33050537,37350620,953,1008,1034,997,20,1486
Eskifjordhur,124,65,2004,2001,2012,2013,2312241823,3696887568,973,1535,2237,2603,358,27296
Seydisfjordur,86,29,2000,1994,2000,2001,1103248589,206671575,297,705,444,473,249,19057
Talknafjordur,1,1,1991,1991,1991,1991,6304027,6166643,1739,1739,1739,1739,4,278
Patreksfjordur,9,6,1985,1984,1988,1989,13394922,13379551,1039,1436,936,965,9,684
Bildudalur,9,5,1994,2000,1995,1995,12433767,17092666,962,668,861,866,4,335
Bolungarvik,3,3,1999,1999,1999,1999,662929,370596,377,674,598,513,3,245
Sandgerdi,6,6,1991,1991,1989,1988,1806386,1465184,496,537,430,412,7,500
Kopasker,1,1,2005,2005,2005,2005,4399593,3729658,1526,1526,1526,1526,2,158
Skerjafjordur,9,7,1994,1991,1999,2001,53160459,60498632,914,1306,1005,936,20,1496
Stykkisholmur,2,2,2008,2008,2015,2014,14221154,1444658,1288,1288,1837,1618,10,745
Keflavik,1,1,2006,2006,2006,2006,442993,99110,501,501,501,501,1,49
Landeyjahofn,1,1,2015,2015,2015,2015,553054074,951817180,8653,8653,8653,8653,43,3315
Njardvik,4,4,1997,1997,1993,1993,6022129,8534488,617,616,1058,1155,2,154
Budardalur,2,2,1980,1980,1981,1981,1545787,2055238,633,633,630,631,1,63
Skagastrond,1,1,1986,1986,1986,1986,12,6,0,0,0,0,0,4
Drangsnes,2,2,1976,1976,1991,1991,1064748,1615717,270,270,481,508,4,337
Raufarhofn,4,4,2002,2002,2005,2007,6755900,6030958,801,828,866,875,2,156
Olafsvik,8,8,1984,1984,2001,2005,19484192,20870252,977,1829,2429,2685,13,974
Sudavik,1,1,2010,2010,2010,2010,25233208,3322465,2306,2306,2306,2306,13,965
Bakkafjorddur,1,1,2011,2011,2011,2011,39011499,4403613,1201,1201,1201,1201,6,483
Grundarfjordur,3,3,1991,1991,2008,1997,31363396,8493835,852,1080,902,1238,7,522
Vogar,1,1,1996,1996,1996,1996,299719,124312,312,312,312,312,0,25
