port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Akureyri - Saudarkrokur,38,11,1996,1992,1991,1994,34783621,25539756,87,862,244,149,25,1895
Hornafjordur - Hafnarfjordur,19,9,1989,1991,1998,1999,21309974,23512505,357,987,976,918,30,2280
Hafnarfjordur - Djupivogur,5,4,1977,1977,1977,1977,928412,493479,449,641,545,536,5,348
Djupivogur - Hornafjordur,27,11,1995,1991,1998,1998,7267868,6482778,240,345,337,282,17,1303
Saudarkrokur - Reykjavik,35,6,2001,1999,2001,2001,47248179,58455440,295,300,304,304,19,1450
Reykjavik - Vestmannaeyjar,23,18,1995,1996,2000,2001,62577107,25094838,153,762,339,394,40,3020
Vestmannaeyjar - Faskrudsfjordur,19,12,1998,1994,2006,2008,33210305,29379850,366,667,686,706,16,1171
Faskrudsfjordur - Thorshofn,6,6,1992,1992,1989,1989,9293182,8894417,142,574,505,521,6,426
Siglufjordur - Isafjordur,51,19,1988,1989,1996,1997,52796347,20543832,172,428,262,318,25,1858
Vestmannaeyjar - Gardabaer,8,4,2004,2004,2015,2014,23033175,9791083,917,2665,3276,2891,15,1125
Vestmannaeyjar - Vopnafjordur,3,3,1997,1997,1996,1996,2478392,3148150,298,297,299,299,2,124
Vopnafjordur - Thorshofn,4,3,1991,1989,1992,1993,1079017,1233363,77,92,85,88,1,71
Grindavik - Vopnafjordur,1,1,1992,1992,1992,1992,1063976,1511137,404,404,404,404,1,53
Vopnafjordur - Neskaupstadur,16,6,1984,1994,1998,1999,2088040,2301944,65,104,97,94,3,223
Neskaupstadur - Akureyri,33,19,1998,1998,1999,2000,117891119,92784398,575,855,831,1266,51,3851
Thorlakshofn - Eskifjordhur,23,7,2010,2000,2008,2006,12853512,14759766,261,318,279,282,6,481
Akranes - Akureyri,6,1,2009,2009,2009,2009,11450493,16576930,326,326,329,329,4,328
Vestmannaeyjar - Grindavik,33,12,1977,1984,1974,1977,21387511,12201847,917,951,852,531,37,2767
Isafjordur - Reykjavik,95,35,1997,1996,2002,1997,553622305,130982509,198,336,222,244,170,13106
Grindavik - Olafsvik,17,10,1989,1994,1996,1999,10402150,7584650,531,1092,439,249,14,1020
Olafsvik - Hafnarfjordur,3,3,1984,1984,2003,2006,737887,1119399,174,155,171,176,3,188
Husavik - Raufarhofn,8,2,1966,1973,1967,1965,3983362,1946634,776,480,408,621,8,582
Vestmannaeyjar - Kopavogur,64,25,1989,1991,1991,1996,112355127,64564609,148,1125,258,260,72,5430
Kopavogur - Grundarfjordur,36,13,1982,1982,1982,1985,21643723,6643401,112,375,164,263,21,1595
Grundarfjordur - Akureyri,6,5,1990,1999,1989,1993,27914391,4106141,310,388,320,354,11,866
Akureyri - Isafjordur,112,47,1998,1995,2003,2002,582035290,130679785,179,331,196,201,158,12214
Isafjordur - Kopavogur,38,16,1991,1992,1994,1995,98544918,57258160,422,1169,447,357,56,4213
Siglufjordur - Husavik,42,13,1981,1982,1979,1976,22266450,7709784,149,312,180,207,31,2322
Husavik - Seydisfjordur,10,6,1982,1988,1980,1976,19705518,6394460,223,229,247,254,8,567
Seydisfjordur - Djupivogur,11,6,1987,1992,1988,1983,9782320,9090786,188,600,199,418,7,528
Djupivogur - Vestmannaeyjar,26,13,1989,1994,1991,1987,45312183,11043107,221,349,233,237,18,1401
Akureyri - Seydisfjordur,29,19,1998,1996,1997,1999,194313493,34156256,231,422,256,333,61,4704
Saudarkrokur - Husavik,31,7,2001,1998,2002,2003,13341076,15987256,97,164,111,108,7,526
Reykjavik - Husavik,11,6,1999,1995,1989,2001,24142832,20031282,336,349,348,355,9,723
Husavik - Akureyri,6,5,1999,1999,2006,2007,4247848,4157323,272,416,302,264,2,150
Husavik - Eskifjordhur,15,12,1996,1997,2000,2001,8374338,8220483,213,254,252,255,5,345
Raufarhofn - Bakkafjorddur,2,1,1964,1964,1964,1964,1372601,764123,1457,1457,1457,1457,2,136
Bakkafjorddur - Husavik,4,3,1976,1979,1979,1977,666286,310646,238,204,196,205,1,51
Raufarhofn - Skagastrond,1,1,1964,1964,1964,1964,151768,84489,322,322,322,322,0,24
Skagastrond - Husavik,3,3,1979,1979,1985,1984,2430935,1220951,815,912,691,751,3,201
Husavik - Hafnir,1,1,1964,1964,1964,1964,237234,132068,504,504,504,504,0,31
Hafnir - Thorlakshofn,10,4,1982,1975,1974,1975,3295494,1792755,547,699,754,761,6,459
Thorlakshofn - Raufarhofn,1,1,1964,1964,1964,1964,1100840,612835,2337,2337,2337,2337,3,221
Raufarhofn - Grimsey,2,1,1964,1964,1964,1964,628771,350035,667,667,667,667,1,62
Raufarhofn - Borgarfjordur Eystri,2,1,1964,1964,1964,1964,411208,228919,437,437,437,437,0,35
Grimsey - Akureyri,22,11,1994,1985,1996,1990,13305774,2681210,83,255,100,141,18,1345
Hafnarfjordur - Bolungarvik,7,4,1993,1992,1991,1993,17954675,10677819,1219,1335,1677,1097,8,629
Saudarkrokur - Thingeyri,1,1,2006,2006,2006,2006,600478,902975,150,150,150,150,0,13
Kopavogur - Skerjafjordur,2,2,1988,1988,1988,1988,24507029,11943903,7294,7294,7395,7234,8,611
Skerjafjordur - Patreksfjordur,1,1,1988,1988,1988,1988,26395773,15826529,17969,17969,17969,17969,15,1140
Patreksfjordur - Kopavogur,21,11,1990,1993,2003,2004,43203885,21748453,141,894,1330,1584,21,1564
Siglufjordur - Akureyri,30,14,1993,1988,2011,2012,79563857,30860152,106,909,519,985,42,3189
Akureyri - Reydarfjordur,6,4,1996,1994,1997,1999,8299568,5465173,301,504,457,302,8,630
Reykjavik - Hafnarfjordur,29,11,1982,1987,1997,1998,100022236,37829805,314,2651,3266,2835,36,2684
Talknafjordur - Hafnarfjordur,1,1,1991,1991,1991,1991,574262,561747,158,158,158,158,0,22
Helguvik - Hornafjordur,1,1,2000,2000,2000,2000,530178,805181,287,287,287,287,0,27
Hornafjordur - Neskaupstadur,29,13,1985,1989,1994,1995,8831454,8037652,91,276,210,231,7,509
Dalvik - Reydarfjordur,1,1,1979,1979,1979,1979,1249405,2024117,580,580,580,580,2,142
Reydarfjordur - Vestmannaeyjar,11,5,1994,1993,1999,1999,27298644,38552403,312,339,336,339,16,1209
Vestmannaeyjar - Helguvik,10,8,2004,2003,1997,1993,12471177,14392689,176,442,313,379,11,833
Helguvik - Skagastrond,1,1,1979,1979,1979,1979,598813,970117,278,278,278,278,0,20
Skagastrond - Reydarfjordur,1,1,1979,1979,1979,1979,1958770,3173335,910,910,910,910,2,117
Reydarfjordur - Vopnafjordur,1,1,1997,1997,1997,1997,654546,727083,171,171,171,171,1,79
Hornafjordur - Eskifjordhur,8,6,1997,1997,2001,2001,18472536,22760779,113,929,846,1034,19,1431
Eskifjordhur - Vopnafjordur,5,5,1999,1999,2013,2013,11796470,10232591,117,653,710,606,4,339
Vestmannaeyjar - Hafnarfjordur,28,16,2000,1993,1997,1996,43020765,21251944,135,389,188,216,21,1608
Hafnarfjordur - Isafjordur,9,7,2002,1997,1996,1995,25353577,4952574,208,356,220,250,11,824
Patreksfjordur - Dalvik,1,1,1987,1987,1987,1987,323132,423878,232,232,232,232,0,11
Dalvik - Bildudalur,1,1,1987,1987,1987,1987,268525,352246,193,193,193,193,0,9
Patreksfjordur - Thorshofn,1,1,1987,1987,1987,1987,432927,567906,311,311,311,311,0,17
