int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Grundartangi,115,70,2002,2005,2005,2006,1298422607,1888048022,1210,1269,1270,1273,255,19469
Reykjavik,219,90,2004,2002,2004,2005,4586530316,2092387505,1132,1407,1087,1157,1122,86067
Thorshofn,28,25,1996,1997,1998,1999,79550118,82288462,814,1160,1129,1061,30,2245
Rif,6,6,1981,1981,1987,1987,2817972,1200102,568,781,855,886,7,497
Hornafjordur,46,38,1989,1990,1991,1994,90739552,94597463,947,1082,873,861,68,5120
Isafjordur,21,21,1992,1992,1992,1996,233821412,69303557,840,1977,1198,1440,92,7037
Vestmannaeyjar,153,61,2002,1994,2004,2006,934086405,973039271,917,1640,820,790,333,25266
Hafnarfjordur,112,81,1996,1995,1999,2001,917823666,664911007,1352,2991,2120,1721,316,23845
Akranes,16,8,2004,1999,2007,2007,79886449,108791263,1140,978,1156,1167,26,1961
Faskrudsfjordur,54,40,1998,1997,2000,2000,144845220,128758992,948,1099,1156,1045,88,6650
Neskaupstadur,76,43,1997,1996,1998,1999,274857026,316089085,688,1007,1092,1077,106,8024
Eskifjordhur,218,84,2002,2001,2008,2010,1783895190,2474880218,817,1151,931,1010,450,34155
Akureyri,115,64,1999,1996,2004,2002,2349895323,609218790,805,1727,931,896,585,44953
Straumsvik,71,19,2001,2009,2008,2009,1004091780,1599898149,1200,2000,1878,1938,189,14421
Raufarhofn,3,3,1986,1986,1994,1996,3484126,2221972,681,886,1016,817,3,234
Kopavogur,47,38,1996,1995,1996,2003,443249490,215230899,1121,2213,1593,1388,173,13082
Seydisfjordur,85,29,2001,1997,1999,2000,765350222,173641917,289,1053,366,422,154,11750
Husavik,50,34,2004,2004,2006,2007,231272332,299413920,831,958,974,1030,66,5079
Saudarkrokur,15,10,1998,1994,2001,2003,60141838,58357705,808,1768,1162,996,22,1689
Gardabaer,6,6,1992,1992,1997,1995,14840411,5202946,1536,2103,1165,1262,13,956
Borgarfjordur Eystri,2,2,1983,1983,1980,1979,2394144,1364192,3801,3801,2471,2762,9,639
Djupivogur,10,10,1995,1995,2006,2006,12560286,8961043,660,933,1054,842,13,944
Reydarfjordur,35,25,1998,1997,2004,2004,194484757,221273384,604,879,773,711,70,5313
Thorlakshofn,83,30,1997,1998,1997,1998,1074343832,552074806,1057,1303,1079,1110,256,19489
Bolungarvik,7,7,1999,1999,2001,2005,24516693,23015108,1695,4563,1719,1397,33,2488
Thingeyri,8,3,1992,1998,1998,2000,18224367,24224593,958,960,912,924,6,418
Dalvik,11,9,1999,1995,2006,2000,24929969,17723826,1349,1223,1314,1219,24,1788
Vopnafjordur,28,20,1992,1995,1994,1995,65936812,77941664,802,1095,1120,1083,31,2333
Bildudalur,23,19,2001,2001,2004,2004,61620156,87813944,1037,1017,1083,1085,19,1411
Patreksfjordur,9,5,1986,1985,1990,1992,13615377,18253172,986,1448,1077,1054,8,632
Sandgerdi,5,5,1989,1989,1992,1990,2817696,2057685,690,1710,887,789,13,976
Grimsey,11,11,1996,1996,1996,2000,14381535,8734975,764,812,825,789,9,649
Hrisey,3,3,1989,1989,1990,1989,15252916,3898208,946,934,915,937,6,423
Helguvik,32,15,2004,2007,2009,2009,471526828,761888331,1224,1152,1232,1236,80,6085
Flateyri,1,1,1969,1969,1969,1969,79124,41460,292,292,292,292,1,59
Skerjafjordur,5,5,1992,1992,1999,2002,40046317,44861823,1279,1330,1486,1473,25,1889
Keflavik,1,1,2006,2006,2006,2006,2022093,452400,2285,2285,2285,2285,2,129
Budardalur,4,4,1988,1988,1985,1985,4092376,5642097,875,756,839,862,4,306
Landeyjahofn,1,1,2015,2015,2015,2015,293743753,505538904,4596,4596,4596,4596,20,1549
Sudureyri,1,1,2014,2014,2014,2014,44703857,71885100,1804,1804,1804,1804,3,258
Hvammstangi,2,2,2003,2003,2003,2003,7905398,11278559,1123,1123,1091,1088,2,136
Grindavik,6,6,1992,1992,1995,2005,23113820,13600923,1076,2234,2412,1268,12,925
Sudavik,1,1,1976,1976,1976,1976,2061920,2746336,667,667,667,667,1,59
Njardvik,5,5,1987,1987,1988,1991,3086518,4053626,121,486,748,815,2,173
Drangsnes,3,3,1985,1985,1999,1999,5146244,7687931,797,691,846,858,3,227
Kopasker,3,3,2008,2008,2010,2010,3931477,3068434,683,751,759,709,2,158
Siglufjordur,7,6,1988,1984,2009,2003,63112813,13914900,880,2274,891,1339,20,1535
Stykkisholmur,2,2,2002,2002,2007,2006,8045021,719892,400,400,642,514,3,203
Talknafjordur,1,1,1984,1984,1984,1984,936809,974617,600,600,600,600,0,26
Olafsvik,5,5,1978,1978,1988,1997,9490220,10155357,901,2605,1672,1491,13,1008
Bakkafjorddur,2,2,1988,1988,1992,1992,1383698,589673,506,506,513,518,2,122
Grundarfjordur,4,4,1971,1971,1971,1967,36427733,4483280,1142,1191,1146,1153,25,1906
Vogar,1,1,1996,1996,1996,1996,3205458,1329499,3332,3332,3332,3332,1,109
