Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Yokohama,3644,1109,386253,403049,2006,2006,2007,2008,1325,3236,3256,3227,107,250,325,341,9,27,19,22,43384.4,3296197,3359484,243627512,749755183,850864065,66857,234825,281011
Kobe,2325,671,84128,90313,2006,2007,2007,2008,841,2052,1783,1809,74,177,286,310,8,29,29,37,10626.1,820227,835975,62083691,201835103,235564534,26703,96474,113605
Hakata,1863,308,35667,21856,2004,2006,2008,2008,501,1406,826,1033,38,125,164,267,8,34,26,52,5606.2,432699,441007,19947774,75719638,91389722,10707,42054,49847
Nagoya,1844,839,152261,125226,2007,2007,2007,2007,1042,2504,3090,2751,89,225,388,405,17,46,43,59,15502.5,1108412,1129694,63810759,253579182,275482897,34605,154695,198422
Osaka,1555,375,20564,23505,2005,2005,2006,2008,776,1144,978,1110,55,113,140,161,9,36,23,28,4067.7,313371,319387,25130483,73801728,86299043,16161,51754,61232
Tokyo,1337,330,194850,208323,2006,2006,2009,2009,1953,2881,3659,3649,120,195,266,266,10,34,14,14,23076.3,1782982,1817215,144919425,387279849,437997787,108391,330641,384399
Shimonoseki,1273,372,6574,5624,1998,2002,2006,2007,139,801,595,887,15,96,224,337,7,19,30,47,1323.7,101514,103463,6420659,22827362,25323827,5044,17114,21623
Kawasaki,1145,618,201633,254781,2007,2007,2008,2009,1360,3145,4677,4726,141,274,476,507,28,50,40,49,20058.8,1372710,1399066,74659799,265394807,264445975,65205,290602,398507
Mizushima,1113,594,69614,106773,2007,2007,2009,2010,840,2110,3485,3467,78,217,498,508,30,59,70,82,6104.9,462032,470903,34776561,101940506,115953603,31246,115643,144345
Moji,978,191,6631,4622,2000,2003,2004,2004,198,970,803,597,24,104,264,201,4,27,24,26,1196.3,91741,93502,7480597,22588869,26545746,7649,23450,27355
Oita,892,568,143458,259825,2006,2007,2010,2011,864,2215,4895,5093,91,221,643,665,33,52,59,61,9455.5,710848,724497,56995016,148007704,158551733,63896,215262,278525
Kashima Ko,815,567,122046,225162,2009,2009,2011,2011,1862,3261,4429,4497,199,314,566,570,42,73,79,80,8719.2,674314,687261,57663391,141843562,164922276,70753,242665,303480
Sakaisenboku,763,431,99523,81981,2007,2007,2009,2010,1037,2314,3834,3765,110,188,397,431,24,39,26,30,10246.1,680061,693118,31252862,147629057,141786880,40961,225381,322054
Fukuyama,740,386,42539,80303,2005,2005,2009,2009,827,1471,2873,3013,90,176,424,429,71,100,165,167,3013.7,232672,237139,18964879,48959463,58651011,25628,86983,107415
Yokkaichi,676,395,160481,236776,2007,2008,2007,2008,1390,3347,5276,5431,139,296,513,529,26,69,62,73,14117.1,1003830,1023104,64184033,181590463,181197989,94947,368437,495630
