Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Nagoya,11544,1978,48454,44561,2007,2008,2007,2008,246,347,322,324,23,35,82,100,9,27,29,37,9953.8,761954,776584,48420328,139015641,164779048,4194,13850,16740
Mizushima,8642,1234,12752,17324,2008,2007,2008,2009,180,337,417,432,21,39,170,179,12,30,44,51,4343.0,327745,334038,20100827,36846508,45382966,2326,7339,9387
Osaka,7722,1072,15464,13362,2007,2007,2007,2007,245,312,347,332,21,33,37,43,10,32,24,26,6365.1,487381,496739,30970023,82570108,93341006,4011,10905,12769
Tomakomai Ko,7529,699,26002,19090,2008,2007,2009,2009,330,424,458,459,22,46,49,65,7,34,24,27,10068.5,775042,789923,50295543,108869100,133713994,6680,16528,17772
Yokohama,7158,1690,38988,36035,2006,2007,2006,2007,231,415,362,357,27,49,71,67,9,28,27,27,6803.5,521028,531032,38160962,106204872,124823011,5331,17261,20767
Kobe,6721,1224,24664,21482,2007,2007,2006,2007,244,314,310,299,21,34,38,40,9,29,20,24,5232.2,401927,409644,26378463,82312252,97476698,3925,12593,14613
Yokkaichi,6653,797,9331,13906,2007,2007,2007,2008,236,367,361,352,24,44,108,109,8,27,33,37,4304.2,326336,332602,17594782,26670893,32046854,2645,8077,10231
Kawasaki,6526,1153,21728,33489,2006,2007,2008,2008,282,502,521,576,31,61,266,298,10,30,41,46,5218.9,396565,404179,25392698,48087685,58170994,3891,12013,15226
Oita,6424,1057,18735,31157,2007,2007,2010,2010,208,386,458,465,20,44,124,135,13,42,78,87,4235.2,323001,329202,19369555,38401304,46797080,3015,9008,11312
Sakaisenboku,6121,999,14889,16364,2008,2007,2010,2011,238,328,431,490,21,37,87,98,11,25,36,38,4239.9,320716,326874,20507690,56864269,54760510,3350,9877,12419
Kashima Ko,5819,1228,17764,32083,2008,2008,2011,2011,272,395,448,452,28,57,123,126,15,45,73,75,3821.0,291223,296814,20076010,39256958,49760587,3450,11013,14167
Tonda,5310,622,3535,5692,2007,2007,2007,2007,186,314,372,366,19,40,110,118,11,28,46,46,2370.0,179885,183339,8185072,17925405,22461862,1541,4936,6314
Hakata,4992,784,9967,8779,2006,2007,2007,2007,216,404,325,306,17,42,61,68,9,31,29,35,3762.3,287294,292810,16482339,39506312,45804489,3302,9763,12176
Tokyo,4768,642,26151,22773,2006,2006,2006,2006,360,387,382,349,27,48,47,46,8,29,22,19,6462.4,498310,507878,25721214,65292743,75735345,5395,15295,17730
Kanda,4745,498,12716,9935,2006,2006,2006,2005,247,423,420,426,22,39,71,108,10,26,26,43,2959.9,227571,231940,15750654,42533547,52492384,3319,9893,11565
Anegasaki,4538,680,5279,8003,2006,2006,2005,2005,306,372,418,412,34,52,79,81,11,29,34,35,3137.4,237782,242347,14815377,18692981,23418250,3265,9842,12510
Sendai,4289,565,11749,10556,2007,2007,2008,2008,301,397,380,401,23,36,36,49,9,33,21,28,4049.3,310893,316862,17386673,40015322,48438979,4054,11730,13821
Ube,4243,571,3998,6258,2007,2007,2004,2005,212,332,376,362,21,34,54,53,11,24,31,30,1890.0,143638,146396,10226490,15902239,20788176,2410,7477,9618
Chiba,3808,937,9326,10800,2007,2007,2009,2009,253,352,370,374,29,51,80,89,11,35,49,63,2798.8,213659,217761,11575853,39604883,36513174,3040,9772,12451
Hachinohe Ko,3683,523,6553,7066,2008,2007,2009,2009,231,402,352,396,18,47,221,319,10,37,28,32,2626.3,200908,204765,15137365,34635539,41999702,4110,11391,13482
Hiroshima,3604,670,6377,3989,2005,2006,2007,2008,163,288,247,242,15,33,63,96,8,34,19,25,1525.5,116488,118725,5953367,18875526,22900448,1652,5484,6571
Shimizu,3450,766,8086,8722,2007,2007,2008,2008,146,339,218,206,17,44,63,53,10,42,39,42,2600.3,198672,202486,10628996,27402122,32342682,3081,9770,11906
Ichihara,3402,657,14325,21856,2007,2007,2009,2009,270,531,721,659,32,61,270,270,11,28,39,41,3068.4,228747,233139,16563183,29887386,34483054,4869,15746,20527
Moji,3281,679,6888,5045,2006,2006,2006,2005,238,376,264,239,14,35,56,67,10,29,36,43,2199.7,168400,171633,14395447,36959781,44477017,4388,11514,12796
Fukuyama,2910,575,4132,6286,2006,2006,2005,2007,180,333,352,375,21,47,134,146,14,35,58,62,1152.5,87871,89558,6813865,19478660,24695994,2342,7874,10417
Muroran,2795,498,6556,10275,2005,2007,2007,2008,311,567,516,531,27,64,176,132,14,38,45,49,2160.3,164649,167811,13988147,20817394,26004560,5005,14677,18680
Funabashi,2738,589,2175,3189,2007,2006,2004,2006,362,406,439,436,40,56,84,87,18,30,45,44,1279.7,96985,98847,7404359,19938083,27235066,2704,8782,12057
Otake,2655,420,3652,6433,2006,2007,2011,2011,172,265,502,509,18,28,57,57,12,19,49,50,1469.5,111642,113786,6807754,9871843,11658221,2564,7100,8989
Sakaide,2646,570,2577,3515,2008,2007,2011,2010,168,285,366,391,21,32,59,69,12,25,44,42,1239.0,93202,94992,4944518,9288260,11655239,1869,5879,7664
Matsuyama,2630,437,3312,3105,2002,2006,2008,2009,148,437,364,348,15,53,168,123,13,41,81,76,1387.7,104880,106894,5745693,12136951,14439162,2185,6356,7955
Niigata Ko,2361,451,7970,7142,2008,2006,2007,2007,364,762,445,464,22,72,248,275,12,60,70,83,2962.0,224053,228354,20150432,42000137,50082049,8535,22348,25452
Kochi Ko,2132,315,4430,5276,2006,2006,2008,2006,274,373,467,431,26,42,95,77,13,34,60,57,1084.7,82090,83666,6412685,16489948,20916165,3008,10473,13550
Hakodate,2083,302,5280,4334,2004,2006,2008,2005,245,393,567,417,22,46,448,237,12,23,22,25,1949.9,148885,151743,13291478,28177038,35252339,6381,16410,18744
Shimonoseki,2052,738,2169,2685,2004,2005,2005,2006,230,461,377,353,21,54,166,154,17,47,73,78,1126.5,85409,87049,6076551,13316486,16950187,2961,8789,11231
Tobata,2034,563,3095,5485,2008,2007,2010,2011,213,400,429,422,21,50,113,109,18,45,68,66,798.7,60773,61940,4410655,11659320,15697764,2168,7449,9837
