Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,63531,1456,46750,75489,2008,2006,2006,2007,236,369,393,369,25,45,157,138,17,44,69,58,21282.3,1610898,1641827,136356586,401438700,575227733,2146,7718,10804
Oil tanker,48591,655,96969,172187,2007,2008,2009,2009,232,431,458,459,24,48,115,118,12,32,44,44,35324.8,2683816,2735345,228569604,153417644,176430811,4704,12755,16223
Bulk carrier,31848,1921,143396,246196,2005,2010,2009,2009,235,442,470,464,24,68,174,172,16,81,94,94,19122.6,1472048,1500311,122847560,288990073,359460581,3857,12992,16060
Chemical tanker,31665,693,23707,39192,2008,2009,2010,2010,225,442,448,433,24,44,108,108,12,31,95,96,18211.9,1386287,1412903,69789509,195832579,240190890,2204,7169,8826
Container,21108,773,78894,94866,2006,2007,2008,2007,209,258,251,249,18,23,49,49,7,13,23,21,16369.7,1259190,1283367,96824184,287341265,323265869,4587,14495,16914
Liquefied gas tanker,20072,376,41118,35138,2004,2008,2008,2008,224,672,808,688,23,75,246,223,12,31,94,88,16986.6,1245586,1269501,12239430,64624175,58312534,610,4471,6565
Ferry-RoPax,14966,96,62988,27033,2005,2005,2007,2007,252,1075,425,427,14,76,105,89,9,29,29,27,28082.8,2156024,2197419,184335535,449658514,556170402,12317,26423,25600
Vehicle,12481,539,110372,41156,2007,2007,2007,2007,256,297,344,346,19,27,56,55,6,12,26,27,14996.4,1157935,1180167,41675906,183746060,212796665,3339,12692,13659
Ro-Ro,11183,72,52558,31171,2008,2006,2009,2009,391,465,488,498,22,30,44,47,6,12,24,25,20214.7,1562180,1592174,43606617,164876949,115147772,3899,9281,10996
Service - tug,5015,94,786,769,2003,2003,2004,2003,168,671,524,484,22,156,392,372,13,47,189,182,2225.1,167241,170452,19663013,46497107,62257113,3921,10124,13670
Service - other,2560,134,8926,5927,2000,2001,2000,1999,361,2287,1579,1381,36,294,777,889,29,122,400,411,5132.9,386111,393525,41359965,84861569,91443479,16156,35950,40593
Miscellaneous - fishing,1698,125,2024,1686,1995,2000,2000,2001,451,1966,1627,1727,39,199,736,809,24,260,395,401,2449.5,183992,187524,11853780,26293969,29893580,6981,16430,19476
Cruise,1014,38,20636,2574,1998,2000,2001,1999,249,273,344,363,18,21,36,39,8,11,15,16,4339.6,335892,342341,5159934,45836349,59870028,5089,38700,46495
Ferry-pax only,831,15,288,51,1996,2000,2000,1998,361,4466,813,1069,23,370,1091,1298,9,59,46,39,553.4,41549,42347,4179466,8511874,10722331,5029,11696,15419
Refrigerated bulk,574,84,1559,1640,1996,1997,1997,1997,314,425,361,362,23,70,52,53,12,57,40,42,965.6,73329,74737,4866262,10633019,11977096,8478,18066,19506
Other liquids tankers,1,1,11,16,2014,2014,2014,2014,400,400,400,400,53,53,53,53,421,421,421,421,8.2,633,645,8046,22973,49530,8046,27873,45040
