Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,12203,1108,392576,448615,2006,2008,2008,2008,805,1193,1524,1485,60,83,227,222,13,23,34,34,56253.7,4343536,4426932,353742962,1019367147,1152329822,28988,92669,108245
General cargo,8750,1371,89509,128161,2003,2004,2008,2008,955,1682,1841,1857,104,170,301,306,28,56,62,62,15824.6,1211580,1234842,106355997,335971161,482355639,12155,53905,72971
Bulk carrier,7364,2674,953438,1705351,2009,2010,2010,2010,2833,3202,3433,3434,263,317,423,419,51,90,104,104,61521.6,4759147,4850522,433293384,1057782005,1277760408,58839,215799,261216
Chemical tanker,4870,814,76637,123622,2007,2009,2010,2010,960,2092,2200,2255,81,196,377,382,22,56,74,74,16169.3,1242945,1266810,75701067,289870142,346326934,15544,68389,83902
Liquefied gas tanker,2709,547,646521,501966,2006,2009,2006,2007,2510,3904,4091,4125,172,300,426,442,25,51,103,102,68182.9,4356578,4440224,123565663,879517498,736866303,45613,396184,610537
Vehicle,2562,548,448152,150486,2005,2007,2007,2007,2624,3685,3571,3568,170,243,371,371,12,16,22,22,27928.6,2161229,2202724,152387000,671863279,778086152,59480,226082,243314
Oil tanker,1762,660,486207,916052,2009,2009,2009,2009,1766,2766,3958,4013,180,257,407,408,26,79,48,47,30288.6,2344890,2389912,281568182,507628858,549451289,159800,426244,530474
Ferry-RoPax,911,17,3755,897,2000,1999,1997,1998,130,1248,317,261,12,143,46,52,13,486,43,42,1309.0,99960,101880,5633717,13907660,17082049,6184,13209,12129
Miscellaneous - fishing,879,187,1173,818,1988,1995,1997,1999,266,4677,1929,2004,27,656,1558,1501,18,143,171,178,1044.3,78466,79973,5750209,12755072,14501225,6542,15396,18251
Cruise,789,46,55679,4980,2004,2000,2008,2006,533,765,725,717,37,51,46,48,9,14,50,52,9153.4,708833,722443,5568295,72437459,95288727,7057,80111,99993
Refrigerated bulk,657,143,8414,9191,1996,1995,1997,1997,1868,1835,1865,1890,112,190,206,207,48,96,91,94,4302.8,327931,334227,27267090,59579915,67111171,41502,88441,95490
Ro-Ro,524,18,4311,1857,1998,1997,2001,2001,560,1858,673,723,38,120,88,121,11,34,24,31,1118.5,86160,87814,3813681,22196173,12044939,7278,17550,23013
Ferry-pax only,325,12,94,43,1995,1999,2000,2000,473,512,894,1571,18,36,217,419,7,12,27,21,243.2,18263,18613,3552170,7239639,9120392,10930,25426,33521
Service - tug,245,47,150,125,2002,2002,2003,2003,779,2109,1035,1032,98,218,398,362,23,168,281,222,247.8,18653,19011,3195534,7556476,10117713,13043,33679,45473
Service - other,140,71,1062,741,1997,1998,1995,1993,830,2867,1964,1851,98,399,646,574,92,341,310,340,468.1,35361,36040,5167996,10603592,11426013,36914,82140,92748
Other liquids tankers,24,3,298,365,2003,2003,2000,2001,1323,5244,3607,3780,114,407,573,579,16,36,54,54,92.5,7166,7304,187301,534800,1153030,7804,27037,43688
