Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Nagoya,12540,2118,57190,56130,2007,2008,2007,2008,240,333,317,312,23,46,104,108,9,29,35,43,10718.1,813185,828798,52044723,152734598,177507665,4150,13775,16695
Mizushima,8844,1347,17247,27567,2008,2008,2009,2009,169,325,386,404,18,42,94,97,12,41,55,58,4671.6,355897,362730,22661178,39808836,48761269,2562,7815,9897
Tomakomai Ko,7550,662,28569,22710,2008,2007,2009,2009,381,483,495,518,22,47,77,115,10,33,28,39,10755.6,828279,844182,51428511,110308782,135058749,6812,17059,18559
Osaka,7299,1008,12736,10988,2007,2007,2007,2008,244,344,328,323,22,42,56,60,10,37,29,31,5658.8,433040,441355,26999174,70613931,78790526,3699,9883,11643
Kobe,7226,1347,29975,28584,2007,2007,2007,2008,243,318,326,319,21,38,49,56,10,27,21,23,6060.3,465476,474413,30468243,92645308,108840737,4216,13404,15615
Kawasaki,6671,1227,12567,15803,2006,2006,2008,2008,284,365,358,380,32,49,88,105,12,35,40,49,4949.8,376857,384093,20947844,39344988,48128089,3140,9864,12493
Yokkaichi,6648,742,6749,10076,2007,2007,2008,2009,237,315,328,334,23,36,96,113,13,28,38,42,3953.4,300142,305905,15791682,23645523,28479104,2375,7058,8884
Yokohama,6600,1724,33445,28161,2007,2007,2007,2008,250,349,330,327,27,45,63,64,11,37,46,49,6312.6,482434,491696,29552830,84195676,100482386,4478,15027,18271
Oita,6461,1008,11617,16480,2007,2007,2008,2009,185,358,483,498,16,43,161,189,13,34,50,51,3495.8,265590,270689,16360489,32301447,39942275,2532,7617,9541
Sakaisenboku,6045,1018,16397,21519,2008,2007,2009,2010,232,328,419,449,22,39,164,170,8,27,87,75,4535.8,341495,348052,19647459,54952316,52128589,3250,9542,12068
Kashima Ko,5702,1122,11654,19914,2008,2008,2010,2010,256,412,442,439,23,51,96,98,14,40,53,55,3349.4,255029,259925,18469633,35016220,45158132,3239,10399,13423
Tonda,5496,608,3500,5452,2007,2007,2006,2006,193,300,330,327,18,45,94,92,13,23,37,38,2772.2,210267,214304,9094071,19938933,24768785,1655,5269,6731
Hakata,5073,776,10423,8946,2006,2007,2005,2006,207,372,333,308,17,36,49,52,10,32,60,67,3664.3,279989,285365,15685235,38317813,43231596,3092,9036,11181
Kanda,4892,614,11357,8723,2006,2006,2006,2005,234,336,366,354,20,43,62,69,11,27,19,24,2592.4,199219,203044,14398667,38581116,47642620,2943,8718,10155
Anegasaki,4657,719,5785,8844,2006,2006,2006,2006,277,372,396,389,36,52,85,87,8,19,23,23,3351.8,254056,258934,14643508,19432216,24341349,3144,9568,12174
Ube,4311,648,4550,7232,2007,2007,2006,2006,200,291,364,357,19,35,66,68,14,24,38,38,1945.2,147788,150626,10259549,16040101,20788781,2380,7382,9468
Sendai,4291,586,15813,17866,2007,2007,2008,2009,311,402,421,467,23,39,41,52,8,26,19,27,4491.0,345213,351841,19258408,43529080,52386841,4488,12951,15345
Tokyo,4203,544,18183,14281,2006,2006,2006,2007,374,421,364,313,28,47,43,44,11,39,26,26,5754.1,443672,452191,17965363,45358821,53824990,4274,12242,14326
Chiba,3763,888,6445,7573,2007,2008,2008,2009,232,309,262,262,28,54,59,73,11,42,44,58,2735.0,208576,212581,10003385,32381379,29533425,2658,8273,10606
Hachinohe Ko,3625,478,5199,5559,2008,2007,2008,2008,200,382,296,342,17,40,98,102,8,29,23,32,2202.8,168406,171639,14288306,31354312,37598144,3942,10521,12343
Moji,3597,844,7600,6551,2006,2005,2006,2006,234,319,259,247,15,34,32,35,9,30,35,37,2331.5,178430,181856,15104378,40084739,48613782,4199,11687,13153
Hiroshima,3547,612,7177,4022,2005,2006,2007,2008,132,299,294,249,15,31,70,56,10,34,24,25,1547.7,117731,119991,6037286,19375869,23338492,1702,5674,6858
Ichihara,3528,734,12015,18601,2007,2007,2008,2009,253,396,469,425,31,52,256,220,10,23,36,38,3125.1,235695,240221,14846309,25171002,29620155,4208,13693,17707
Shimizu,3299,730,8112,8607,2007,2007,2007,2008,144,347,224,209,17,44,80,69,8,34,21,19,2402.2,182366,185867,9873221,26009055,30354502,2993,9680,11836
