Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,2220,786,5920,8476,2003,2004,2006,2007,590,725,790,769,64,80,141,135,31,45,68,65,1613.0,122267,124615,15049315,44308563,63143990,6779,24831,34194
Ro-Ro,1441,26,8746,3439,2009,2007,2011,2010,123,443,303,328,10,29,33,35,4,9,15,15,1481.7,113604,115785,3691900,6803022,7931878,2562,6022,6392
Ferry-RoPax,1396,21,18491,4120,1997,1999,2000,2001,126,2180,565,444,10,235,1459,1430,3,23,72,52,4085.7,313012,319022,25677729,63468408,77898069,18394,39270,35848
Container,1197,92,6735,8077,2005,2006,2007,2007,615,624,598,597,44,48,55,56,20,20,26,27,2032.3,154454,157419,13184714,36495446,41181307,11015,31471,36147
Chemical tanker,610,216,3498,5446,2006,2007,2008,2008,241,666,573,588,46,82,141,144,23,44,51,51,1040.7,79001,80517,3311284,12706873,15185586,5428,23840,29238
Miscellaneous - fishing,504,176,867,723,1998,1998,1999,2000,1262,2299,2243,2396,242,454,771,722,42,247,796,896,858.9,64580,65820,5087406,11284847,12829728,10094,23756,28161
Bulk carrier,266,225,11489,20685,2008,2009,2011,2011,960,1386,1628,1683,92,158,358,365,52,75,87,87,920.4,70638,71995,5691541,14471587,17675109,21397,85611,104098
Cruise,204,72,3744,411,1995,1996,2002,1998,206,390,368,375,16,29,55,57,10,10,11,10,845.4,65013,66261,1262604,7853548,9703837,6189,33381,37997
Vehicle,145,35,3857,1244,2002,2005,2004,2004,623,779,744,759,49,58,64,66,18,26,22,23,334.3,25493,25982,1260001,5555253,6433549,8690,33029,35547
Oil tanker,133,65,4903,8590,2006,2008,2008,2008,624,1445,1462,1475,71,150,237,237,22,40,45,44,587.3,44927,45789,5524613,10429019,12062082,41538,106384,131804
Liquefied gas tanker,104,27,220,218,2010,2009,2010,2010,602,605,579,586,59,63,72,72,23,36,39,38,132.5,9930,10121,148626,463811,497333,1429,8074,10768
Service - other,56,27,102,78,2000,2000,2004,2004,357,1131,895,886,56,165,326,260,10,95,124,114,59.9,4500,4587,547426,1123199,1210315,9775,21752,24561
Service - tug,29,16,7,5,1986,1993,2000,2003,202,1137,905,804,36,191,886,833,10,210,1156,1340,28.5,2140,2181,138767,328142,439364,4785,12356,16683
Refrigerated bulk,5,4,36,39,1994,1993,1993,1993,1270,1368,1344,1355,114,105,109,110,53,60,54,52,19.8,1505,1534,116108,253701,285771,23222,49485,53429
Ferry-pax only,1,1,1,0,1992,1992,1992,1992,466,466,466,466,41,41,41,41,5,5,5,5,0.5,39,40,2095,5900,7642,2095,5844,7733
