Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Dublin,302,75,870,620,2005,2003,2004,2008,171,315,260,230,14,32,72,41,11,20,16,23,247.3,19001,19366,1428987,3849348,4534271,4732,13107,14675
Cork,187,42,230,297,2001,2004,2003,2002,274,326,324,275,28,51,96,51,15,30,91,44,110.5,8392,8553,967108,990796,1222202,5172,13863,17402
Cobh,152,43,710,95,2000,2000,2009,2005,207,319,221,282,38,63,57,163,13,44,21,46,222.3,17015,17342,388189,1530936,1927825,2554,9857,12256
Killybegs,138,54,127,58,1996,2000,1994,1998,348,806,387,373,43,376,257,463,14,135,186,244,134.5,10136,10331,373396,943129,1098869,2706,7000,8271
Galway,95,25,122,105,1999,2000,2000,1999,264,514,340,313,30,57,106,80,17,70,78,43,69.5,5268,5369,460292,466486,592463,4845,12965,16383
Castletown Bearhaven,93,46,33,26,1997,1997,1997,1998,488,1056,565,439,82,279,511,385,19,72,122,92,77.5,5818,5929,159825,372615,451723,1719,4322,5407
Ringaskiddy Deepwater Terminal,91,69,238,346,2005,2007,2009,2011,202,321,226,224,32,82,86,65,44,61,70,72,65.2,4992,5088,323784,848621,1137636,3558,12070,15540
Ford'S Wharf (Topaz Energy Terminal),69,38,76,100,2001,2003,2005,2005,183,338,299,314,20,43,69,73,16,41,32,29,31.2,2372,2418,163579,448122,578557,2371,7720,9848
Dunmore East,61,49,132,103,2005,2005,2009,2009,294,539,185,302,55,79,68,100,25,38,47,69,46.6,3560,3629,189793,596413,805113,3111,11839,15658
Foynes,56,47,101,157,2001,2002,2005,2006,249,299,310,312,23,58,58,51,28,45,60,59,27.6,2094,2134,192473,513559,724058,3437,11588,15690
Moneypoint,54,46,277,479,2004,2005,2008,2008,321,365,452,458,28,38,48,49,21,33,37,37,37.5,2874,2930,263627,709005,948474,4882,18075,23422
Waterford Great Island (Esb),53,31,61,79,2006,2006,2007,2008,121,332,208,221,13,30,32,33,19,42,34,37,20.1,1537,1567,165706,455140,599776,3127,10085,13076
Ballydavid,49,41,289,464,2003,2004,2009,2010,589,754,569,582,41,101,129,139,25,119,84,77,61.7,4697,4788,217645,573640,744665,4442,16140,20175
Inisheer,47,12,38,51,1995,2000,1997,1997,320,504,362,344,32,67,62,46,21,49,45,37,21.2,1612,1643,256591,189209,247742,5459,14114,18076
Rosslare,41,20,130,43,1996,1997,2004,2005,311,426,595,453,25,34,69,62,17,47,71,97,41.6,3171,3231,244657,587158,714933,5967,13248,13163
