Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Dublin,233,143,1050,541,2004,2005,2009,2008,175,226,228,218,20,32,34,46,19,49,32,58,275.9,21192,21599,911838,2841274,3616872,3913,13108,15568
Cork,180,39,231,281,2001,2003,2002,2002,227,410,312,252,27,104,193,83,20,46,60,46,153.2,11597,11819,874499,973564,1175308,4858,12948,16164
Ford'S Wharf (Topaz Energy Terminal),157,33,176,219,2005,2004,2006,2006,172,217,170,171,14,27,18,17,12,32,16,17,72.5,5546,5652,486914,1247546,1441441,3101,8227,9519
Cobh,140,39,328,66,1999,2000,2002,2001,276,527,263,367,38,70,79,130,28,132,215,567,155.8,11841,12068,532793,1496225,1859224,3806,10946,13550
Killybegs,134,50,121,48,1996,2000,1999,1998,285,629,358,329,36,97,51,63,40,293,192,376,106.0,7997,8151,306998,809409,953470,2291,6110,7225
Galway,124,49,190,164,2000,2001,1999,2001,335,425,388,363,27,84,100,73,23,37,52,39,84.6,6424,6548,685277,884870,1120159,5526,15058,19029
Castletown Bearhaven,90,39,33,20,1998,1998,2000,1999,533,903,730,529,89,152,185,169,58,188,879,749,93.6,7029,7164,146652,325539,372300,1629,3844,4578
Waterford Great Island (Esb),77,20,100,104,2007,2004,2008,2009,126,168,173,164,11,24,17,15,10,23,17,21,35.6,2736,2789,230399,601598,700562,2992,8071,9342
Inisheer,58,22,50,67,1997,2002,1999,1999,350,448,376,370,31,43,68,69,14,34,37,32,20.8,1584,1615,293008,274706,371628,5052,13634,17648
Ringaskiddy Deepwater Terminal,54,29,96,41,2000,2001,1996,2003,177,292,229,181,32,69,39,65,13,50,27,43,40.9,3126,3186,138717,417431,507035,2569,7884,9428
Aughinish,50,45,286,503,2007,2007,2010,2010,354,382,416,418,32,42,63,62,25,43,58,58,42.9,3294,3358,228627,660888,873969,4573,18799,24215
Rushbrooke,47,22,45,32,2001,1999,1999,2001,136,946,504,324,65,452,862,719,31,168,358,289,39.8,2993,3051,239454,517110,645092,5095,12790,16207
Donegal,46,19,18,19,2001,2001,2001,2002,217,308,224,193,31,64,135,79,14,76,34,37,25.1,1886,1923,110417,268474,343658,2400,6309,8168
Bangor,44,21,18,17,1991,1996,1997,1998,149,462,240,274,20,65,99,111,10,30,31,29,12.5,938,956,100727,232281,274306,2289,5651,6911
Ballydavid,44,37,67,81,1999,2000,2006,2007,682,843,439,471,134,167,119,105,12,24,30,27,34.6,2614,2664,123535,331725,440312,2808,9423,12322
Dunmore East,42,26,92,57,2004,2002,2008,2009,220,365,147,239,20,45,30,43,8,28,16,19,27.3,2095,2136,72792,263822,327152,1733,6710,8498
Foynes,42,36,121,198,2004,2006,2009,2009,275,325,397,405,30,37,41,40,43,74,73,72,29.2,2232,2275,193204,507878,687345,4600,15513,20296
Rosslare,41,24,45,16,1996,1999,1994,1999,117,237,223,154,14,128,40,85,10,12,13,11,19.3,1450,1478,74793,177010,211338,1824,4391,4833
Moneypoint,40,35,215,366,2007,2008,2011,2011,487,504,348,334,36,69,50,47,17,60,86,86,41.2,3150,3211,213557,597648,804819,5339,20675,26878
Dun Laoghaire,39,18,30,35,1995,1999,2003,2006,290,379,278,291,21,46,46,50,41,55,38,33,16.5,1246,1270,139151,284899,339331,3568,9093,11216
Inishmore,37,16,29,17,1986,1990,1998,2000,235,1763,348,182,35,175,399,156,14,78,398,82,21.3,1601,1631,184159,404941,517054,4977,12275,16225
Kilrush,32,27,77,114,2005,2004,2007,2008,320,383,287,272,29,33,37,40,22,37,39,42,15.6,1195,1218,118555,346920,467526,3705,13737,17637
Limerick,31,27,19,29,2002,2004,2004,2005,219,259,256,252,16,31,41,40,46,48,47,46,7.4,558,569,87395,247586,351311,2819,9202,12981
Greencastle,30,8,15,5,2000,1994,2000,2001,662,943,411,671,144,165,88,150,43,117,127,249,22.6,1706,1739,27864,75502,89518,929,2529,3000
Rossaveel,27,12,31,12,2007,2006,2002,2005,878,2753,2064,866,193,352,1272,568,79,111,122,155,32.1,2410,2456,184639,394846,490354,6838,16370,21195
