Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,2219,784,7483,10823,2003,2003,2006,2007,658,1014,1001,983,75,112,172,168,30,40,53,50,1976.8,150025,152906,20021514,58794498,83750573,9023,32819,45206
Ro-Ro,1439,26,8774,3422,2009,2007,2011,2010,125,424,304,327,10,28,35,36,3,8,12,12,1524.0,116971,119217,3673418,6768966,7892171,2553,6000,6369
Ferry-RoPax,1394,22,11451,2668,1997,1997,1998,2000,130,1661,351,288,9,170,157,110,3,154,113,64,2707.7,207027,211002,16642835,41130391,50485910,11939,25491,23286
Container,1195,92,12506,15282,2005,2006,2010,2010,625,1117,1116,1137,44,76,177,179,24,26,16,16,2793.5,213721,217824,18871936,53301049,59653645,15792,46277,53211
Chemical tanker,607,213,4573,7172,2006,2007,2008,2008,257,912,751,776,41,93,223,232,22,36,50,51,1201.6,91612,93371,4521878,16965720,20238505,7450,31872,38918
Miscellaneous - fishing,510,175,595,478,1998,1998,2000,2001,1213,2183,1508,1567,175,343,762,757,26,199,316,348,750.2,56375,57458,3359276,7451523,8471627,6587,15502,18376
Bulk carrier,266,228,16798,29224,2008,2009,2010,2010,1777,2392,2430,2433,193,254,358,358,64,83,99,101,1600.1,123565,125937,9722414,23434957,30282661,36550,141344,172429
Cruise,204,72,4153,441,1995,1996,2003,2000,226,314,408,402,16,24,48,50,10,13,13,13,968.6,74529,75960,1285558,8194565,10079579,6302,34867,39643
Vehicle,144,35,3612,1147,2002,2005,2007,2006,596,895,703,705,54,68,92,97,16,16,16,15,284.5,21748,22165,1161215,5119712,5929148,8064,30651,32987
Oil tanker,133,63,5909,10527,2006,2008,2008,2008,623,1544,1711,1757,69,172,329,334,29,50,67,66,678.3,52211,53213,6148555,11935858,13511037,46230,117065,145720
Liquefied gas tanker,105,27,212,215,2009,2009,2010,2010,541,609,556,572,53,66,73,74,14,18,16,15,103.0,7730,7878,143494,453449,483874,1367,7763,10378
Service - other,58,30,168,107,2000,2001,2008,2007,568,2251,1457,1243,70,597,1372,938,21,193,240,216,126.5,9497,9679,748645,1536056,1655193,12908,28722,32431
Service - tug,31,16,8,6,1985,1993,1991,1992,284,1656,953,785,48,526,1546,1423,24,192,118,116,36.6,2750,2803,141950,335669,449443,4579,11824,15964
Refrigerated bulk,5,4,43,46,1994,1993,1992,1992,993,1659,1622,1600,129,132,211,210,54,82,63,63,26.8,2038,2077,137113,299598,337469,27423,58437,63095
Ferry-pax only,1,1,0,0,1992,1992,1992,1992,173,173,173,173,19,19,19,19,3,3,3,3,0.2,15,15,779,2193,2841,779,2173,2875
