Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United Kingdom of Great Britain and Northern Ireland,4579,810,16450,8759,2002,2003,2002,2004,133,519,260,274,12,79,132,90,10,59,93,60,4535.8,347402,354073,20931772,56122478,70161020,4571,12349,13918
Netherlands,952,295,6556,6490,2007,2005,2008,2008,638,721,666,677,54,89,60,66,26,41,28,35,1796.8,136187,138802,10539046,28047518,33122202,11070,32115,38042
Spain,661,374,6814,9652,2004,2004,2009,2009,1146,1697,1283,1396,134,219,226,207,32,89,78,83,1385.4,105828,107860,9092146,23590902,30097837,13755,43705,53785
France,542,193,4563,1883,2001,2003,2001,2005,402,799,445,539,22,100,47,80,13,66,28,39,1065.7,80916,82470,6749469,17311209,21847032,12453,30826,32554
Belgium,465,137,5146,3093,2005,2005,2010,2008,617,747,605,630,51,89,46,53,15,47,17,23,867.8,65834,67098,4702311,11578690,13992543,10112,27986,32839
Germany,223,150,1854,1139,2004,2004,2010,2008,867,997,892,943,97,112,88,116,22,50,27,36,279.8,21143,21549,2073427,6267794,8413099,9298,31484,41764
Norway,99,77,1174,1748,2004,2004,2009,2010,1037,1192,1045,1049,111,154,168,178,34,211,73,65,252.6,19228,19598,1733936,4208209,5102175,17515,48948,62306
Russian Federation,79,56,1414,2178,2007,2006,2009,2009,1844,1844,2020,2050,184,189,189,189,36,47,88,97,310.5,23502,23953,2147975,6131881,7801070,27190,94279,118758
Portugal,69,57,721,526,2004,2004,2004,2006,987,1057,1062,1012,102,113,86,101,32,41,27,39,167.8,12929,13177,1098460,3409275,4435430,15920,53791,69630
Sweden,61,52,738,1102,2004,2004,2005,2005,1143,1345,1280,1273,120,132,133,130,29,30,33,33,163.5,12392,12630,1143498,3284510,4198876,18746,66791,84792
Lithuania,52,50,222,332,2003,2003,2004,2004,1381,1449,1458,1454,152,156,158,157,30,38,38,38,69.6,5238,5338,844582,2440367,3462541,16242,56134,77603
United States of America,51,49,6499,10812,2009,2009,2009,2009,4626,4561,4686,4708,408,422,436,438,55,70,59,57,718.5,55429,56493,4505869,12215997,15429692,88350,333292,417548
Canada,48,46,2495,3439,2007,2007,2007,2008,2809,3093,2568,2712,255,297,251,269,48,55,54,61,393.3,30117,30695,1849263,5484930,7439455,38526,158936,198870
Denmark,47,44,262,300,2005,2004,2003,2006,1139,1333,1260,1283,114,176,148,158,39,106,77,89,80.0,6030,6146,732087,2088426,2800126,15576,51694,67820
Costa Rica,47,15,7248,8945,2010,2010,2011,2011,4405,4415,4446,4444,248,252,254,254,8,8,8,8,1034.3,80123,81661,7266984,22340989,24660800,154617,499061,579823
Latvia,43,40,255,381,2005,2004,2006,2006,1466,1500,1543,1541,163,169,164,164,35,41,40,40,74.1,5591,5699,725629,2159689,3029198,16875,61946,83710
Iceland,36,30,710,282,2004,2003,2007,2007,1063,1109,1189,1213,120,120,89,132,27,26,20,24,156.0,11993,12223,443059,1788405,2393521,12307,54061,70839
Estonia,29,26,189,269,2005,2004,2005,2005,1677,1781,1763,1768,171,176,175,176,33,42,41,42,53.0,3991,4068,607109,1760018,2480958,20935,75550,101702
Turkey,27,27,874,832,2003,2003,2006,2006,3146,3182,3139,3113,334,332,273,303,61,63,51,71,119.4,9148,9324,1127773,3431009,4664104,41769,149893,196300
Guinea,24,22,2697,4929,2010,2011,2010,2010,2941,3088,3124,3127,296,313,319,320,92,110,101,101,220.4,17067,17395,1429861,3475701,4159510,59578,229545,275177
Poland,19,19,75,111,2002,2002,2004,2004,1282,1334,1358,1355,149,154,150,150,28,40,47,46,21.5,1616,1647,287084,829890,1193773,15110,50405,72311
Gibraltar,18,17,380,551,2007,2007,2006,2010,1289,1450,1261,1276,146,162,142,150,34,39,37,42,58.7,4522,4609,407866,1166652,1540963,22659,81194,103297
Brazil,17,17,2795,5072,2009,2009,2009,2009,4617,4597,4588,4592,507,578,580,580,75,124,131,131,251.0,19439,19812,1425023,3531855,4225724,83825,329044,395722
Guernsey,13,5,453,41,2009,2001,2012,2011,296,307,299,301,17,20,18,18,9,12,10,11,89.8,6879,7012,7989,504076,705435,615,34343,46635
Finland,13,10,60,84,1997,1999,1998,1999,1708,1765,1776,1796,179,189,202,202,22,28,26,26,22.8,1717,1750,215952,623254,885840,16612,57462,79490
Greece,10,10,351,303,2006,2006,2003,2006,2738,2817,2806,2845,246,251,202,231,64,67,36,61,46.9,3607,3677,282813,974817,1299741,28281,120736,152588
Algeria,9,9,280,306,2002,2002,2006,2011,1685,1882,1777,1702,193,213,209,246,38,66,40,56,35.1,2701,2753,288611,828629,1062034,32068,108335,136556
Panama,8,8,920,1252,2013,2013,2016,2015,4440,4584,4407,4412,390,415,322,335,44,49,25,28,113.8,8796,8964,678932,2301261,2609346,84867,324032,383539
Faroe Islands,6,4,15,12,2004,2003,2003,2004,1105,1284,1298,1315,99,110,112,117,90,235,239,251,7.7,576,587,81144,179993,204634,13524,31828,37730
Italy,5,4,41,62,2001,2002,2004,2004,2693,2417,2020,2022,331,326,373,373,28,32,28,27,10.7,819,835,137609,399192,562030,27522,99924,133995
Mexico,5,3,130,200,1977,1984,2011,2011,47,2193,6052,6302,21,200,565,565,3,11,29,29,14.5,1112,1133,82450,228622,354955,16490,77431,100359
Malta,5,5,72,80,1998,1998,1998,2001,2371,2369,2349,2413,264,269,272,271,47,70,74,77,14.8,1139,1161,144241,422031,584798,28848,113070,144507
Jersey,5,5,19,10,2003,2003,2000,2001,352,474,439,494,41,64,57,86,29,34,19,32,7.2,547,557,40657,58726,76584,8131,24685,30749
