port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Maputo - Inhambane,29,8,1980,1984,1991,1995,21801848,20049817,819,1008,510,446,24,1834
Beira - Nacala Porto,134,79,2003,2006,2004,2005,1989691413,2920720694,581,713,600,601,436,33686
Maputo - Beira,236,125,2003,2006,2004,2005,2947021383,4212493357,525,653,543,542,578,44547
Maputo - Nacala Porto,20,18,2003,2003,2003,2004,498758408,701299420,952,1112,977,979,79,6106
Beira - Porto De Angoche,17,3,1995,2004,2002,2001,17672898,27756694,405,474,462,457,16,1224
Quelimane - Porto Amelia,15,1,2008,2008,2008,2008,39133398,56752631,482,482,491,491,10,793
Mocimboa Da Praia - Porto Amelia,1,1,1983,1983,1983,1983,41281,96452,129,129,129,129,1,80
Porto De Angoche - Mocimboa Da Praia,1,1,1983,1983,1983,1983,107102,250238,334,334,334,334,1,68
Maputo - Porto De Angoche,4,4,2003,2003,2007,2007,39322235,64664507,821,835,817,813,7,546
Porto Amelia - Nacala Porto,36,16,2005,2007,2008,2008,110921740,153114984,125,637,181,156,105,8142
Beira - Quelimane,5,3,1999,2003,2008,2008,13106767,22340674,214,220,231,232,4,282
Maputo - Porto Belo,2,2,1998,1998,2008,2009,5620936,7552787,1141,1141,988,980,4,276
Porto Belo - Chinde,3,1,1985,1985,1985,1985,578560,380632,609,609,725,725,1,85
Chinde - Maputo,1,1,1985,1985,1985,1985,150622,99093,566,566,566,566,0,28
Beira - Chinde,4,3,1990,1995,2003,2008,8195500,8238316,630,1939,331,240,7,522
Maputo - Quelimane,2,2,2013,2013,2013,2013,29109172,42386986,644,644,640,636,5,376
Beira - Inhambane,6,3,1997,1996,2006,2006,23506885,26380839,1358,1130,750,673,7,543
Inhambane - Mocambique,1,1,1960,1960,1960,1960,1822677,413926,702,702,702,702,1,72
Mocambique - Porto Amelia,5,3,2001,1994,2007,2009,13121625,5084265,815,1542,1541,1758,6,483
Ibo - Mocambique,3,2,1979,1974,1983,1982,2374577,450541,182,186,182,183,1,72
Nacala Porto - Ibo,2,2,2010,2010,2016,2016,13842655,24055194,262,262,330,338,1,88
Nacala Porto - Porto De Angoche,10,4,1996,2002,2004,2005,12364544,15836832,219,1215,274,234,12,927
Maputo - Porto Amelia,1,1,2017,2017,2017,2017,9516852,2598424,2470,2470,2470,2470,2,184
Porto Amelia - Porto De Angoche,2,1,2017,2017,2017,2017,7712646,2105814,1001,1001,1001,1001,2,147
Porto Amelia - Ibo,1,1,2017,2017,2017,2017,1163795,317756,302,302,302,302,0,31
Porto De Angoche - Pebane,1,1,1995,1995,1995,1995,3704040,1979746,5322,5322,5322,5322,1,66
Pebane - Chinde,1,1,1995,1995,1995,1995,4167898,2227669,5988,5988,5988,5988,1,74
Beira - Pebane,1,1,1995,1995,1995,1995,4085152,2183443,5869,5869,5869,5869,1,77
Pebane - Nacala Porto,1,1,1995,1995,1995,1995,3663111,1957870,5263,5263,5263,5263,1,65
Quelimane - Porto De Angoche,14,4,2016,2016,2016,2016,12109065,12521743,769,984,985,972,16,1229
Pebane - Mocambique,1,1,1990,1990,1990,1990,7100918,5028918,10792,10792,10792,10792,7,521
Maputo - Mocambique,1,1,2009,2009,2009,2009,33775442,3324112,856,856,856,856,6,452
Mocimboa Da Praia - Nacala Porto,1,1,1989,1989,1989,1989,34540,37163,183,183,183,183,0,8
Beira - Porto Amelia,9,4,2002,2008,2008,2008,88053832,153272311,692,1589,2352,2379,33,2577
Porto Amelia - Pebane,2,1,2015,2015,2015,2015,1332574,993517,1971,1971,1971,1971,3,200
Porto De Angoche - Chinde,2,1,2017,2017,2017,2017,2677294,2874175,719,719,719,719,1,88
Nacala Porto - Quelimane,3,1,1993,1993,1993,1993,1585102,2807965,392,392,405,405,4,266
