int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,1564,1166,2011,2011,2012,2012,55375054513,92585604387,373,1082,1153,1113,5009,387473
Container,772,154,2010,2011,2012,2012,20029293703,22660660879,296,311,351,350,1909,147672
General cargo,384,185,1998,2004,2002,2003,12831199102,15093844597,924,1859,2025,1762,1490,114626
Miscellaneous - fishing,149,92,1990,1989,1990,1989,917368709,733462388,2288,4604,4496,4716,626,47039
Cruise,134,41,2003,1998,2006,2004,5134860414,544103272,701,993,525,553,1503,116073
Chemical tanker,507,285,2010,2010,2010,2010,6461231174,10608116497,254,555,589,589,1437,110728
Oil tanker,285,139,2008,2009,2010,2010,62742853681,119225843601,977,3453,3651,3770,4902,378980
Service - other,72,28,1997,1999,2005,2003,759414198,554401743,206,3590,3517,2610,209,15820
Service - tug,169,36,2004,2003,2009,2009,66777577,60511469,199,596,656,715,88,6629
Vehicle,110,60,2008,2009,2010,2010,3932464993,1258239287,196,734,624,621,245,19005
Refrigerated bulk,38,25,1991,1993,1989,1989,813603324,858604141,1313,2440,2121,2159,533,40411
Liquefied gas tanker,50,36,2011,2011,2009,2009,1648035527,1496932174,173,656,564,591,307,20759
Ro-Ro,114,16,2001,2000,2000,2000,1826657084,881602645,878,547,637,632,246,18915
Offshore,24,13,1982,1992,2010,2009,527589797,447181659,194,1718,2214,2167,106,8048
Ferry-RoPax,4,3,2003,2003,2003,2004,80099410,5762076,768,1198,1804,1878,18,1264
Other liquids tankers,1,1,2016,2016,2016,2016,3409899,4843293,124,124,124,124,0,18
Ferry-pax only,2,2,1983,1983,1988,1985,4165564,395060,2966,2966,1733,1993,11,826
Yacht,1,1,1911,1911,1911,1911,780494,836526,2576,2576,2576,2576,0,0
