int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Piriapolis,1440,1190,2010,2010,2011,2011,180822340309,314903580996,1983,3693,3908,4193,14061,1081354
Montevideo,1322,532,2004,2003,2009,2010,48148825784,50307867624,732,2904,883,934,6447,494462
Punta Carretas,910,664,2009,2009,2011,2011,81000267490,116247396026,887,2870,2316,2476,8038,595464
Punta Del Este,94,62,2007,2007,2009,2009,5913812370,6067254277,494,1609,1003,2114,788,59844
Jose Ignacio,31,31,2010,2010,2012,2012,7082450002,13186969360,4242,3449,3817,4058,631,48863
Juan Lacaze,74,68,2010,2010,2011,2011,669722737,1013181971,250,277,207,228,69,5312
La Paloma,115,57,2012,2010,2011,2011,29987843294,57004158732,1307,3213,3172,3257,1714,132521
Fray Bentos,53,33,2008,2011,2014,2014,2071660449,3366450852,266,2727,2754,2800,213,16434
Carmelo,80,48,2005,2006,2006,2006,1712595168,2585681499,117,1292,1272,1229,186,14291
Nueva Palmira,228,148,2003,2006,2008,2008,11146175036,18464500789,293,2240,2732,2789,978,75408
Paysandu,22,2,1989,1987,1989,1989,15867934,18128286,272,215,274,274,4,321
Colonia,6,6,1999,1999,2011,2017,438617271,340492155,1675,4750,2085,1589,89,6648
Nuevo Berlin,4,2,1992,1992,1985,1985,4522604,6021517,357,478,602,609,2,182
Mercedes,1,1,2004,2004,2004,2004,540243,284745,481,481,481,482,0,29
