int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ro-Ro,1,1,2017,2017,2017,2017,261576,317456,186,186,186,186,1,50
General cargo,56,19,2007,2005,2006,2006,373707877,490963002,278,629,698,699,78,5997
Oil tanker,14,10,2007,2007,2011,2011,3367913547,6338952116,723,3186,3798,3785,233,17993
Container,13,7,2004,2004,2005,2005,246847037,305550609,701,830,1324,1299,59,4526
Cruise,2,2,2007,2007,2010,2010,126048819,12780095,1475,1475,1474,1473,30,2344
Offshore,2,2,1982,1982,1975,1975,1082164,1210987,676,676,725,730,2,137
Liquefied gas tanker,6,4,2005,2006,2012,2012,1749421966,1495229864,1394,2604,3903,3968,199,12079
Miscellaneous - fishing,11,10,1994,1994,1992,1992,123609556,101815214,5183,5701,6282,6718,77,5758
Bulk carrier,3,3,2001,2001,1994,1994,264916106,516596353,767,1458,2231,2302,14,1093
Other liquids tankers,1,1,1978,1978,1978,1978,18947,19601,65,65,65,65,2,120
Service - other,2,2,2006,2006,2004,2004,9180051,6327156,741,741,557,552,2,164
Ferry-pax only,6,1,1983,1983,1983,1983,1197213,206231,481,481,446,446,4,272
Service - tug,2,2,1972,1972,1972,1973,351344,198519,678,678,674,684,1,71
Chemical tanker,10,5,2006,2007,2007,2007,104337520,153217756,753,2654,1467,1375,46,3518
Vehicle,1,1,2006,2006,2006,2006,139739301,44728608,2279,2279,2279,2279,6,442
