int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Container,154,29,2007,2007,2007,2007,438314233,550305385,122,444,231,237,119,9102
Liquefied gas tanker,46,3,2009,2009,2008,2008,44198867,45497791,211,210,228,228,26,1968
Chemical tanker,146,25,2009,2008,2009,2009,1043184811,1728616418,252,1324,968,1009,251,19205
Oil tanker,158,72,2006,2008,2010,2010,6003433577,11038843992,435,1286,1341,1364,870,67254
Bulk carrier,8,7,2012,2012,2012,2012,174561957,221491282,1150,1645,1390,1281,31,2357
Service - tug,55,15,1978,1980,1978,1979,5784018,4227223,372,326,393,399,21,1575
Refrigerated bulk,50,7,2003,2001,1998,1998,123855888,135208951,76,385,184,181,61,4655
Cruise,431,83,1997,1999,2005,2004,5824442881,561809276,148,182,198,196,1377,106535
Offshore,14,3,2011,2009,2017,2017,1371874,755577,141,153,301,291,5,406
Vehicle,36,16,2003,2005,2005,2005,143623963,47200260,95,138,132,136,14,1113
Ferry-RoPax,136,5,2005,1975,1994,1986,28738698,4177552,171,802,297,365,32,2418
General cargo,116,32,1995,1993,2003,2003,254580631,353129637,165,486,334,378,89,6835
Miscellaneous - fishing,10,1,1955,1955,1955,1955,547278,475561,278,278,276,276,3,192
Ferry-pax only,100,1,2011,2011,2011,2011,17587459,1516160,172,172,253,253,22,1661
Ro-Ro,1,1,1993,1993,1993,1993,1514991,1722213,232,232,232,232,1,46
Service - other,1,1,1995,1995,1995,1995,7505667,2731990,609,609,609,609,2,164
