dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Service - tug,3,1,2010,2010,2010,2010,250525,88047,301,301,303,303,1,98
Oil tanker,11,8,2005,2007,2007,2007,57535172,107068063,69,172,65,64,15,1124
Container,2,2,2006,2006,2007,2007,2995758,3622292,103,103,118,113,1,94
Bulk carrier,1,1,2015,2015,2015,2015,1245040,1799935,51,51,51,51,1,115
Offshore,2,2,1984,1984,1982,1983,402368,660245,270,270,405,290,2,148
Refrigerated bulk,1,1,1991,1991,1991,1991,771560,825308,59,59,59,59,1,39
Chemical tanker,1,1,2007,2007,2007,2007,482412,802164,69,69,69,69,2,146
General cargo,1,1,2006,2006,2006,2006,329912,437669,151,151,151,151,0,13
