Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Nuuk,95,43,1908,1398,1995,1992,1997,1999,2205,2572,1989,2253,161,335,246,234,44,201,129,115,600.0,45812,46692,3155274,8277437,9584765,33213,91787,105963
Nanortalik Havn,13,13,438,102,1998,1998,2001,2003,1514,1899,1216,1504,93,228,172,265,37,99,51,101,107.6,8192,8349,390744,1345436,1523904,30057,99504,107875
Tasiilaq,12,11,101,41,1992,1990,2002,2009,816,1207,997,1196,112,155,107,124,22,86,229,443,32.8,2501,2549,109623,399966,574461,9135,36646,48476
Illulissat (Jakobshavn),10,8,189,25,1996,1997,1998,1996,769,1011,1136,1022,59,100,116,163,10,12,18,18,49.0,3766,3838,98842,484526,652718,9884,43613,53943
Narsarssuaq,8,7,138,70,1997,1994,1995,2003,1704,1430,1519,1697,132,131,123,137,22,119,103,129,43.3,3309,3372,154028,588686,824826,19254,77902,100729
Uummannaq Harbor,8,4,83,11,1996,1995,1992,1992,620,600,854,868,44,42,148,154,7,12,15,14,41.9,3221,3283,28927,233113,322284,3616,24633,30576
Sisimiut,6,6,81,25,1994,1994,1995,1996,987,2054,1193,2133,72,450,588,1598,16,27,28,37,23.8,1817,1851,152964,429390,529111,25494,71692,87327
Paamuit (Frederikshab),5,5,450,130,1997,1997,1989,1989,930,2492,4598,5221,71,182,579,601,15,12,16,16,44.2,3381,3446,153329,678411,803940,30666,119347,131666
Pituffik (Thule Air Base),5,4,230,275,2006,2004,2008,2007,3214,2634,2964,2878,240,194,251,249,49,56,43,47,47.2,3628,3698,126810,508687,677340,25362,141102,182082
Kangerlusuaq,5,5,304,163,1997,1997,2005,2005,6802,5353,5103,3527,496,394,456,309,13,15,14,10,104.3,7870,8021,217696,1004752,1491307,43539,201140,275519
Nalunaq Gold Mine,4,4,7,3,1984,1984,1982,1978,1019,2097,1092,1590,154,372,466,677,226,320,361,539,8.6,647,659,17483,45183,62307,4371,11884,16103
Qeqertarsuaq,3,3,39,8,1989,1989,1987,1988,1092,937,1171,961,108,94,112,113,28,34,14,19,11.9,918,936,35719,158006,199098,11906,47728,55763
Aasiaat,1,1,6,3,1992,1992,1992,1992,977,977,977,977,412,412,412,412,13,13,13,13,0.8,58,59,19957,40948,44124,19957,44409,50144
Kuummiut,1,1,7,5,2012,2012,2012,2012,1819,1819,1819,1819,229,229,229,229,13,13,13,13,1.7,127,129,38385,85145,96802,38385,90337,107089
Seqi Olivine Mine,1,1,0,0,2015,2015,2015,2015,630,630,630,630,260,260,260,260,26,26,26,26,0.2,18,18,4525,10701,14328,4525,11685,15777
