Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,49,31,1362,183,1990,1989,1994,1991,1000,1121,1263,1281,72,85,161,168,9,12,12,12,417.1,31926,32539,646878,4005737,5461888,13202,71044,88018
Container,41,4,1014,753,1997,1997,1997,1996,2213,2132,2209,2214,159,155,162,162,52,221,118,115,324.9,24862,25339,1685132,4273860,4825651,41101,105928,119292
Miscellaneous - fishing,35,27,266,127,1995,1994,2000,2001,2234,3347,3280,3382,260,521,784,886,52,297,358,319,113.2,8497,8660,891772,1978122,2248924,25479,59964,71084
Service - other,17,7,100,45,1991,1989,1986,1986,501,3154,1128,1134,146,627,948,973,28,130,89,100,52.8,3967,4043,315503,647343,697551,18559,41297,46630
General cargo,14,6,345,305,2011,2005,2013,2012,1968,2012,2213,2207,150,183,197,205,51,72,216,195,84.8,6494,6618,352316,1068464,1493220,25165,107209,137908
Chemical tanker,7,2,105,153,2007,2006,2005,2005,1126,2187,2196,2264,103,168,208,210,13,45,64,65,27.5,2111,2152,126577,433513,520385,18082,72715,89249
Oil tanker,5,2,355,542,2006,2006,2006,2006,2695,2503,2674,2674,250,245,234,234,32,31,24,24,57.2,4381,4465,483986,1162236,1311102,96797,294557,344470
Ferry-RoPax,3,1,16,1,2007,2007,2007,2007,578,578,464,464,54,54,54,54,11,11,14,14,4.7,356,363,8502,21026,25799,2834,6050,5510
Service - tug,2,2,0,0,1991,1991,1996,2000,562,562,567,580,198,198,210,221,38,38,35,33,0.5,37,38,6576,15550,20821,3288,8490,11463
Refrigerated bulk,2,1,6,7,1983,1983,1983,1983,2291,2291,2291,2291,242,242,244,244,21,21,20,20,5.7,426,434,20731,45298,51024,10366,22089,23849
Bulk carrier,1,1,10,21,1982,1982,1982,1982,2904,2904,2904,2904,295,295,295,295,4,4,4,4,3.1,235,240,43964,99720,120131,43964,132566,165462
Vehicle,1,1,402,121,1988,1988,1988,1988,9468,9468,9468,9468,640,640,640,640,16,16,16,16,25.9,1972,2009,122370,539519,624818,122370,465127,500579
