Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,49,31,1120,145,1990,1989,1993,1991,1062,1023,1038,1011,89,90,103,104,6,8,8,8,336.2,25863,26359,535272,3162284,4305600,10924,56427,69992
Container,42,4,780,576,1997,1997,1997,1996,1620,1696,1657,1648,121,130,140,141,24,18,25,27,241.5,18526,18881,1289296,3269933,3692109,30698,79116,89097
Miscellaneous - fishing,36,30,228,101,1993,1992,1998,2000,2459,2748,2821,2676,352,564,693,662,32,152,122,116,101.8,7641,7788,710744,1576567,1792397,19743,46464,55080
Service - other,18,7,70,32,1991,1989,1994,1994,722,1251,738,742,108,239,280,281,33,43,51,52,30.5,2289,2333,221542,454556,489811,12308,27387,30924
General cargo,14,6,408,363,2011,2005,2013,2012,2195,2254,2619,2623,168,189,285,281,25,64,58,58,93.3,7152,7289,419178,1270927,1774558,29941,127795,164028
Chemical tanker,7,2,115,169,2007,2006,2005,2005,932,2298,2416,2498,94,188,255,259,19,48,70,71,29.1,2251,2294,126356,448524,537000,18051,75254,92374
Oil tanker,5,2,316,482,2006,2006,2006,2006,2401,2322,2377,2377,198,189,197,197,79,64,64,64,59.1,4550,4637,430229,1033144,1165475,86046,261840,306209
Ferry-RoPax,3,1,20,2,2007,2007,2007,2007,682,682,581,581,73,73,102,102,10,10,18,18,5.7,436,445,10653,26345,32325,3551,7580,6904
Service - tug,2,2,4,4,1998,1998,1984,1984,1996,1996,2280,2267,794,794,617,623,74,74,17,19,2.7,206,210,102056,241332,323130,51028,131764,177903
Bulk carrier,1,1,7,16,1982,1982,1982,1982,2225,2225,2225,2225,240,240,240,240,75,75,75,75,2.9,218,223,33682,76398,92035,33682,101562,126765
Refrigerated bulk,1,1,3,4,1983,1983,1983,1983,2519,2519,2519,2519,296,296,296,296,350,350,350,350,5.7,429,438,11397,24903,28051,11397,24287,26223
Vehicle,1,1,2052,617,1988,1988,1988,1988,48352,48352,48352,48352,3337,3337,3337,3337,13,13,13,13,132.3,10252,10448,624906,2755167,3190764,624906,2375269,2556310
