Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Comoros,166,10,29,39,2005,2003,2007,2007,85,199,151,147,8,30,33,30,15,50,47,54,22.8,1726,1759,256283,561072,718164,1544,4015,5211
Madagascar,55,19,185,218,2004,2003,2002,2005,252,341,290,305,22,36,44,47,56,54,64,70,66.2,5051,5148,245104,873910,1080923,4456,18313,22599
Mozambique,29,14,400,507,2003,2005,2003,2003,772,642,611,612,51,57,70,69,72,98,83,84,90.0,6960,7094,395020,1387443,1553980,13621,51695,61630
"Tanzania, United Republic of",13,9,146,147,2008,2006,2006,2006,574,678,706,723,74,127,116,131,90,96,96,110,51.5,3964,4040,113977,405485,537706,8767,35022,45063
Mauritius,8,6,141,181,2004,2004,2002,2002,964,1015,1000,1002,106,120,115,116,24,30,29,29,25.5,1963,2001,178631,612664,676661,22329,78218,91753
United Arab Emirates,7,4,438,661,2010,2007,2010,2011,2599,2947,2543,2533,202,276,199,202,14,37,15,14,52.3,4047,4125,253397,1244159,1411860,36200,196715,238538
Bahrain,7,1,598,999,2014,2014,2014,2014,3074,3074,2854,2854,245,245,249,249,38,38,43,43,58.1,4504,4591,192642,1410774,1626595,27520,237651,292143
Seychelles,4,3,102,122,2005,2004,2002,2002,1100,1519,1622,1602,177,174,213,212,24,32,37,36,24.2,1871,1907,126428,414910,454621,31607,104318,120764
Réunion,4,3,75,35,2001,1997,1999,2005,912,914,916,917,85,88,85,93,18,41,21,33,16.4,1268,1292,51110,199951,261049,12778,51650,60570
South Africa,3,3,218,374,2006,2006,2013,2013,1323,2554,3454,3600,181,244,394,400,18,47,12,10,16.3,1263,1287,100626,292547,366543,33542,150756,187195
Sri Lanka,2,2,138,174,2002,2002,2001,2001,2482,2482,2479,2481,188,188,188,188,7,7,7,7,16.9,1310,1335,145630,524664,569570,72815,262992,306997
India,2,2,601,1132,2010,2010,2011,2011,2914,2914,3136,3164,196,196,211,212,42,42,66,68,36.9,2855,2910,323289,689736,730175,161645,472559,580303
Singapore,1,1,108,139,2009,2009,2009,2009,4037,4037,4037,4037,358,358,358,358,18,18,18,18,9.9,766,780,116305,419012,454876,116305,420067,490353
