Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ferry-pax only,138,3,3,3,2004,2000,2004,1992,84,85,111,105,7,8,13,10,15,14,49,173,10.7,801,817,206572,420703,529955,1497,3481,4589
Container,77,22,1182,1470,2004,2003,2003,2003,351,1069,833,823,50,90,148,148,50,57,46,45,254.3,19618,19994,1315836,4661349,5102657,17089,61282,71786
General cargo,40,8,96,125,2008,2007,2007,2007,236,658,379,372,21,69,81,79,43,49,72,71,28.5,2182,2224,178247,530290,734983,4456,18364,23316
Bulk carrier,12,8,275,466,2010,2010,2013,2013,293,1157,1327,1372,34,104,321,330,52,94,33,31,23.4,1809,1844,125255,355065,470466,10438,47918,60130
Chemical tanker,11,1,898,1499,2014,2014,2014,2014,2888,2888,2727,2727,239,239,237,237,33,33,33,33,81.9,6347,6468,289202,2117915,2441915,26291,227037,279095
Liquefied gas tanker,8,2,33,38,2011,2008,2008,2008,1003,1159,1004,1029,109,108,107,107,58,69,81,81,18.0,1366,1392,28384,82234,90812,3548,19425,25545
Cruise,6,3,72,12,1983,1994,1986,1981,214,328,396,394,16,23,39,41,9,9,9,9,18.6,1438,1466,31234,258529,344766,5206,35952,42742
Ro-Ro,5,3,44,23,2007,2008,2013,2012,751,492,903,882,53,60,95,95,50,126,18,20,14.0,1072,1092,26294,63150,60224,5259,12405,13614
Other liquids tankers,1,1,44,50,2009,2009,2009,2009,1424,1424,1424,1424,32,32,32,32,95,95,95,95,6.3,489,499,25549,72950,157279,25549,88511,143024
Oil tanker,1,1,531,1042,2011,2011,2011,2011,3224,3224,3224,3224,215,215,215,215,73,73,73,73,28.1,2175,2217,247742,417560,434703,247742,672256,842090
Service - tug,1,1,1,1,2011,2011,2011,2011,4022,4022,4022,4022,570,570,570,570,96,96,96,96,3.0,224,228,22632,53518,71657,22632,58440,78903
Service - other,1,1,0,0,1973,1973,1973,1973,330,330,330,330,130,130,130,130,30,30,30,30,0.3,26,26,1494,3066,3303,1494,3325,3754
