Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,4558,1783,568657,1045957,1999,2010,2010,2010,1779,4865,3860,4014,192,485,697,709,25,88,93,93,42596.7,3280984,3343979,261274775,626898355,755876827,57322,210643,253583
Container,1707,421,246323,271068,2007,2007,2007,2007,1630,2497,2436,2413,117,170,282,280,21,29,24,24,27962.6,2147357,2188587,188688912,507357131,570435689,110538,336069,388633
Service - tug,998,129,220,153,1979,1980,1992,1993,198,1025,454,491,29,177,386,396,18,120,266,291,502.2,37722,38446,3911167,9248732,12383552,3919,10120,13663
Chemical tanker,982,398,44208,72529,2009,2010,2010,2010,1458,2954,2128,2157,147,278,344,345,31,49,52,52,7126.4,543846,554288,21940361,118371700,137440666,22343,140057,170604
General cargo,717,333,31034,44950,2007,2008,2006,2006,2733,2800,2841,2862,223,261,389,395,36,59,57,58,4849.7,370772,377891,18879630,67198612,98594121,26331,150612,204584
Cruise,696,95,25154,2512,2003,2000,2003,2003,417,707,479,506,37,56,56,60,9,12,17,16,6058.2,456417,465181,9665478,46716500,52224155,13887,59346,62298
Oil tanker,560,328,74278,137263,2009,2009,2009,2009,2162,2591,2431,2443,208,273,357,357,38,64,70,71,7988.4,610788,622515,68649952,132806028,153306099,122589,309587,381041
Vehicle,402,233,38152,12458,2007,2007,2005,2005,625,1612,1630,1602,58,117,268,265,13,24,34,34,2218.3,169832,173093,12615358,55620204,64413865,31381,119281,128373
Miscellaneous - fishing,170,42,297,147,1990,1984,1994,1994,145,3205,2718,2352,20,438,1063,1076,11,293,696,600,190.8,14395,14671,1036571,2299314,2614087,6097,14350,17011
Service - other,125,41,700,310,1991,1995,2003,2002,218,2189,1772,1531,32,393,1199,1094,18,212,269,336,299.9,22724,23160,2163233,4438479,4782730,17306,38508,43481
Ferry-RoPax,125,10,1031,144,1984,1983,1990,1987,121,6468,935,674,8,826,2177,2005,1,51,88,80,402.1,28313,28857,906550,2237787,2748675,7252,15491,14229
Ro-Ro,120,18,16970,9384,2013,2007,2015,2015,2419,2389,1660,1664,146,197,158,157,22,27,20,20,1244.3,95223,97051,10139495,19232226,21923457,84496,198666,211580
Ferry-pax only,28,6,55,6,1983,1981,2000,1994,1432,837,3144,2621,132,408,1050,960,8,106,15,30,80.3,6030,6146,466237,949535,1196121,16651,38722,51048
Liquefied gas tanker,12,11,2311,1955,2011,2011,2010,2011,2278,2472,2704,2696,198,191,233,236,40,235,70,74,282.8,18111,18459,544899,3478832,2991514,45408,372180,564208
Refrigerated bulk,11,10,409,451,1995,1995,1996,1995,3256,3217,3232,3240,224,227,229,229,110,120,112,115,177.1,13454,13712,1338711,2925149,3294906,121701,259344,280013
