Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,6051,631,37318,60784,1997,2008,2001,2001,203,304,272,277,23,92,101,105,8,72,60,63,4867.5,365954,372980,23168338,53818067,72700373,3829,14450,17693
Service - tug,5322,134,635,439,1979,1987,1988,1988,98,504,333,384,19,204,1017,1052,9,87,223,252,1595.6,119803,122103,11239876,26578923,35587741,2112,5453,7363
Ferry-RoPax,2843,54,16744,3324,2000,1994,2001,2000,123,5092,335,265,9,872,831,664,4,240,226,175,5381.0,399582,407254,23509531,57058056,70784222,8269,17772,17594
Chemical tanker,2472,246,12218,18911,2006,2009,2007,2007,263,399,385,390,28,55,119,116,22,46,55,56,4377.1,328481,334788,14059222,47649363,56217400,5687,21706,25894
Ro-Ro,1807,10,5190,3739,2005,1993,2001,2000,82,369,412,416,10,34,126,101,5,22,30,30,1565.2,112405,114563,5972059,27321774,16973696,3305,7906,9760
General cargo,1220,182,5549,7767,2005,2007,2006,2006,240,374,396,385,30,71,177,172,24,58,73,72,1553.4,117197,119447,4331475,14539421,21032022,3550,18192,24440
Service - other,1109,51,1927,883,1988,1991,1981,1981,263,739,589,600,31,145,357,399,21,88,190,205,1663.4,125274,127680,6162677,12644460,13625171,5557,12365,13962
Miscellaneous - fishing,938,66,1276,675,1994,1989,1997,1997,249,2032,1677,1396,48,487,1536,1543,24,199,469,520,953.0,71552,72926,4747379,10530601,11972227,5061,11911,14120
Cruise,883,78,13153,1402,2000,2000,2002,2001,233,271,338,337,17,23,32,33,8,9,11,11,3156.6,237221,241775,4884398,27830780,33849534,5532,27352,30548
Oil tanker,715,102,13470,23366,2008,2009,2013,2013,165,455,485,488,22,58,238,238,28,49,105,105,2551.6,190547,194206,12060070,22431610,26215357,16867,43040,52730
Container,573,175,13001,14417,2003,2006,2006,2006,622,406,477,483,46,36,70,70,21,42,38,36,1909.4,143391,146144,10228859,30623858,34755330,17851,60081,70769
Ferry-pax only,63,9,40,11,1968,1973,1965,1970,180,1117,674,973,26,324,2091,2250,45,170,319,488,69.6,5229,5329,792019,1662381,2100439,12572,29701,39170
Vehicle,25,23,194,61,2007,2008,2000,2001,85,122,134,131,9,17,39,38,12,15,15,15,15.0,1127,1149,61963,273193,316385,2479,9421,10139
