Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Vancouver,951,654,127302,209423,2008,2009,2011,2011,4436,3974,3171,3809,354,445,549,584,55,106,105,112,11055.8,849971,866290,66857556,178373623,210293685,70302,265768,319811
Halifax,825,309,137057,124329,2009,2007,2010,2011,2498,2767,2946,3469,167,206,325,361,10,31,17,17,14151.9,1089433,1110350,84842700,243268240,277399522,102840,327777,375699
Sault Ste Marie,636,112,3698,6827,1979,1987,1979,1979,293,370,283,285,29,42,34,33,1,7,2,2,509.5,38253,38988,2489840,6382721,8383572,3915,15414,19233
Saint John,487,133,10301,13855,2008,2008,2009,2009,445,1599,799,998,47,148,176,201,25,53,55,63,1746.9,132387,134928,6488131,25300081,29574116,13323,62053,75230
Prince Rupert,483,309,119966,158592,2004,2009,2010,2010,4259,3983,4228,4344,282,324,321,340,49,137,92,108,10727.0,828170,844071,59266052,156936626,184015154,122704,435976,518447
Port Colborne,473,154,3481,5285,1990,1996,1995,1996,237,455,459,464,31,46,126,127,1,8,6,6,464.8,34976,35648,2453970,5986749,8521170,5188,20365,25508
Victoria,436,180,30350,16337,2005,2006,2007,2008,607,1628,940,1363,40,139,180,367,7,24,13,20,5251.0,396861,404481,11331832,47069930,57131040,25990,115913,138860
New Westminster,432,215,40274,29722,1997,2005,2008,2008,417,2894,2555,2507,58,249,351,397,23,55,50,94,3448.9,265551,270650,20705399,72633296,84965641,47929,174597,201017
Vancouver Anch,420,372,72408,130995,2008,2010,2011,2011,4704,4122,4193,4541,402,409,550,557,100,149,159,161,5094.5,392160,399690,33268483,84676480,100081547,79211,300645,363726
Roberts Bank,374,220,92366,127409,2009,2009,2009,2010,4627,3776,3309,3707,292,395,495,557,53,55,77,76,7589.8,583920,595132,47780449,120944526,139576529,127755,412334,485960
Port Weller,363,152,2628,4028,1996,1999,2000,2000,295,438,452,456,47,50,66,67,4,11,8,8,357.4,26833,27348,1856832,4652365,6621344,5115,20668,26038
Montreal,304,163,24594,33988,2006,2007,2006,2006,3222,3490,3121,3205,251,320,291,307,46,51,74,72,3609.7,275745,281039,22692809,64204845,77445107,74647,257503,309537
West Vancouver,235,90,12615,10527,1998,2005,2007,2011,544,2134,1092,2497,37,234,259,454,9,69,64,118,2153.4,163274,166409,6825436,23080095,25765297,29044,110358,121752
Port Moody,226,141,11773,20309,2008,2009,2011,2011,858,2411,2530,2565,116,257,496,497,32,60,77,77,1490.6,113844,116029,8270041,23500730,28045280,36593,136743,167449
Longue Pointe,220,85,29824,34638,2003,2004,2003,2003,3393,3545,3420,3427,233,288,247,251,67,62,75,74,4175.1,319181,325309,27214711,78082852,87950376,123703,388632,453826
Quebec,211,174,27269,47862,2008,2009,2010,2010,3319,3440,3449,3536,306,359,402,408,34,56,58,59,2842.8,217058,221226,17085251,47706525,56326744,80973,296309,360852
Sarnia,197,54,763,1569,1982,1982,1980,1980,202,163,243,254,25,25,45,46,4,25,4,3,132.1,9919,10110,494085,1353623,1685591,2508,10156,12682
Nanticoke,190,37,1574,2352,1982,1988,1980,1980,482,382,481,480,47,42,58,58,12,26,13,13,241.8,18153,18501,1101457,2792966,3975352,5797,23176,29335
Port Cartier,166,125,36755,69804,2010,2011,2010,2010,2978,3285,3437,3437,284,316,403,403,127,148,165,166,2068.5,158491,161534,15717208,35311291,41049200,94682,314791,373138
Thunder Bay,151,86,1038,1625,1994,2000,1996,1996,270,355,372,376,26,36,43,43,39,132,110,107,187.0,14044,14314,694952,1674521,2374896,4602,18351,22874
Come By Chance Harbor,145,115,17092,31349,2009,2009,2009,2009,1755,2190,2214,2225,188,213,248,248,48,74,86,86,1718.7,130832,133344,15051969,32656663,36734576,103807,276765,343531
Port Alfred,129,73,13140,22627,2010,2011,2011,2012,3528,3637,3543,3547,316,373,406,410,73,97,114,116,1450.7,111261,113397,6412905,17849415,22293220,49712,214753,266802
Point Tupper,129,85,25461,47632,2008,2008,2009,2009,2307,4120,3775,3899,209,451,823,841,37,43,42,42,2094.8,160933,164023,19247368,38916440,44438861,149204,404970,493835
Sept-Iles,106,100,25110,47610,2011,2011,2011,2011,3007,3522,3606,3605,282,340,459,457,110,133,147,148,1322.6,101476,103424,10822905,23710183,27528624,102103,323259,381329
Three Rivers,106,96,7919,12577,2009,2009,2009,2009,3466,3770,3562,3554,310,340,372,370,72,87,86,88,1083.7,82837,84427,5123345,14680418,19402289,48333,206617,258711
Montreal Est,102,90,8963,14947,2010,2010,2009,2009,3388,3188,3215,3213,297,307,338,338,63,72,73,74,1285.2,97847,99726,6859250,21902705,26209553,67248,270684,331593
Canaport,97,89,28921,53129,2010,2010,2011,2011,3067,3393,4031,4159,262,303,490,501,42,78,87,89,2645.1,199308,203134,18344259,36447555,39813410,189116,517583,642480
Argentia,96,21,1649,2136,2007,2006,2005,2006,1610,2667,1847,1919,116,234,231,237,12,210,217,108,392.3,29917,30492,2775226,6895467,8070422,28909,81403,94785
Pointe Aux Trembles,96,89,6338,9910,2008,2008,2008,2008,3468,3582,3428,3407,310,320,343,338,13,32,35,36,991.8,75635,77087,5597412,17131545,21389503,58306,230427,282407
Blacks Harbour,91,3,4,2,1995,1999,2000,1997,96,104,157,131,12,11,13,14,14,41,338,237,9.9,740,754,16584,36786,41822,182,429,508
Pointe Noire,84,78,17305,32455,2011,2011,2011,2011,2973,3361,3263,3262,283,340,387,386,86,103,93,93,977.3,74984,76424,7813932,16879499,19897956,93023,289722,342147
Nanaimo,77,49,5660,8936,1999,2005,2014,2014,4136,3252,3419,4262,360,322,466,484,85,126,165,175,512.6,39348,40103,3198271,8898507,12565914,41536,184864,235737
Cockburn,76,15,203,321,1961,1973,1967,1966,241,233,215,214,23,23,25,25,12,13,13,13,38.2,2871,2926,150171,409034,626007,1976,8774,11407
Point Edward,73,55,250,405,1985,1989,1989,1988,161,239,223,224,20,36,65,63,20,128,154,147,64.3,4828,4921,204477,528363,741510,2801,11008,14010
Baie Comeau,66,51,5210,8337,2010,2010,2011,2012,2943,3815,3704,3700,254,334,506,494,137,148,144,139,705.8,54056,55094,2961372,8234902,11142987,44869,201969,257993
Goderich,65,21,198,294,1990,1988,1992,1992,133,182,170,168,17,23,23,23,23,35,30,31,27.7,2078,2118,132151,337785,499762,2033,8526,10863
Dalhousie,65,48,335,524,1995,2001,2002,2002,244,400,422,427,35,46,56,57,2,7,6,6,51.5,3858,3933,268664,680843,958134,4133,16302,20691
Sorel,65,58,6409,10494,2009,2010,2010,2010,3493,4615,4531,4527,357,447,588,589,149,160,154,153,778.6,59713,60860,4132387,10299137,14471277,63575,261665,327411
Beaver Cove,62,10,2663,4377,1994,1999,1994,1994,956,761,1018,1018,87,80,103,103,23,16,24,24,213.2,16045,16353,908340,2641862,3023650,14651,66282,80968
Port Mellon,62,22,2520,3829,1984,1990,2000,2000,499,2110,3368,3332,80,222,446,441,26,40,69,69,251.6,19291,19661,1399321,4851594,6958852,22570,125397,169332
Tadoussac,56,54,5250,8819,2009,2010,2009,2009,3215,3189,3093,3104,276,305,321,323,16,55,50,49,602.4,46047,46931,3757256,10966585,13652548,67094,262488,324508
Crofton,56,38,3493,5426,1991,1996,2008,2009,1941,2993,4337,4334,199,285,432,433,87,100,122,124,339.4,26099,26600,2239536,6418318,9201974,39992,187683,244504
Hamilton,55,37,426,661,1991,1996,1992,1992,244,587,464,480,33,65,170,182,21,121,59,60,94.8,7144,7281,377073,983932,1330583,6856,25759,32062
Sainte Victoir,53,48,4197,6902,2007,2007,2007,2007,3158,3210,2933,2898,293,317,332,332,47,68,68,70,581.0,44152,44999,3935986,9027412,12124423,74264,246097,308234
Powell River,51,13,331,580,1978,1980,2016,2016,184,892,6676,7923,30,93,808,812,6,10,51,51,31.2,2387,2433,175643,482467,578121,3444,13477,16847
Yarmouth,51,3,202,31,2007,2008,2007,2008,382,344,459,316,8,48,58,68,33,14,41,32,150.7,11320,11537,141433,357329,437598,2773,6119,5657
English Bay,49,14,1759,188,2001,1993,2006,2005,540,416,549,555,37,66,40,41,8,97,9,9,472.6,35481,36162,1158425,4073581,3953715,23641,74007,67359
St Johns,47,46,2020,1610,2003,2003,2007,2009,2462,3146,2409,2592,222,406,743,545,24,85,64,56,457.1,34894,35564,2974614,7816848,9031134,63290,182363,213456
Milne Inlet Port,46,25,6184,11257,2012,2011,2012,2012,3290,3325,3328,3326,296,314,347,347,59,58,59,59,540.7,41771,42573,2478872,6948995,8004739,53889,236000,287012
Fort William,42,24,298,460,1991,1996,1991,1991,252,339,356,356,25,32,42,42,28,34,32,32,42.2,3173,3234,198539,492258,711199,4727,19339,24252
Beresford,41,36,3410,5626,2006,2009,2004,2005,2816,3046,2900,2889,254,285,294,292,81,96,101,102,344.2,26376,26882,1676256,4452727,5609493,40884,171527,210786
Becancour,41,38,3309,5183,2008,2007,2008,2009,3577,4092,4037,4065,371,394,458,456,76,91,97,100,426.0,32639,33265,2497196,6156778,7911617,60907,221136,268244
Rimouski,40,35,3794,6297,2009,2010,2009,2009,3018,3157,3110,3136,285,294,318,321,45,78,67,67,412.0,31530,32136,2550273,6850873,8580741,63757,241279,296013
Sidney,34,19,918,1591,1987,1988,2015,2015,243,1278,1655,1816,51,162,645,657,14,51,287,295,90.6,6932,7065,361070,1024939,1173924,10620,45777,55759
Kitimat,34,33,4477,7667,2011,2011,2014,2014,5434,4254,4739,4892,451,376,519,526,185,200,235,238,408.8,31460,32064,2600758,6307573,7789560,76493,291696,353263
Esquimalt,30,14,3160,5598,1983,1999,2012,2012,337,2485,3633,5785,46,212,549,591,6,98,148,149,312.5,23839,24296,1331285,2990416,3397060,44376,129893,150318
Chemainus,29,13,674,1135,1978,1988,2008,2008,74,1721,3511,3676,15,198,744,752,8,107,149,147,56.0,4293,4376,437044,1090901,1429768,15070,60269,75055
Bald Rock,29,24,2767,2763,2007,2008,2011,2011,2388,2039,2398,3067,178,154,286,301,16,17,20,23,320.1,24548,25019,1711328,5928283,6713859,59011,222517,258837
Port-Daniel - Gascons,28,8,870,1414,2009,2006,2007,2007,1161,1861,1624,1652,101,172,173,175,74,69,103,104,96.9,7336,7477,553013,1279508,1631735,19750,72450,87794
Picton,26,6,23,36,2002,1987,2005,2006,84,119,99,98,10,19,21,21,20,35,26,27,5.1,385,392,19087,50147,73616,734,3084,3955
Bayside,26,19,950,1140,2000,2000,1998,1997,1759,3558,3545,3136,208,307,462,438,34,39,35,37,302.6,23096,23539,2682092,6001835,6918985,103157,236207,262427
Port Alberni,26,19,1532,2480,1999,2003,2011,2011,4105,3063,3867,3888,328,284,400,399,92,124,128,128,138.7,10659,10864,1031446,2884764,4317397,39671,184746,239751
Little Current,25,7,30,20,1981,1986,1991,1993,201,212,228,217,28,28,33,30,10,14,8,8,10.7,807,822,36652,95339,139130,1466,4694,6469
Corner Brook,24,17,703,622,2001,2001,2001,2002,1275,1357,1172,1381,90,98,94,107,149,123,117,166,164.8,12421,12660,310449,1367937,1913911,12935,76392,101500
Sillery,23,23,1941,3060,2008,2008,2009,2009,3266,3360,3486,3500,283,308,321,323,4,3,3,3,248.7,19021,19386,1272821,4568444,5604301,55340,257404,315908
Toronto,23,15,57,78,1987,1989,1999,1999,259,343,272,283,37,38,42,43,11,70,29,29,13.4,1007,1026,51986,137522,205003,2260,8802,11587
Port Simpson,22,4,1,1,1981,1987,1983,1981,117,120,149,152,30,28,32,32,18,16,18,20,3.0,226,230,4075,9008,10220,185,435,514
Sombra,22,16,121,230,1978,1974,1978,1978,245,182,242,249,25,24,33,33,11,10,15,15,17.0,1273,1297,54791,157336,190688,2491,11127,13757
Sydney,21,17,1804,2153,2000,2000,1999,1997,2232,1775,2000,2176,170,165,206,242,38,53,33,44,223.4,17115,17444,846694,2686094,2940465,40319,155516,175913
Saint Ignace,21,21,2268,3502,2010,2010,2009,2009,3270,4593,4449,4493,341,466,769,776,114,232,174,179,255.3,19558,19934,1662307,4025705,5578521,79157,298900,371106
Pond Inlet,19,12,807,1260,2000,2002,2011,2014,754,1714,2282,3158,63,174,309,337,7,12,13,13,111.3,8557,8721,343250,1161825,1443397,18066,81107,100879
Cornwall,19,18,373,561,1996,1998,2004,2004,157,1056,1113,1115,17,110,411,408,3,12,1,1,44.8,3426,3492,233206,643695,992015,12274,57060,73763
Stewart,18,18,1306,2093,2011,2011,2011,2011,4001,3576,3427,3413,350,320,375,374,56,84,96,95,122.7,9440,9621,963905,2476675,3486406,53550,216728,274046
Amherstburg,18,9,24,35,1980,1988,1987,1988,227,436,287,284,24,24,38,35,14,55,25,14,10.0,748,762,34796,76172,94839,1933,5494,6861
Arichat,18,18,1549,2891,2007,2007,2006,2007,1077,1292,1254,1239,102,118,127,124,45,75,81,82,97.4,7378,7519,697223,1536289,1769441,38735,122086,145278
Pointe-Claire,17,16,1166,1835,2008,2008,2008,2008,3440,3668,3712,3744,323,334,349,352,0,0,0,0,140.5,10742,10949,900941,2251339,3082238,52997,202654,250124
Coley'S Point,17,10,565,826,2000,2003,2005,2006,2474,3272,2840,2667,299,306,297,295,81,196,191,67,121.6,9255,9432,440358,1581584,1833593,25903,109540,133756
Goulais Bay,16,16,83,135,1979,1979,1983,1981,334,334,328,323,34,41,44,42,6,6,5,5,15.5,1161,1183,73882,190637,279560,4618,18442,23823
Matane,16,16,507,686,2007,2007,2006,2006,1670,2161,2085,2097,142,192,258,261,59,145,164,155,88.1,6681,6810,261869,953041,1405538,16367,97289,132697
Welland,15,13,92,135,1998,1998,2003,2004,218,366,437,429,30,38,60,59,1,3,3,4,14.0,1054,1074,63206,167689,248396,4214,18075,23308
Sainte-Catherine,15,15,676,1062,2004,2004,2004,2004,3514,3051,3511,3637,351,322,395,397,0,16,12,10,107.9,8236,8394,562855,1530776,2106410,37524,150465,189510
Cowichan Bay,15,15,3900,7281,2011,2011,2011,2011,4820,5270,5184,5193,434,474,488,488,264,256,252,252,254.2,19595,19972,1472709,4126229,4769470,98181,415190,507474
Port Hawkesbury,15,8,447,699,2000,2000,1999,1999,834,941,914,916,101,141,143,145,52,50,57,58,44.5,3341,3406,245035,573765,708330,16336,60527,72702
Arnold'S Cove,14,9,1282,2340,2005,2004,2005,2005,1555,1932,1658,1654,146,190,180,180,26,47,41,41,113.6,8603,8768,1275605,2725959,3063438,91115,233326,289671
Spragge Harbor,14,10,38,57,1976,1988,1987,1987,146,179,183,184,14,17,21,21,7,12,13,13,5.0,379,386,23914,59490,87068,1708,7106,8946
Saint Jean,13,13,1282,2263,2008,2008,2010,2011,3373,3049,3446,3459,316,287,358,360,3,12,4,4,122.1,9228,9405,1071536,2597644,3381252,82426,270229,339162
Leamington,13,7,37,57,1972,1983,1987,1989,441,415,393,376,39,37,51,40,35,32,21,14,9.3,695,709,98806,208417,262393,7600,19878,25623
Masset Harbor,12,12,5314,5669,2011,2011,2011,2011,4362,4340,4304,4303,264,293,283,284,2,3,3,3,452.3,34975,35647,2523697,6602381,8079867,210308,765556,926907
Odessa,11,2,6,8,1980,1982,1983,1987,49,51,73,73,8,8,13,14,15,14,19,19,1.3,98,100,8995,21464,27884,818,2788,3522
Batchawana Bay,10,8,33,69,1977,1978,1977,1975,316,246,228,233,30,29,33,33,9,11,9,9,5.8,434,442,39136,86019,110264,3914,12572,15133
Midland,10,2,31,38,1986,1991,1977,1969,247,271,247,237,26,26,25,24,32,46,323,393,10.0,753,768,18730,61964,108464,1873,9194,13193
Mooretown,10,10,32,68,1989,1989,1983,1981,70,138,172,191,15,17,29,31,12,20,9,8,4.4,329,335,19242,53039,62850,1924,7788,9534
Walpole Island,10,10,10,19,1981,1981,1980,1980,55,109,97,112,29,36,68,75,2,5,3,2,2.0,153,156,11516,25213,32060,1152,3630,4391
Kingsville,9,7,28,58,1982,1978,1977,1977,156,229,270,281,34,34,36,36,14,13,10,8,3.2,242,247,21915,55724,72467,2435,9347,11670
