Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Vancouver,1123,754,210526,316319,2008,2010,2010,2011,4497,4715,4210,4765,364,440,525,576,31,74,65,73,18964.9,1462185,1490258,112336247,301255654,353183464,100032,366512,437808
Halifax,928,318,83083,74243,2008,2007,2010,2009,756,1666,1655,1935,65,130,249,276,21,39,25,26,9485.3,725733,739667,59192156,165232481,186749717,63785,195209,223215
Sault Ste Marie,612,94,4219,7959,1978,1982,1979,1978,338,337,331,331,30,38,37,36,14,22,18,17,623.3,46811,47710,2822746,7247998,9372249,4612,18087,22487
Port Weller,531,182,2606,3971,1992,1999,1997,1997,228,324,317,319,27,39,46,46,20,56,40,41,411.1,30839,31431,1875060,4677317,6693347,3531,14142,17871
Saint John,516,135,13854,17955,2008,2009,2009,2009,563,1922,1024,1140,45,185,217,236,27,60,66,79,2068.9,157334,160355,9270875,29696389,34739735,17967,70626,84302
Roberts Bank,475,264,119179,178756,2009,2009,2009,2009,4334,4515,3281,3951,279,400,536,591,22,71,102,127,9810.7,754514,769000,64905015,163954371,185650051,136642,429703,500962
New Westminster,455,221,28036,19706,1998,2005,2005,2007,456,1848,1597,1472,50,152,302,322,20,50,44,50,2162.9,165219,168391,13481919,47081512,55424318,29631,107345,123172
Prince Rupert,381,252,65916,109633,2004,2011,2011,2011,3789,4603,3290,3905,352,448,480,522,54,93,95,98,5186.4,397769,405406,29893802,77755008,91179666,78461,297044,357058
Vancouver Anch,330,296,66030,113120,2007,2009,2010,2011,4617,4683,4988,5226,490,507,597,617,47,100,88,93,5396.6,416038,424026,31359264,80939907,95645467,95028,356555,429594
Victoria,267,52,5223,2057,2004,2003,2005,2008,89,1191,223,742,9,107,116,305,9,70,18,38,1266.4,95367,97198,1551652,7841949,10085036,5811,31586,39781
West Vancouver,264,95,15179,11878,1998,2005,2007,2011,569,2520,1180,2754,44,233,235,429,8,62,40,73,2642.5,200077,203919,8204018,28312214,32060402,31076,119851,132979
Longue Pointe,263,138,32664,41116,2004,2005,2003,2003,3298,3512,3547,3576,259,295,268,274,22,54,37,41,4228.7,324047,330269,28935067,78463162,91328347,110019,349300,412165
Port Moody,262,166,22739,39096,2008,2009,2011,2011,2301,4093,4099,4144,284,385,527,529,38,75,80,81,2767.8,212985,217075,13467360,44812551,52927380,51402,221717,271741
Port Colborne,239,107,1099,1663,1988,1994,1992,1992,211,314,297,302,21,31,46,47,17,38,35,37,170.2,12770,13016,792036,2030740,2966963,3314,13636,17396
Come By Chance Harbor,231,180,25477,46436,2009,2009,2009,2009,1891,2287,2372,2401,180,241,377,382,41,57,59,59,2755.2,210841,214889,20612771,48746238,55005445,89233,260611,321664
Quebec,227,184,32734,58906,2008,2009,2010,2010,3130,3664,4108,4205,274,339,580,598,45,99,85,84,3230.4,247628,252382,20022669,48204698,58017704,88206,295643,358130
Montreal,216,134,18684,25241,2007,2007,2006,2007,3268,3137,3301,3309,249,279,268,275,22,68,50,57,2635.7,201681,205553,17454607,48928834,58548530,80808,272616,326957
Port Cartier,199,152,69044,131866,2010,2011,2010,2010,3118,5726,5997,6073,354,582,932,939,52,79,71,71,4347.3,335001,341433,29746686,65552216,76246406,149481,486458,574114
Thunder Bay,193,97,1007,1547,1997,1999,1998,1998,239,254,268,267,24,37,40,40,1,9,10,9,143.1,10748,10954,657713,1608353,2304490,3408,13826,17308
Sarnia,191,57,727,1399,1983,1984,1983,1982,171,238,280,283,19,32,42,41,12,23,20,18,140.3,10536,10739,546317,1449296,1853698,2860,10991,13730
Nanticoke,181,42,731,1089,1982,1985,1984,1984,187,251,234,233,19,33,34,33,11,34,15,15,123.3,9259,9436,583845,1469341,2037375,3226,12179,15337
Montreal Est,138,117,11653,19293,2009,2009,2009,2009,3385,3239,3283,3286,293,297,329,329,38,58,50,50,1572.5,119918,122220,8864692,28637021,34907588,64237,264747,325387
Point Tupper,127,82,10773,19460,2007,2007,2007,2007,1052,1781,1583,1569,147,186,250,249,38,56,65,66,1170.4,88988,90697,7830225,17728517,20601279,61655,184270,227931
Sept-Iles,94,89,42904,82354,2011,2011,2011,2011,3131,5843,6744,6800,372,592,944,948,47,68,65,65,2505.3,193213,196923,17780444,38472696,44188459,189154,584762,687362
Cockburn,90,20,325,504,1965,1978,1969,1969,266,272,263,262,25,26,29,29,8,24,12,12,51.7,3878,3953,225938,609920,930976,2510,11185,14468
Hamilton,89,53,790,1193,1994,1999,1995,1996,274,671,528,529,38,100,122,123,17,29,25,25,129.0,9724,9911,730128,2001114,2734374,8204,31974,40221
Three Rivers,89,82,7487,11939,2008,2008,2008,2008,3334,3810,4006,4092,294,361,508,528,39,63,62,63,982.3,75215,76659,5359912,14441584,18568943,60224,235352,290416
Blacks Harbour,89,3,4,2,1995,1999,1998,1995,108,111,139,137,14,14,89,128,9,12,11,10,6.6,498,508,16427,36439,41428,185,434,515
Canaport,87,81,18025,32129,2010,2010,2010,2010,2342,2544,2585,2581,221,273,321,328,43,72,73,74,1649.5,123141,125505,11732957,24407497,26619169,134862,379180,474097
Fort William,83,40,443,687,1992,1996,1993,1993,237,268,269,268,22,28,30,30,1,8,9,9,60.5,4542,4630,302644,736747,1051786,3646,14532,18137
Nanaimo,83,46,5900,9546,1999,2005,2012,2012,4229,3787,4572,4622,373,367,499,504,37,82,109,109,558.5,43009,43835,3789567,9758026,13981634,45657,193307,245518
Baie Comeau,81,62,6760,10981,2010,2011,2011,2012,3059,3632,3866,4039,274,380,565,596,45,72,65,67,825.6,63328,64544,3905318,10361302,13635908,48214,203576,255394
Pointe Noire,77,59,31132,59411,2008,2010,2011,2011,2926,5854,6927,7081,306,566,924,934,58,99,60,59,1863.9,143715,146474,12497640,27704648,32170835,162307,499545,594407
Beaver Cove,74,10,3141,5165,1995,1997,1997,1997,930,759,1053,1055,80,75,100,100,26,22,31,31,315.1,23709,24164,1061500,3110575,3566405,14345,65296,79933
Powell River,72,16,176,304,1981,1982,2015,2016,183,566,3118,3868,36,106,504,512,13,110,32,31,26.3,1993,2031,168304,431292,541729,2338,7701,9898
Goderich,71,21,344,495,1989,1989,1995,1994,224,228,273,269,27,27,42,42,12,11,14,14,45.4,3411,3477,213043,558524,841034,3001,13117,16789
Sorel,61,60,5072,8203,2010,2010,2009,2009,3390,3951,3986,4025,297,391,522,527,96,110,124,124,616.4,47295,48203,3512862,8288242,11518702,57588,224085,277414
Port Alfred,60,40,4181,7071,2011,2011,2012,2013,2724,2743,2612,2564,267,278,312,306,31,62,54,53,457.1,34818,35486,2275903,6228095,7738056,37932,154387,191383
Pointe Aux Trembles,57,50,4086,6676,2009,2009,2009,2009,3525,3176,3338,3372,295,298,342,345,34,47,48,47,595.6,45392,46264,2796113,11201903,13328670,49055,237244,289503
Point Edward,55,47,146,235,1985,1987,1995,1994,146,213,187,185,19,29,39,39,22,100,66,74,49.4,3710,3781,117732,313342,434048,2141,8616,10944
Milne Inlet Port,54,28,7259,13257,2011,2011,2012,2012,3213,3212,3428,3439,312,317,378,378,54,58,64,65,776.4,59827,60976,2933425,8260929,9484974,54323,237444,288860
Crofton,54,36,4478,6967,1993,1998,2008,2008,4465,3687,4797,4840,384,335,451,452,36,77,78,79,452.7,34865,35534,2814732,8449099,12211486,52125,256815,337858
English Bay,52,14,2525,271,2001,1992,2005,2005,796,1128,758,767,46,356,58,84,8,23,10,10,715.3,53807,54840,1694126,5922360,5793495,32579,101813,93789
Port Mellon,52,16,977,1570,1981,1988,2001,2001,368,1202,2045,2070,50,123,328,323,12,19,21,21,104.2,7961,8114,502486,1623971,2200756,9663,48759,64270
Yarmouth,49,2,170,33,2007,2008,2007,2008,199,249,405,353,8,19,54,44,0,14,2,13,109.6,8231,8389,118092,306012,373916,2410,5527,5196
Argentia,49,16,1033,1458,2007,2007,2007,2007,1630,2223,1856,1876,121,188,178,185,56,37,42,40,221.4,16904,17229,1586053,3981659,4660204,32368,91692,108573
St Johns,45,44,1699,1267,2001,2001,2003,2007,2227,3825,2474,2395,213,577,628,469,34,140,111,108,439.4,33554,34198,2112653,6057447,7337858,46948,148421,179254
Sainte-Catherine,44,44,1623,2467,2006,2006,2008,2008,3172,2741,2816,2818,276,249,314,314,35,60,82,83,308.2,23494,23945,1686701,4788937,6241567,38334,144537,178634
Kitimat,42,32,4310,6443,2004,2006,2003,2003,4027,3063,3402,3326,350,310,405,407,16,73,42,44,444.9,34157,34813,2570806,8487574,12046769,61210,322690,430324
Becancour,41,35,2192,3425,2009,2009,2010,2011,3081,2813,2914,2985,255,302,352,356,30,56,69,72,317.7,24203,24668,1888328,4981418,6117856,46057,161940,194392
