Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Nanaimo,1561,65,2333,888,1991,1989,2000,2001,78,1041,539,264,9,95,1120,498,2,130,167,137,922.6,66305,67578,3036083,11607519,9702762,1945,4536,5193
Port Weller,1143,247,3850,5862,1995,2000,1999,1999,214,263,220,221,26,59,48,46,3,7,15,15,641.9,48024,48946,3389242,8317630,11074661,2965,10677,13187
New Westminster,985,82,359,409,1976,1996,2001,2003,49,222,106,112,8,132,142,117,10,61,82,93,184.8,13873,14140,744805,2360386,2379350,756,2108,2689
Cornwall,931,252,2818,4300,2001,2003,2002,2002,218,188,181,180,22,33,64,60,0,2,1,1,433.4,32473,33096,2383934,6055769,8105998,2561,9516,11762
Quebec,910,304,6040,6352,1999,2003,2000,2001,156,360,283,248,17,126,139,150,29,72,86,86,1955.0,146855,149674,5971071,16930875,21379816,6562,21818,26474
Montreal,794,278,4668,5029,1999,2002,2004,2003,142,245,325,285,18,62,77,79,7,31,45,52,1079.1,81080,82636,3974406,10833728,13510165,5006,17101,20455
Sidney,740,22,383,253,2007,1984,2002,1998,81,1400,115,110,10,237,273,160,1,159,40,30,296.5,19748,20127,1150911,6967685,3909701,1555,3701,5101
Vancouver,663,263,5764,5898,1996,2005,2007,2008,120,587,408,327,36,178,345,115,37,99,143,73,1127.3,84637,86262,3929653,10372107,12413387,5927,18279,21456
North Sydney,649,23,3446,1073,2004,1996,2003,2004,117,901,201,199,9,256,47,55,4,35,28,26,723.0,54282,55325,5838041,14387338,17602889,8995,19412,18015
Port Aux Basques,625,15,2602,773,2004,2001,2003,2004,116,264,157,151,9,26,47,37,3,27,13,12,574.4,43126,43954,4697099,11608436,14231568,7515,16114,14768
Halifax,513,152,6685,5654,1999,2001,2001,2001,471,905,503,614,40,149,78,84,16,96,35,30,1516.9,113860,116046,6958631,23014176,25550590,13565,44372,53046
Port Colborne,442,150,1558,2386,1993,1997,1995,1996,98,194,228,233,24,29,54,55,1,11,13,13,243.6,18240,18590,1251358,3039186,4133339,2831,10458,12930
Montreal Est,387,161,1992,3258,2006,2005,2005,2005,145,268,232,229,25,40,51,51,38,44,47,47,817.0,61148,62322,2198864,5145339,6465155,5682,17533,21529
Sainte-Catherine,385,152,1362,2070,2000,2003,2000,2000,88,203,206,206,17,35,64,63,0,12,18,17,220.8,16568,16886,1046419,2569030,3432038,2718,10136,12507
St Johns,359,84,4125,3578,1996,1995,2001,2003,625,2019,794,788,60,447,258,187,23,301,63,59,1213.3,91118,92867,6106520,15460672,18873072,17010,48714,59375
Hamilton,352,171,1191,1844,1998,2002,2003,2003,248,249,234,235,25,38,43,42,46,125,97,96,339.2,25444,25932,1036406,2709869,3683419,2944,11261,14055
Powell River,351,28,99,16,1974,1978,2012,1997,102,480,1188,362,17,59,67,66,4,52,769,455,75.7,5515,5621,237618,559555,729668,677,1663,2101
Prince Rupert,343,66,3194,4653,2003,2006,2011,2012,163,644,464,792,17,122,276,354,7,114,178,222,423.1,31924,32537,1688861,3948264,4657532,4924,13971,15724
Etang-Du-Nord,341,31,1229,1137,1981,1994,1982,1983,150,386,324,467,12,42,73,56,15,139,33,29,473.3,35417,36096,1238265,2878706,3485236,3631,9696,10538
Cardinal,337,160,912,1395,2001,2003,2001,2001,192,163,159,159,19,34,31,31,0,2,1,1,130.3,9720,9907,757235,1913861,2590526,2247,8426,10429
Longue Pointe,262,166,996,1405,2004,2005,2006,2007,155,235,225,218,22,43,62,61,12,30,36,35,255.8,19216,19585,948405,2698420,3421884,3620,13264,16371
Port Hardy,250,33,561,100,1995,1986,2006,2003,281,638,341,369,24,158,62,118,8,101,36,162,215.7,16197,16508,614538,1449293,1739787,2458,5525,5780
Port Cartier,249,92,2151,3525,2003,2005,2005,2005,388,369,358,360,33,49,92,89,29,73,63,67,324.0,24350,24818,1430292,3421601,4371302,5744,20828,25216
Roberts Bank,246,119,3531,2791,2004,2004,2008,2010,115,876,386,240,30,217,764,300,38,105,534,160,888.3,65939,67205,2391262,5781167,7025729,9721,25272,27040
Three Rivers,226,139,1151,1747,1999,2003,2004,2004,109,400,287,289,16,73,167,167,32,58,84,86,331.8,24979,25458,1112532,2818438,3629041,4923,17058,21002
Souris Harbour,223,17,331,92,1980,1991,1983,1996,82,394,161,258,6,151,60,236,0,23,29,25,165.4,12421,12659,317306,776432,949302,1423,3376,3463
West Vancouver,217,47,415,363,1982,1996,2004,2006,125,287,202,402,20,68,69,112,10,37,87,174,125.1,9394,9574,411533,1254680,1629939,1896,6322,7967
Saint John,204,72,4380,5056,2003,2003,2004,2004,658,741,703,927,68,207,116,140,23,77,32,41,813.0,61070,62243,3510213,11425521,13113342,17207,61724,72600
Sault Ste Marie,201,77,1358,2181,1997,1993,1998,1997,258,371,371,361,30,42,44,43,1,9,3,3,187.9,14110,14381,958399,2337406,3132014,4768,17984,22123
Port Mellon,198,39,112,141,1978,1988,1995,1997,183,239,139,127,41,117,109,109,4,34,81,85,88.1,6617,6744,427342,1117615,1461224,2158,6370,8631
Toronto,197,50,312,457,1991,1996,2005,2006,146,249,196,203,19,33,33,33,30,95,110,105,100.3,7528,7672,317693,799895,1132589,1613,5976,7693
Sarnia,194,52,615,908,2000,2000,2000,2000,269,288,266,266,30,45,41,41,35,38,32,31,237.0,17762,18103,804875,2111199,2607495,4149,13567,16362
Come By Chance Harbor,190,95,8403,14556,2009,2009,2013,2013,748,870,1203,1207,87,104,255,255,54,70,144,144,1169.8,87870,89557,5695612,13841603,15767471,29977,93574,113695
Crofton,186,34,168,214,1977,1991,1995,1999,103,658,149,132,17,155,544,224,9,61,162,86,76.5,5743,5853,444636,1087723,1488501,2391,6991,9754
Port Moody,183,54,142,224,2000,2006,2011,2012,93,159,134,129,42,108,249,212,15,41,80,79,171.5,12886,13133,263460,762987,949890,1440,4810,6077
Queen Charlotte,182,16,230,32,2001,1986,2006,2004,101,418,121,121,9,68,14,20,4,19,7,9,72.5,5445,5549,230855,552651,681784,1268,2766,2775
Sydney,181,61,2927,1742,1997,1996,1999,1995,285,465,419,605,27,61,131,327,11,29,16,30,605.2,45481,46355,1592177,6320578,7467677,8797,35399,40065
Sept-Iles,172,62,673,924,2006,2001,2007,2007,158,467,326,418,19,102,51,58,8,107,101,128,156.8,11688,11912,530668,1502183,1834996,3085,10616,12732
Nanticoke,170,44,429,624,1998,1993,2001,2001,240,211,241,243,23,27,43,43,36,39,54,54,201.1,15102,15391,699427,1773509,2123435,4114,12702,15249
