Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United States of America,6620,1582,147045,178492,1995,2004,2005,2005,329,1146,748,857,36,126,173,221,12,62,44,55,22282.4,1681544,1713830,94425410,279012227,331052940,14264,50820,61037
China,678,557,182579,275699,2010,2011,2010,2011,5239,5418,5108,5163,468,529,469,502,72,129,107,118,15755.7,1215634,1238974,90462855,245426459,293043190,133426,511533,619642
Japan,482,408,101818,151015,2011,2011,2010,2011,4461,4538,4463,4493,390,447,436,469,60,106,92,108,6945.4,535395,545674,44282471,127695627,153311543,91872,357733,430118
"Korea, Republic of",469,350,132861,180986,2010,2010,2010,2010,4695,4877,4761,4782,378,437,391,423,67,115,95,109,11445.5,883147,900104,73054018,188123957,221911709,155765,525938,625311
Netherlands,286,232,36320,64109,2009,2010,2010,2011,3304,3283,3201,3202,296,314,318,320,52,78,102,107,3358.9,255959,260874,19221795,58486582,69076670,67209,267217,322929
United Kingdom of Great Britain and Northern Ireland,284,170,45673,45562,2008,2008,2009,2009,2841,2883,2805,2830,209,257,224,250,30,66,55,79,3664.4,281047,286443,26479799,73191154,84507245,93239,290448,330609
Spain,282,184,34765,50820,2008,2007,2008,2008,3004,3489,3133,3139,242,337,320,315,64,89,80,86,3929.2,300666,306438,27132677,72503545,83163944,96215,305550,360351
Brazil,164,128,19521,33147,2011,2011,2011,2011,3999,4390,4288,4267,390,432,447,446,72,90,93,94,2004.4,154190,157150,11570476,27924645,36951296,70552,275404,337704
Germany,146,84,24350,25929,2009,2010,2009,2010,3394,3667,3420,3438,256,336,305,344,56,72,66,86,2128.3,162488,165607,12910807,38311305,44505643,88430,298145,346468
Gibraltar,137,135,20919,38347,2010,2010,2011,2011,3110,3219,3146,3141,284,305,318,318,72,104,117,119,1603.2,122933,125294,11723729,25832123,30824456,85575,272846,330792
Belgium,128,82,13120,16097,2007,2009,2007,2008,3358,3316,3348,3372,268,301,285,298,57,66,61,72,1614.4,123348,125716,9239264,29807938,34765515,72182,269555,320723
Portugal,110,64,14141,19025,2004,2006,2004,2004,2983,2901,2894,2929,212,250,225,233,62,88,91,103,1691.3,129609,132097,12309188,33310778,37651995,111902,340734,397911
Russian Federation,101,97,19373,32802,2012,2012,2012,2012,4424,4690,4700,4742,402,476,519,537,83,120,119,122,1469.3,113095,115266,9801444,23851096,29021057,97044,352821,424979
Sri Lanka,90,41,65796,71329,2011,2010,2011,2011,8127,8116,8140,8140,456,460,459,459,14,15,16,16,7320.8,566309,577182,41658809,110914631,126220798,462876,1460580,1692058
France,88,47,13989,22385,2010,2010,2010,2010,3384,3209,3198,3176,243,301,270,277,36,134,87,98,1365.7,105064,107082,9345109,24156921,27461192,106194,338753,397048
Mexico,73,63,4663,7320,2010,2009,2010,2010,2629,2775,2469,2463,253,316,322,329,77,147,122,125,526.5,40224,40996,2704965,8645852,11346248,37054,173053,219226
Iceland,65,23,1941,1234,2006,2003,2006,2008,1646,3065,1936,1992,131,255,197,216,8,186,150,128,465.6,35636,36320,2547586,7233245,8075788,39194,112013,123205
"Taiwan, Province of China",60,25,19692,21716,2004,2006,2004,2004,5545,6021,5624,5658,410,516,417,430,68,84,75,75,2175.1,167951,171176,14346363,37252005,42408579,239106,726508,844246
Puerto Rico,52,13,1272,1463,2008,2008,2008,2008,1646,1639,1674,1673,130,127,131,130,12,15,16,16,249.7,19097,19464,1354632,5254890,5996185,26051,109079,133100
Malta,50,46,7309,13000,2007,2008,2009,2009,4272,4320,4227,4213,392,396,387,385,36,61,78,78,661.1,50774,51749,4999630,10979272,14017778,99993,326298,400056
Colombia,44,25,4148,6920,1998,2002,1997,1997,2443,2509,2461,2461,222,247,232,232,44,70,65,66,373.6,28699,29250,1819258,4838776,5695186,41347,167248,204858
Norway,43,38,3880,6319,2009,2009,2011,2011,3214,3182,3245,3197,309,299,315,314,48,105,92,87,493.3,36708,37413,2293081,7420949,8856621,53327,228497,288713
Denmark,41,36,2413,3918,2008,2008,2009,2009,3339,3428,3399,3404,313,387,322,315,25,110,61,55,388.5,29511,30078,2363281,6873779,8994861,57641,222112,284825
Panama,38,38,2682,4368,2010,2010,2011,2011,3277,3099,3103,3100,286,303,315,316,65,97,90,88,344.3,26367,26874,2258195,5289093,6743150,59426,198473,242736
Morocco,38,33,6039,9653,2010,2010,2012,2013,3283,5140,4989,5194,312,495,717,759,70,101,160,168,646.4,49693,50647,3830326,10371877,12286963,100798,370236,445148
Australia,38,38,15904,29315,2013,2013,2012,2012,6814,8450,9109,9178,707,780,931,938,178,188,148,146,1142.1,88261,89956,7954287,17148953,20305189,209323,675202,799789
Greenland,37,22,988,230,1993,1993,1992,1990,880,2172,1692,2311,67,279,407,557,16,57,48,62,227.5,17302,17634,694510,2476644,2962833,18771,62247,70846
Turkey,34,31,6777,12008,2008,2008,2009,2009,5119,5518,5497,5476,446,550,619,594,42,78,109,112,604.0,46467,47360,4158555,9580424,12070169,122310,416897,509072
Jamaica,34,22,1894,2940,2009,2009,2009,2008,2500,2653,2555,2596,222,260,272,276,52,109,102,105,239.5,18341,18693,1512108,4154921,5127496,44474,166696,203140
Italy,34,23,6128,7112,2005,2006,2005,2003,4119,3890,4035,4210,270,290,286,298,46,52,54,67,645.8,49634,50587,4732625,13087255,14881624,139195,429065,497493
Bahamas,32,28,2508,4336,2006,2006,2007,2007,2438,2234,2251,2237,280,263,291,290,95,103,108,108,444.6,33792,34441,3141809,6041541,7903390,98182,260945,328979
Sweden,28,26,1488,2424,2008,2008,2009,2009,3339,3326,3331,3338,313,310,309,309,42,60,64,62,243.0,18495,18851,1296164,4372486,5485087,46292,200167,250000
Cuba,27,11,1047,1527,2005,2007,2007,2007,1631,3714,2943,3088,137,383,864,912,47,53,36,34,179.5,13764,14028,751263,2360421,3248813,27825,127358,163482
Virgin Islands (U.S.),24,10,666,1025,2006,2004,2006,2006,1696,2224,2042,2076,128,248,248,265,24,62,59,62,146.5,11205,11421,612505,2212672,2651969,25521,110149,137250
Singapore,24,24,13514,25217,2011,2011,2011,2011,10113,10676,11875,12038,1004,1033,1215,1227,56,115,99,99,971.7,75087,76528,8391414,18402848,21306980,349642,1085268,1303830
Ireland,23,22,2256,2548,2005,2005,2007,2010,2755,2600,2504,2653,241,258,249,312,49,126,88,121,308.5,23682,24137,1025371,4238087,5173149,44581,211511,254290
"Bonaire, Sint Eustatius and Saba",22,16,1731,3037,2012,2011,2013,2013,2429,2441,2428,2427,246,256,249,248,91,100,99,98,175.3,13412,13669,757869,2203049,2637945,34449,154171,189279
Trinidad and Tobago,22,17,1693,2008,2008,2008,2008,2008,2852,2768,2505,2614,245,241,216,230,26,38,34,34,287.1,19829,20210,546741,3222296,3333710,24852,176010,238386
Sint Maarten (Dutch part),20,3,348,469,2007,2008,2007,2007,1646,1785,1693,1686,111,127,117,115,10,14,29,29,93.9,7195,7333,434542,1685675,1923469,21727,90975,111010
Chile,19,19,2751,4525,2012,2012,2013,2013,5386,5973,5789,5713,504,593,606,582,127,134,144,148,337.8,26017,26516,1953676,4843475,6146686,102825,376818,462969
Egypt,18,18,5115,9495,2009,2009,2009,2009,4951,5037,4933,4923,446,456,442,441,46,68,70,71,461.3,35481,36162,3531080,7000602,8356588,196171,561825,686783
Guinea,15,12,2397,4419,2011,2013,2011,2011,3854,3867,3845,3843,511,497,487,488,135,196,181,181,209.3,16102,16412,900148,2642193,3018391,60010,274218,335130
Fiji,14,5,2013,2615,2007,2007,2007,2007,5212,5220,5244,5243,313,314,324,324,28,23,31,31,339.6,26247,26751,2194830,7907337,8584128,156774,566231,660974
Nigeria,14,14,4770,9136,2009,2009,2009,2009,4919,4697,4853,4864,478,563,601,600,40,44,44,44,400.2,30796,31387,3391998,6420270,7280546,242286,645344,777246
Indonesia,13,13,6412,12003,2010,2010,2011,2011,9910,9431,10080,10153,978,972,1125,1127,60,123,94,92,472.3,36453,37153,3169265,7526041,8575029,243790,846304,1024700
Cabo Verde,13,13,1820,3317,2012,2012,2013,2013,3135,3121,3152,3154,298,389,486,494,95,243,159,149,148.3,11378,11597,1110217,2347724,2837693,85401,265145,321593
