Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,433,90,12313,1190,2000,2000,2005,2004,167,493,392,387,16,38,67,72,9,16,12,15,2564.3,198152,201956,3310879,20272256,24590611,7646,41449,47447
Container,297,33,1263,1614,2006,2007,2007,2007,234,386,425,425,22,34,62,62,13,67,34,35,404.3,30949,31544,1831230,6323089,7194049,6166,22652,27158
General cargo,118,28,216,277,1991,1995,2002,2002,179,625,271,286,26,115,139,149,14,63,56,58,83.1,6356,6478,264355,820398,1169914,2240,9629,12914
Chemical tanker,81,22,488,765,2008,2007,2008,2008,440,808,775,776,40,102,152,150,31,41,49,48,162.4,12382,12619,760708,2353339,2814121,9391,32328,38735
Refrigerated bulk,54,9,256,274,2003,2002,2006,2006,146,787,349,339,12,51,114,111,7,22,28,28,107.3,8190,8347,813693,1777959,2002703,15068,32111,34670
Ferry-RoPax,54,3,4,1,1965,1968,1966,1966,144,153,137,136,15,16,23,22,5,10,14,13,9.7,728,742,33503,72481,96367,620,1385,1974
Liquefied gas tanker,47,7,920,817,2008,2006,2011,2011,215,1366,2264,2120,16,182,324,322,15,23,35,35,145.2,9327,9506,212749,1441213,1222484,4527,38478,58888
Oil tanker,39,10,1984,3860,2004,2005,2011,2011,238,1792,4890,5470,23,198,807,815,31,80,231,234,170.2,13112,13364,1226573,1957013,2138523,31451,85505,108113
Vehicle,35,14,207,66,2003,2004,2005,2004,200,170,202,202,29,19,30,31,5,9,8,8,22.8,1752,1786,66759,294336,340871,1907,7250,7803
Bulk carrier,30,14,708,1271,1993,2003,2013,2014,462,1376,2318,2664,101,150,721,740,87,95,32,30,71.9,5537,5643,429470,1077851,1276557,14316,54311,66109
Service - other,13,11,99,60,1997,1997,1997,1998,1207,2362,2376,2557,404,407,523,490,118,151,130,131,39.5,3011,3069,417307,856222,922631,32101,71429,80654
Service - tug,4,3,1,1,1986,1990,1991,1991,336,934,894,849,188,244,320,316,28,29,30,30,2.1,157,160,14599,34523,46225,3650,9425,12725
Miscellaneous - fishing,1,1,10,4,2008,2008,2008,2008,4353,4353,4353,4353,328,328,328,328,455,455,455,455,5.0,379,386,24672,54727,62219,24672,58064,68832
