int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Kelvingi,70,68,2007,2007,2007,2007,1783794933,3114148055,188,952,981,996,254,19268
Naissaare,234,166,2006,2006,2010,2010,3310536862,5695948916,177,619,575,594,596,44970
Nurme,78,75,2007,2007,2012,2012,2352017327,3959978212,195,895,1231,1221,307,23257
Paldiski,726,289,2002,2003,2009,2010,8811892215,12553876443,229,1096,857,1396,1430,108152
Sillamae,578,305,2006,2005,2008,2008,16348620212,27860160069,624,1480,2154,2350,2202,167221
Vikati Sadam,63,53,2001,2000,2008,2009,383686215,593679167,378,543,787,944,74,5560
Oti,278,216,2005,2005,2009,2010,4592830955,7667889953,419,923,954,964,739,55982
Paldiski Pohjasadam,442,74,1998,2005,1997,2000,2211766309,1117951911,166,624,281,344,518,38902
Montu,78,68,1999,2000,2006,2008,622862271,922163007,849,1008,1174,1196,115,8683
Bekkeri,20,20,2002,2002,2006,2006,55270220,82316834,381,585,348,331,28,2092
Kunda,421,176,2001,2000,2003,2004,795148285,1119743443,363,593,544,547,264,19819
Tilgu,378,262,2007,2007,2010,2010,5331388410,8949597375,178,712,549,549,1042,78716
Ruhnu,51,43,2001,2001,2008,2008,222335250,348706246,459,664,666,683,47,3509
Muuga,956,449,2002,2004,2008,2009,17662110660,28769362474,319,1153,1365,1550,2726,205992
Kalana,91,79,1996,1999,2006,2007,368800405,556964171,290,521,538,553,94,7072
Parnu,161,98,2002,2002,2003,2003,334779450,463760466,451,596,585,592,101,7564
Vene Balti,195,129,1991,1999,2002,2003,965226117,1438696612,269,758,1073,1173,332,25012
Piirivalvesadam,228,96,1997,2000,2003,2003,227406847,321316210,192,466,379,381,98,7395
Paljassaare,124,85,1985,1989,1993,1994,87350464,105643580,201,389,367,352,124,9297
Eisma,18,16,2001,2003,2004,2004,365784094,643259318,165,610,1129,1205,42,3187
Keri Saar,36,15,2009,2007,1998,1998,139998002,161622976,84,690,382,417,46,3442
Viinistu Sadam,24,17,2003,2003,1997,1998,155800239,194102978,135,671,417,433,50,3824
Vosu,16,12,1998,1998,2004,2005,79905156,108576590,136,474,312,385,18,1381
Lohusalu,22,15,2005,2003,2005,2006,55594911,92969493,107,237,178,186,18,1353
Ringsu,45,38,1999,2000,2005,2005,177487481,276154545,498,791,874,928,39,2936
Montu Vaikelaevade Sadam,183,137,2001,2002,2002,2005,1539317609,1955522622,596,805,1030,1025,371,27914
Roomassaare,77,53,1996,1998,1998,1999,89536617,110915279,362,729,426,444,41,3101
Kihnu,7,7,2007,2007,2005,2006,17646614,23263129,575,710,682,674,5,340
Roopa,70,54,1997,1997,2000,2001,146078605,179823205,419,522,474,456,48,3579
Liu,13,12,2001,2001,2005,2005,33218769,45399354,505,700,764,757,9,643
Admirali Vaikesadam,1,1,2011,2011,2011,2011,1578882,2361105,451,451,451,451,0,31
Osmussaar,40,28,1991,1996,2004,2005,67687846,102432466,196,329,242,231,28,2135
Vanasadam,288,73,2005,2000,2007,2006,5456201178,578323424,194,260,255,262,1681,126218
Lehtma Kalurisadam,44,26,1985,1990,1987,1987,40267845,51649064,365,362,335,381,17,1308
Rohukula,11,11,1992,1992,1992,1993,10492063,13601671,306,438,433,420,6,445
Laatsa,13,12,2003,2003,2006,2006,52051699,67826432,661,694,722,724,15,1156
Kakumae,156,67,1993,1998,2001,2001,354675952,514229338,311,567,419,399,165,12440
Karepa Sadam,14,12,1999,2000,2002,2002,26364946,32658137,368,537,525,506,9,639
Heltermaa,54,39,1996,1997,1998,1997,61622691,71281070,307,442,446,411,32,2385
Kaavi Paadisadam,84,78,1998,1998,2002,2005,521921782,641538383,587,684,727,720,112,8378
Hiiessaare,2,2,2004,2004,2016,2017,46309195,79545211,1129,1129,1191,1195,19,1435
Kaldu,6,6,1998,1998,1998,1998,12334836,16839311,499,697,648,656,4,329
Saaremaa Sadam,16,16,1991,1991,1999,1997,59838626,29320861,312,478,543,519,15,1147
Tallinn Old City,615,33,2002,1989,2006,2007,17430819109,2171668759,249,1660,711,715,3437,248785
Doberani,4,4,2001,2001,2003,2003,6120163,9086486,496,503,509,508,2,158
Veere,5,5,1989,1989,1984,1988,1916147,2101382,361,1094,268,232,4,329
Lomala,11,11,1998,1998,2001,2001,27999881,39951221,515,521,509,513,9,661
Dirhami,4,4,1983,1983,1986,1983,995614,295762,1404,2041,1810,1269,6,417
Aegna,6,6,2007,2007,2005,2005,22647483,26547676,246,474,319,499,7,558
Narva-Joesuu Sadam,14,7,2004,2000,2015,2017,11022979,14803374,161,205,266,284,8,610
Muratsi Sadam,1,1,1998,1998,1998,1998,587239,855037,208,208,208,208,0,16
Miiduranna,27,19,1988,1989,1994,1996,26500579,33535296,299,965,543,500,37,2795
Sigatsuaru Vaikesadam,5,5,2005,2005,2007,2007,22449237,30617085,936,1032,1060,1050,5,383
Peerni,1,1,2010,2010,2010,2010,4565129,6108726,1113,1113,1113,1113,1,66
Kaunispe,30,28,2001,2001,2003,2003,91243697,123437274,482,766,793,828,32,2435
Suaru Kalasadam,20,19,1999,1999,1997,1997,119515462,139052209,641,993,1554,1413,48,3592
Voiste,3,3,2005,2005,2004,2004,6563284,8517190,815,735,921,951,3,198
Virtsu,77,30,1996,2001,1997,1997,110544080,160344226,484,634,524,523,41,3105
Nasva,15,12,2015,2014,2011,1986,85682,23403,100,102,29,7,3,221
Korgessaare,9,7,1986,1986,1992,1996,9743818,9525005,233,246,268,299,4,276
Koljunuki,1,1,1981,1981,1981,1981,58650,14761,197,197,197,197,1,55
Karsa,3,3,1998,1998,1998,1998,7324852,10073705,603,771,776,759,2,178
Roograhu,1,1,1985,1985,1985,1985,668507,1007681,201,201,201,201,0,18
Lehtma,20,14,1989,1992,1996,1996,41328663,55230852,463,641,686,695,74,5558
Lindi,3,3,2004,2004,2002,2002,8746889,12489376,744,713,706,707,3,224
Abruka,11,9,1994,1997,1997,1998,11250137,15611520,381,433,335,333,5,406
Neeme,2,2,2007,2007,1997,1996,502169,731816,94,94,139,152,0,12
Molgi,8,8,2001,2001,2012,2012,41050689,68937641,184,449,315,315,10,748
Kesse-Jaani,1,1,2005,2005,2005,2005,2425918,3492837,607,607,607,607,1,39
Veere Vanasadam,6,6,1994,1994,1998,2000,10104250,13649822,339,1732,652,657,8,636
Salinomme Paadisadam,7,7,1992,1992,1991,1991,3462719,4426223,170,233,220,218,2,167
Papissaare Sadam,1,1,2005,2005,2005,2005,1430814,1996906,120,120,120,120,1,56
Suursadam,4,3,1986,1984,1991,1990,1955182,525875,207,2824,3555,2219,3,256
Kallaste,2,2,1990,1990,1991,1991,1012180,1621680,242,242,252,255,0,27
Sviby,7,6,1993,1994,2000,1992,3453247,2901978,252,502,483,396,7,540
Munalaiu,5,5,1994,1994,2003,2006,10569142,14310956,614,932,669,654,23,1712
Taaliku Sadam,1,1,2011,2011,2011,2011,641420,727032,148,148,148,148,0,27
Purtse Jahisadam,3,3,1985,1985,1996,1997,421249,387109,184,183,124,120,1,43
Lautri,10,10,1989,1989,2000,2000,7624842,9886377,297,369,363,361,4,272
Ristna,5,4,1995,2000,2005,2004,38245205,70096859,105,186,265,269,10,735
Leppneeme,3,3,1998,1998,2002,2002,6601018,12321072,117,98,167,168,2,144
Soru Vaikelaevasadam,2,2,1987,1987,1997,1999,4342776,5859342,1347,1347,1354,1356,2,177
Nasva Joesadam,1,1,2005,2005,2005,2005,20543053,30399987,2073,2073,2073,2073,8,568
Kardla,4,4,1984,1984,1985,1985,3534532,4403571,311,356,356,354,1,76
Hundipea,5,4,1984,1987,2008,2001,16670498,10844908,790,1167,1793,1208,9,567
Vana-Sauga Sadam,5,5,1996,1996,2011,2011,11248527,16164021,582,707,955,955,4,310
Suurpea,1,1,1982,1982,1982,1982,5983358,5923486,277,277,277,277,1,87
Tapurla,2,2,1981,1981,1982,1982,3755512,3661260,367,367,171,169,1,84
Loksa,5,4,1977,1982,1987,1990,1005170,929691,754,608,319,247,2,164
Kaberneeme Sadam,2,2,2007,2007,2008,2008,233005843,408633761,2792,2792,3233,3271,26,1972
Kuivastu,5,4,1995,1994,2003,2004,3072302,3609403,249,262,321,316,4,284
Triigi,1,1,1992,1992,1992,1992,334271,470362,209,209,209,209,0,11
