int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Valmeranna,1,1,1992,1992,1992,1992,309966,436162,194,194,194,194,0,10
Varese Sadam,2,2,2000,2000,2000,2000,2746673,3514026,450,450,474,473,1,79
Toila,3,3,1997,1997,2003,2002,5659766,6663000,63,453,341,526,2,142
Varbla Puhkekula,1,1,2000,2000,2000,2000,2081474,2754208,494,494,494,494,1,60
Salme Joesadam,3,3,1997,1997,1997,1997,4854479,7030058,492,504,512,520,2,129
Ahoi Joesadam,1,1,2000,2000,2000,2000,1290742,1707911,307,307,307,307,0,34
Haldi,2,2,2000,2000,2000,2000,2397885,3206395,335,335,343,342,1,60
Turja Sadam,2,2,1996,1996,1997,1997,2374791,3388368,429,429,441,458,1,63
Ristna Jahisadam,1,1,1992,1992,1992,1992,244434,333613,154,154,154,154,0,8
Kavaru,4,4,1994,1994,1998,1998,7590915,9831716,639,520,558,550,2,168
Purtse,1,1,1979,1979,1979,1979,85001,21250,708,708,708,708,1,38
Aseri,4,3,1984,1983,1986,1987,178505,54856,293,332,373,392,1,73
Voopsu,1,1,2011,2011,2011,2011,1150867,1650287,328,328,328,328,0,20
Abaja Sadam,1,1,2000,2000,2000,2000,1033864,1312165,244,244,244,244,1,45
Haapsalu Veskiviigi,1,1,1982,1982,1982,1982,3036,961,25,25,25,25,3,219
Nova Sadam,1,1,1979,1979,1979,1979,17395,13410,77,77,77,77,0,5
Patareisadam,1,1,2003,2003,2003,2003,1623187,2241152,515,515,515,515,1,38
Lennusadam,4,2,1985,1984,1984,1983,951438,482155,871,871,979,976,3,188
Pihelgalaiu,1,1,1999,1999,1999,1999,521808,507874,284,284,284,284,1,103
Virtsu Vanasadam,1,1,2010,2010,2010,2010,1062867,1527825,371,371,371,371,0,19
Talvesadam,1,1,1992,1992,1992,1992,336455,55675,80,80,80,80,0,21
Kuressaare,1,1,1999,1999,1999,1999,5917146,7602170,1397,1397,1397,1397,2,130
Haapsalu,1,1,1998,1998,1998,1998,894790,1296020,226,226,226,226,0,34
Orjaku,1,1,2000,2000,2000,2000,1293507,1773021,562,562,562,562,0,31
Tarkma,1,1,1995,1995,1995,1995,990008,1601386,332,332,332,332,0,26
Kudrukula Sadam,1,1,1972,1972,1972,1972,1925546,701449,1146,1146,1146,1146,4,290
