int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Naissaare,231,161,2006,2006,2008,2008,4818952797,8172549316,544,704,857,874,638,47988
Oti,280,218,2005,2005,2009,2010,3522437394,5930194813,176,506,735,751,464,34931
Muuga,951,447,2002,2004,2006,2008,9291423718,13628972803,406,720,726,744,1892,142088
Tilgu,379,262,2007,2007,2009,2009,9922998758,16692516999,735,852,1008,1009,1384,104185
Bekkeri,22,22,2002,2002,2009,2009,151945152,244178373,554,637,901,925,95,7135
Parnu,161,98,2002,2002,2003,2003,293464845,403263113,433,537,518,516,81,6113
Paldiski Pohjasadam,438,76,1998,2004,2000,2001,2355643541,1020206171,174,479,306,322,522,39191
Piirivalvesadam,276,119,1997,2000,2003,2003,301223959,428212604,191,491,422,426,134,10076
Nurme,77,73,2007,2007,2009,2009,1233936734,2086597572,182,565,658,677,179,13492
Sillamae,571,308,2006,2005,2009,2009,4839587029,7664974903,244,644,649,655,1053,79110
Kaunispe,25,24,2001,2002,2005,2005,95305669,124695687,535,608,683,673,26,1968
Kelvingi,70,67,2008,2008,2010,2010,1315759057,2254879352,365,611,721,718,162,12198
Vene Balti,208,138,1992,1999,2003,2003,601848587,837345258,311,601,605,620,472,35500
Paldiski,736,288,2002,2003,2007,2007,5002875977,4841812893,236,471,480,534,1083,81326
Ruhnu,47,41,2002,2003,2009,2010,250201869,394705711,533,656,986,1064,40,2984
Vikati Sadam,72,61,2001,2000,2006,2006,380654851,529105837,522,692,678,721,80,6012
Montu,81,70,1999,2000,2006,2008,727724881,1098392501,705,918,1392,1456,111,8354
Kalana,85,72,1996,1999,2006,2007,662274185,1047015798,346,591,826,856,120,9045
Paljassaare,119,82,1985,1990,1996,1997,154784964,164977174,235,607,692,594,227,17021
Eisma,16,16,2003,2003,2008,2008,163177729,252589655,325,493,512,479,19,1411
Keri Saar,34,15,2010,2007,2004,2003,124948459,130623536,83,305,363,361,29,2176
Viinistu Sadam,21,14,2004,2003,2002,2003,132571027,162138494,144,410,392,398,26,1965
Vosu,16,11,2000,2000,1998,1998,142894855,152293052,437,345,429,386,34,2574
Lohusalu,28,21,2002,1999,2004,2005,323877040,548098973,184,532,1020,1099,46,3490
Lehtma Kalurisadam,40,24,1986,1990,1990,1990,48109888,58792067,441,746,441,482,24,1821
Ringsu,44,38,2001,2001,2004,2004,100680992,143760963,518,673,488,466,29,2186
Rohukula,15,14,1993,1993,1990,1991,12971149,13043778,316,490,413,350,15,1154
Laatsa,12,11,2002,2003,2005,2005,32309134,44268876,552,569,572,577,9,642
Montu Vaikelaevade Sadam,179,137,2001,2001,2003,2006,1457257408,1944108294,608,795,995,1039,262,19705
Roomassaare,73,53,1995,1996,1999,2000,124806197,162529969,412,549,602,662,57,4257
Kihnu,7,7,2004,2004,2007,2007,16010395,21583828,536,657,629,647,4,289
Kunda,405,165,2001,2000,2004,2004,608694631,847607867,290,433,426,425,191,14328
Liu,14,11,2003,2004,2005,2005,28072219,39570209,520,636,590,606,8,567
Admirali Vaikesadam,2,2,2012,2012,2011,2011,1351411,1563228,255,255,265,279,1,81
Roopa,75,60,1997,1998,2003,2004,250850112,339851215,572,687,573,602,68,5089
Vanasadam,289,71,2005,1999,2008,2007,8808449237,912119514,245,379,412,414,2000,150178
Kakumae,157,67,1993,1999,2004,2005,595171041,951926712,214,439,619,640,114,8589
Karepa Sadam,14,12,1999,2000,2011,2010,46039259,51184742,362,518,725,672,11,791
Heltermaa,52,38,1996,1997,1997,1996,61534597,76937572,414,435,465,458,21,1566
Kaavi Paadisadam,79,72,1998,1998,2004,2005,568865629,861507874,561,706,912,1014,104,7835
Hiiessaare,1,1,2018,2018,2018,2018,64368563,113473310,1797,1797,1797,1797,7,522
Osmussaar,34,27,1992,1995,2004,2004,329623307,544200307,371,698,1141,1178,53,3943
Kaldu,5,5,2000,2000,1999,2000,4924552,6370650,311,350,346,343,2,132
Saaremaa Sadam,10,10,1995,1995,2002,1997,22979951,20865467,473,617,274,529,11,836
Doberani,4,4,2001,2001,2005,2005,4518354,6712706,346,340,376,375,1,105
