port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Sillamae - Kalana,4,4,2006,2006,2007,2007,46464796,85054961,331,365,364,369,14,1038
Oti - Paldiski,4,4,2013,2013,2016,2016,16472154,27587028,53,148,176,177,7,561
Piirivalvesadam - Kunda,10,10,2001,2001,2001,2002,2202570,3076355,87,103,99,98,1,62
Paldiski - Kunda,7,7,1994,1994,2000,2001,2051989,2975437,99,130,117,115,1,100
Vene Balti - Kunda,12,6,2006,1999,2001,1993,2099835,1815494,112,108,112,94,5,398
Paljassaare - Tallinn Old City,48,7,1976,1985,1972,1971,5512529,9294230,72,76,81,80,35,2598
Rohukula - Ralby Sadam,1,1,1985,1985,1985,1985,46533,37659,216,216,216,216,0,15
Ralby Sadam - Patareisadam,1,1,1985,1985,1985,1985,13253,10726,62,62,62,62,0,28
Patareisadam - Kunda,1,1,1985,1985,1985,1985,104408,84498,486,486,486,486,4,326
Kunda - Paljassaare,11,7,1986,1990,1981,1989,3374042,2345362,97,109,130,112,20,1532
Paljassaare - Hobulaiu,1,1,1985,1985,1985,1985,25023,20251,116,116,116,116,0,7
Hobulaiu - Rohukula,2,1,1985,1985,1985,1985,246821,199752,574,574,574,574,1,70
Hobulaiu - Varese Sadam,1,1,1985,1985,1985,1985,12814,10370,60,60,60,60,0,3
Varese Sadam - Rohukula,1,1,1985,1985,1985,1985,138331,111952,643,643,643,643,1,38
Rohukula - Liu,1,1,1985,1985,1985,1985,36829,29806,171,171,171,171,0,12
Liu - Kihnu,2,2,1998,1998,2004,1995,162307,56911,451,451,423,280,0,33
Kihnu - Sviby,1,1,1985,1985,1985,1985,54502,44109,254,254,254,254,0,17
Sviby - Paljassaare,1,1,1985,1985,1985,1985,20091,16260,93,93,93,93,1,42
Paljassaare - Patareisadam,1,1,1985,1985,1985,1985,6676,5403,31,31,31,31,0,4
Patareisadam - Rohukula,1,1,1985,1985,1985,1985,12405,10040,58,58,58,58,0,6
Rohukula - Saaremaa Sadam,3,2,2003,1998,2011,2003,274212,27452,288,307,400,133,1,65
Saaremaa Sadam - Vene Balti,8,2,2009,1998,2011,2010,1926136,643725,237,238,254,253,5,379
Vene Balti - Rohukula,1,1,1985,1985,1985,1985,278612,225481,1296,1296,1296,1296,1,101
Rohukula - Naistlaiu Sadam,2,1,1985,1985,1985,1985,114660,92794,267,267,267,267,1,55
Rohukula - Dirhami,1,1,1985,1985,1985,1985,32383,26208,151,151,151,151,0,11
Dirhami - Paljassaare,1,1,1985,1985,1985,1985,9396,7604,44,44,44,44,0,6
Tilgu - Sillamae,23,23,2008,2008,2008,2008,86630740,141503721,132,157,154,152,25,1903
Kalana - Vikati Sadam,13,12,1996,1998,2004,2004,15058027,20720364,238,255,259,260,5,355
Ruhnu - Roomassaare,5,4,2001,1998,2009,2008,1351224,415245,764,1191,1551,981,4,296
Vene Balti - Ruhnu,3,3,2011,2011,2010,2010,4371440,6044788,314,378,359,355,1,99
Piirivalvesadam - Kihnu,1,1,2009,2009,2009,2009,1127798,1621161,394,394,394,394,0,14
Roopa - Muuga,5,5,2004,2004,2006,2006,21575854,28378099,290,329,305,295,6,432
Muuga - Paljassaare,71,7,1984,1985,1985,1985,8853032,13116529,56,46,67,66,50,3746
Paljassaare - Roopa,1,1,1989,1989,1989,1989,1820405,2094465,476,476,476,476,0,26
Tilgu - Kaldu,1,1,1989,1989,1989,1989,1378316,1585820,360,360,360,360,0,20
Kaldu - Ruhnu,3,3,1990,1990,1993,1994,2002555,2401308,305,290,246,240,1,54
Paldiski Pohjasadam - Parnu,1,1,2011,2011,2011,2011,530142,746509,142,142,142,142,0,12
Muuga - Montu Vaikelaevade Sadam,11,10,2006,2006,2005,2005,93639160,138628826,422,517,559,579,20,1468
Lohusalu - Viinistu Sadam,1,1,1985,1985,1985,1985,39831,10213,340,340,340,340,0,13
Viinistu Sadam - Suurpea,2,1,1985,1985,1985,1985,220381,56508,942,942,942,942,1,70
Viinistu Sadam - Toila,1,1,1985,1985,1985,1985,17006,4361,145,145,145,145,0,6
Toila - Loksa,2,2,1984,1984,1984,1984,102255,24509,426,426,428,423,1,52
Loksa - Sillamae,4,2,1984,1984,1984,1985,199161,49710,183,670,412,436,1,86
Sillamae - Karepa Sadam,2,2,2000,2000,2016,2016,1188699,1160541,107,107,64,64,0,32
Karepa Sadam - Purtse Jahisadam,1,1,1985,1985,1985,1985,9740,2498,83,83,83,83,0,5
Purtse Jahisadam - Kunda,1,1,1985,1985,1985,1985,29883,7662,255,255,255,255,0,10
Kunda - Tapurla,1,1,1985,1985,1985,1985,85695,21973,732,732,732,732,0,29
Tapurla - Kaberneeme Sadam,1,1,1985,1985,1985,1985,21341,5472,182,182,182,182,0,8
Kaberneeme Sadam - Dirhami,1,1,1985,1985,1985,1985,28821,7390,246,246,246,246,0,15
Dirhami - Kalana,6,2,1982,1983,1983,1983,111820,28127,132,154,163,164,1,78
Dirhami - Nova Sadam,13,5,1985,1985,1985,1985,959872,244680,260,348,625,627,8,598
Dirhami - Varbla Puhkekula,1,1,1985,1985,1985,1985,32011,8208,274,274,274,274,0,10
Varbla Puhkekula - Ringsu,1,1,1985,1985,1985,1985,21083,5406,180,180,180,180,0,8
Ringsu - Admirali Vaikesadam,1,1,1985,1985,1985,1985,10665,2734,91,91,91,91,0,5
Admirali Vaikesadam - Manilaiu,1,1,1985,1985,1985,1985,3726,956,32,32,32,32,0,2
