int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Misurata,616,312,1998,1998,2003,2004,10391373423,10649784054,790,933,1099,1000,1519,116659
Tripoli,212,112,2001,1998,1999,1999,1570819692,2224501501,462,685,739,774,376,28829
Khoms,204,129,1993,1993,1998,1998,1736090851,2336913726,886,810,773,785,453,34675
Bouri Oil Field,310,49,2008,2005,2008,2008,1579808686,2514737558,277,694,744,829,405,30810
Marsa Brega,33,26,2009,2010,2012,2012,2357477341,4231471429,1017,1290,1435,1449,256,19817
Mellitah,157,80,2007,2005,2009,2008,8303978923,14725535298,691,1966,1956,2078,919,70973
Benghazi,185,118,1998,1998,2004,2002,2681765771,2684523073,653,793,907,736,446,34283
Tobruk,138,112,2001,2002,2011,2011,17150021055,32582871169,815,2118,2858,2971,1578,122046
El Choms,162,94,1991,1993,1996,1996,1216096064,1041827186,825,774,753,680,250,19069
Az Zawiyah,203,152,2008,2008,2009,2009,13542691128,24563917345,872,1427,1541,1566,1612,124670
Sirte,5,5,2009,2009,2011,2012,149311878,259567397,602,739,584,569,16,1201
As Sidr,123,94,2008,2008,2009,2009,24040553230,45690094221,1380,2770,2912,2956,2143,165963
Ras Lanuf,56,49,2008,2008,2008,2008,10913356315,20683182168,979,2772,2862,2886,970,75149
Al Burayqah,63,49,2005,2005,2006,2006,1164808172,1463215838,1094,1184,1134,1135,183,14082
Abu Khammash,4,4,1987,1987,1983,1981,8540154,5519380,871,773,978,937,4,288
Soussah,2,2,2006,2006,2015,2015,43742407,82112187,613,613,491,486,5,390
Zuwara,24,8,1986,1993,1997,2005,201631826,235567917,702,648,782,816,44,3399
Bardiyah,5,5,1984,1984,1987,1988,9815375,14580412,827,2207,999,924,12,873
Tajoura,7,5,1997,1995,2004,2004,263186763,408282159,1518,1279,3458,3532,44,3381
Derna,4,3,2000,1999,2001,2001,92394634,147984311,1393,1333,1295,1297,22,1691
