port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Misurata - Tripoli,102,36,2003,2002,2003,2003,290501191,364732991,150,276,265,266,125,9544
Tobruk - Khoms,4,4,1997,1997,2000,2000,56397404,91645037,747,723,697,695,27,2088
Khoms - Marsa Brega,5,2,2007,2006,2006,2006,52112975,81759331,328,608,436,432,15,1129
Marsa Brega - Az Zawiyah,5,3,2008,2008,2007,2007,59433058,93158260,556,707,593,589,12,942
Az Zawiyah - Misurata,8,5,2005,2004,2005,2005,58325618,91011788,263,272,307,307,21,1592
Az Zawiyah - Khoms,25,6,2004,2004,2004,2004,199665895,305011431,321,243,346,344,111,8621
Tobruk - Misurata,15,13,1998,1997,2003,2004,182784322,284006396,666,826,746,751,49,3790
Marsa Brega - Tobruk,1,1,2008,2008,2008,2008,11861673,18943880,493,493,493,493,3,242
Bouri Oil Field - Mellitah,32,8,2003,2006,2007,2006,18911733,28238033,187,516,187,178,19,1433
Bouri Oil Field - Tripoli,368,11,2008,2007,2008,2008,165119684,181977601,116,129,177,178,93,7016
Mellitah - Tripoli,24,7,2010,2008,2011,2011,106056008,119558559,204,260,555,558,64,4822
Misurata - Benghazi,61,31,2001,1999,2003,2002,280156791,298260704,288,407,378,416,79,6052
Bouri Oil Field - Misurata,11,4,2006,2007,2007,2008,6573424,6650154,186,216,235,240,4,312
Tripoli - Khoms,26,13,1997,1995,1998,1998,40667203,48140335,104,478,175,167,26,1949
Tripoli - Benghazi,21,15,2001,2001,2002,2001,137597774,180542396,444,602,633,603,59,4456
Khoms - Misurata,47,24,1997,1997,1999,1999,238670439,308616132,201,359,433,437,106,8040
Benghazi - Soussah,3,3,1994,1994,2003,2003,16545826,24283114,376,462,585,589,4,310
Zuwara - Mellitah,5,3,2010,2012,2011,2014,9240490,9544298,1156,504,124,77,18,1328
Misurata - Al Burayqah,7,7,2003,2003,2005,2007,82045941,60689036,454,414,427,433,10,801
Mellitah - Benghazi,5,5,2005,2005,2003,2001,35602095,44675159,636,839,737,779,10,764
Khoms - El Choms,1,1,2009,2009,2009,2009,1238259,1532598,124,124,124,124,2,181
Benghazi - El Choms,14,11,1997,1996,1997,1998,187589495,107721506,442,506,503,468,38,2874
Khoms - Bouri Oil Field,1,1,2015,2015,2015,2015,9572108,14344335,379,379,379,379,11,818
Misurata - El Choms,23,16,1998,1998,1997,1998,69855263,86813579,205,371,233,206,51,3823
Khoms - Mellitah,1,1,1977,1977,1977,1977,1343677,2284587,225,225,225,225,1,71
Tobruk - Bouri Oil Field,1,1,2007,2007,2007,2007,23972190,36694700,1200,1200,1200,1200,4,296
Benghazi - Khoms,15,9,1993,1997,2000,1995,169849301,106564693,385,952,603,654,25,1888
Bouri Oil Field - Az Zawiyah,6,5,2006,2007,2005,2005,32285629,54970562,126,158,206,209,12,915
Al Burayqah - Benghazi,5,3,2008,2006,2009,2009,12560861,7660589,117,155,171,139,2,191
Tripoli - El Choms,19,10,2000,1997,2000,1999,31357359,38917837,144,192,169,172,21,1582
Benghazi - Tajoura,3,3,2003,2003,2002,2001,9359178,11447063,490,642,569,573,4,286
Al Burayqah - Az Zawiyah,1,1,2003,2003,2003,2003,10244633,16071198,462,462,462,462,3,242
Misurata - Mellitah,12,5,2010,2008,2011,2011,53826606,61143601,491,513,512,506,22,1651
Al Burayqah - Marsa Brega,2,1,2014,2014,2014,2014,42326,19867,72,72,72,72,1,109
Ras Lanuf - Soussah,1,1,2017,2017,2017,2017,24525012,47392091,296,296,296,296,2,127
Benghazi - Tobruk,12,7,1991,1994,1994,1994,59335537,85498056,403,432,488,490,18,1369
Sirte - Benghazi,1,1,2009,2009,2009,2009,13276903,21911993,470,470,470,470,2,154
Ras Lanuf - Mellitah,1,1,1981,1981,1981,1981,2643050,4456737,395,395,395,395,1,86
Soussah - Derna,1,1,1997,1997,1997,1997,376942,613388,82,82,82,82,0,4
Mellitah - Soussah,1,1,1997,1997,1997,1997,829274,1349452,182,182,182,182,0,8
Misurata - Zuwara,14,2,1982,1982,1982,1981,21193375,8088187,179,179,221,221,9,677
Tobruk - Tripoli,4,3,2001,2002,2001,2001,57143866,87207193,649,643,665,667,26,2003
Ras Lanuf - Al Burayqah,1,1,2001,2001,2001,2001,10071054,17826372,163,163,163,163,2,175
Benghazi - Benghazi,2,1,1983,1983,1983,1983,31242518,43775291,1863,1863,1863,1863,6,463
Al Burayqah - El Choms,3,3,2001,2001,2005,2005,28213119,10443359,412,404,413,395,5,404
Misurata - Derna,1,1,1996,1996,1996,1996,6141345,10136799,383,383,383,383,1,51
Tripoli - Al Burayqah,6,2,2011,2010,2011,2011,22498808,29221676,365,436,388,387,7,527
Benghazi - Marsa Brega,2,1,2012,2012,2012,2012,2153377,2832258,112,112,112,112,1,91
Tripoli - Marsa Brega,2,1,2012,2012,2012,2012,7145086,9397672,372,372,372,372,3,194
Tripoli - Sirte,1,1,2006,2006,2006,2006,451172,380987,286,286,286,286,0,35
Az Zawiyah - As Sidr,1,1,2009,2009,2009,2009,32954512,63828305,405,405,405,405,2,159
Sirte - Misurata,1,1,2006,2006,2006,2006,28649053,24192360,18190,18190,18190,18190,14,1082
Misurata - Marsa Brega,2,2,2008,2008,2009,2009,16936230,25486560,808,808,679,671,3,243
Bouri Oil Field - Zuwara,1,1,2013,2013,2013,2013,2923952,5520430,48,48,48,48,1,76
Bardiyah - Misurata,1,1,1981,1981,1981,1981,1099807,1860194,551,551,551,551,0,24
El Choms - Tajoura,1,1,1992,1992,1992,1992,1286491,1617134,368,368,368,368,3,206
Az Zawiyah - Benghazi,3,3,2005,2005,2005,2005,35367711,55458485,468,503,505,506,10,771
Az Zawiyah - El Choms,1,1,2017,2017,2017,2017,3662788,6784121,60,60,60,60,0,31
Soussah - Al Burayqah,1,1,1998,1998,1998,1998,6280912,9892570,409,409,409,409,2,169
Tobruk - Bardiyah,2,1,2003,2003,2003,2003,2034788,4053613,78,78,78,78,0,23
Tobruk - Az Zawiyah,1,1,1999,1999,1999,1999,15273066,24090833,689,689,689,689,3,220
Marsa Brega - Ras Lanuf,1,1,2009,2009,2009,2009,43036224,82849998,462,462,462,462,2,144
Tajoura - Misurata,2,2,2002,2002,2005,2005,16343816,24096458,431,431,512,533,2,190
Az Zawiyah - Derna,1,1,2003,2003,2003,2003,30667705,48430133,1208,1208,1208,1208,6,433
Az Zawiyah - Tajoura,1,1,2005,2005,2005,2005,5245125,7782500,268,268,268,268,1,51
Khoms - Tajoura,2,2,1998,1998,2001,2001,742887,1066640,100,100,79,74,0,15
Tajoura - Mellitah,1,1,1988,1988,1988,1988,468548,756511,75,75,75,75,0,31
