int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Az Zawiyah,200,150,2008,2008,2008,2008,7712197665,13794074108,682,885,875,876,1186,91741
Tobruk,142,115,2002,2002,2009,2010,8458716596,15677383571,862,1295,1365,1392,873,67524
Khoms,197,135,1993,1993,2001,2000,2728900284,3055557544,907,1099,1247,1130,604,46134
Tripoli,221,109,2001,1997,2000,2000,2920924523,4218841522,716,1312,1279,1339,708,54314
Misurata,673,319,1998,1999,2005,2005,18098202005,16847417232,868,1297,1774,1499,2310,177841
Benghazi,170,115,1997,1998,2002,2003,2986470599,3844312454,762,1073,1245,1145,522,40147
Mellitah,141,74,2007,2006,2010,2010,3468309069,5991173488,585,798,859,887,446,34440
El Choms,148,89,1990,1992,1998,1997,1831483876,1316047045,905,1150,1268,1061,396,30148
Bouri Oil Field,320,53,2008,2006,2010,2010,1163525122,1887573717,194,460,507,563,230,17476
Marsa Brega,31,25,2010,2010,2010,2010,3106007328,5761482115,989,1576,1831,1893,224,17366
As Sidr,122,93,2008,2008,2009,2009,10066721561,18882712219,751,1186,1232,1234,961,74433
Sirte,6,6,2009,2009,2011,2012,154056094,265556854,669,655,542,528,21,1663
Zuwara,10,7,1991,1994,2003,2005,225301995,370869505,814,1039,1446,1548,25,1944
Abu Khammash,4,4,1987,1987,1983,1981,6488936,5966885,794,930,743,1013,3,261
Ras Lanuf,58,51,2007,2007,2007,2007,6018711849,11375420362,792,1375,1554,1565,500,38725
Al Burayqah,53,40,2006,2005,2010,2009,1139586633,1188082848,922,1180,1354,1158,180,13805
Bardiyah,6,5,1983,1984,1984,1984,7872201,12449225,760,849,666,650,5,379
Tajoura,7,5,1995,1992,2002,2003,118703345,180092373,1431,1096,1286,1328,28,2198
Soussah,3,3,1995,1995,2003,2003,36790765,55131801,502,787,985,977,5,398
Derna,1,1,2003,2003,2003,2003,15605077,24643382,615,615,615,615,2,193
