int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,565,214,1989,1991,1993,1993,2502853300,3233225752,816,851,820,809,671,51129
Chemical tanker,245,131,2006,2007,2008,2008,5141708674,8259180190,717,928,930,944,997,77128
Container,392,77,2002,2001,2001,2001,3210166050,4038440858,532,687,724,736,858,65587
Service - tug,157,22,2007,2005,2008,2007,98960311,84037703,222,521,357,349,88,6590
Vehicle,128,44,1996,2003,2002,2001,6127407640,2065349855,839,1810,1479,1516,477,36764
Offshore,191,19,2008,2005,2008,2007,331993391,357451198,250,452,289,248,198,14877
Oil tanker,505,280,2008,2009,2009,2009,73468086898,138051649437,1022,2623,2375,2408,7082,548271
Service - other,13,5,1981,1988,1987,1990,16948781,25764592,465,444,548,540,22,1649
Bulk carrier,163,102,1997,1999,2004,2005,4855754850,8763811012,827,1055,1518,1601,412,31744
Refrigerated bulk,26,21,1994,1994,1994,1994,247059026,274274135,1102,1191,1144,1141,166,12617
Ferry-RoPax,1,1,1986,1986,1986,1986,5789282,2117569,1260,1260,1260,1260,2,185
Liquefied gas tanker,100,14,2010,2009,2011,2011,860067621,928408311,565,828,699,686,216,16529
Ro-Ro,23,9,2006,2002,2013,2013,550463426,462234638,713,632,638,635,66,5130
Miscellaneous - fishing,4,3,1987,1989,1990,1990,204440,243078,181,354,94,93,1,47
