dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,2,2,2010,2010,2012,2012,29242798,39375308,2528,2528,2058,2020,4,324
Chemical tanker,1,1,2010,2010,2010,2010,1115369,1920339,155,155,155,155,1,83
