int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,70,25,2006,2006,2006,2006,409056114,595188260,927,1034,1040,1044,98,7503
Bulk carrier,10,5,1997,2004,2005,2004,227005877,378932157,1026,2494,2241,2232,25,1884
Chemical tanker,6,5,2012,2012,2013,2013,63612857,109914258,1253,1201,1342,1333,17,1313
Service - other,4,2,2008,2008,2003,2002,53673997,33490488,1938,3945,1827,1655,10,797
Service - tug,2,2,2013,2013,2013,2013,6869202,6626984,1071,1071,1071,1071,4,330
