int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Flying Fish Cove,86,39,2006,2007,2006,2006,504036995,741693909,875,1063,928,929,105,8013
Christmas Island,6,6,2009,2009,2009,2008,38983717,52229279,1115,2072,1123,1034,10,793
