int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,70,25,2006,2006,2006,2006,380887031,551974084,866,1021,968,969,77,5892
Bulk carrier,10,5,1997,2004,1999,1999,68789287,115090967,895,736,679,678,9,691
Chemical tanker,6,5,2012,2012,2012,2012,60484597,105329207,1447,1217,1276,1277,17,1334
Service - other,4,2,2008,2008,2005,2002,25305151,14235459,1818,2805,861,703,7,556
Service - tug,2,2,2013,2013,2013,2013,7554646,7293471,1177,1177,1177,1179,4,333
