int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ta Khmau,19,19,2006,2006,2007,2008,377381430,596127492,1242,1911,1736,1796,68,5231
Sihanoukville,426,175,2007,2007,2006,2007,5503555998,6790920033,580,1144,1005,1154,1216,93519
