Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,213,74,28487,35253,2006,2008,2010,2010,1907,3403,3760,3722,151,246,373,372,32,41,28,28,3250.3,251586,256416,28107746,76485456,85863250,131961,393560,456341
General cargo,133,65,6999,9143,2005,2006,2008,2008,1497,2740,2934,2986,177,285,380,387,44,113,82,81,1128.0,86961,88631,4082961,14338278,21006885,30699,170518,232017
Refrigerated bulk,92,42,1143,1290,1990,1991,1991,1991,1915,2463,2392,2341,184,220,315,310,129,146,181,181,782.6,59228,60365,3826508,8361106,9417999,41592,88633,95697
Chemical tanker,73,54,3788,6281,2009,2010,2011,2011,1946,2929,2862,2891,259,328,405,403,48,70,90,90,648.1,49924,50882,2254976,11116134,13034598,30890,175945,215278
Bulk carrier,69,49,4067,6637,2003,2007,2007,2007,1798,3404,2906,2886,193,318,415,414,97,130,141,142,421.7,32598,33224,2795374,6539668,9114009,40513,156480,192987
Miscellaneous - fishing,52,45,190,123,1992,1994,1994,1993,1639,6072,3959,4169,451,1116,2648,2558,331,905,682,518,267.2,20065,20450,866166,1921323,2184349,16657,39202,46471
Service - tug,37,34,226,192,2008,2008,2009,2009,1195,2201,2020,2156,215,657,766,809,83,256,220,207,160.5,12191,12425,4908068,11606104,15539945,132650,342527,462470
Vehicle,36,34,9108,2980,2009,2009,2009,2009,4952,4349,4245,4287,306,280,331,332,9,10,8,8,502.8,38898,39645,3017818,13305340,15408940,83828,318631,342917
Oil tanker,29,24,3835,6941,2007,2008,2011,2011,1617,2820,3228,3289,134,252,474,480,69,64,37,35,349.8,27069,27589,3776126,7715292,8842842,130211,349837,422306
Liquefied gas tanker,28,13,16226,13418,2011,2010,2011,2011,6298,4697,5964,5925,396,288,394,393,26,49,202,204,1884.5,113558,115738,3126682,23353932,19393736,111667,1009797,1569025
Service - other,19,18,270,155,2002,2002,2003,2001,1535,2346,2743,2716,211,464,1185,1132,143,212,150,151,101.4,7700,7848,1080981,2217935,2389959,56894,126598,142947
Cruise,18,15,1093,129,2002,2000,2004,2004,725,1030,1229,1260,47,64,100,103,10,17,14,14,268.7,20814,21214,230898,2180362,2826299,12828,104147,125186
Ro-Ro,1,1,1,2,2017,2017,2017,2017,960,960,960,960,135,135,135,135,23,23,23,23,1.0,75,77,5958,45933,21675,5958,14540,20727
