Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,214,75,22768,28194,2006,2008,2010,2010,1927,2901,2987,2958,130,209,325,324,32,39,43,43,2424.3,187620,191222,22570164,62070674,69664224,105468,317451,368570
General cargo,136,64,7033,9025,2005,2006,2009,2009,1533,2735,2902,2899,150,296,393,394,31,72,39,40,1160.0,89465,91182,4094514,14330864,20991559,30107,165936,225962
Refrigerated bulk,88,40,794,904,1989,1991,1990,1990,1392,1899,1767,1738,187,230,298,297,103,111,121,122,576.3,43615,44452,2681688,5859619,6600310,30474,64939,70115
Chemical tanker,74,53,3258,5382,2009,2010,2010,2010,1709,2626,2490,2500,176,282,399,397,58,141,167,152,544.8,41886,42690,2109168,10031852,11865213,28502,156246,192463
Bulk carrier,70,50,3189,5261,2003,2007,2006,2006,1903,2432,2312,2321,212,249,288,288,82,97,117,119,321.5,24825,25302,2192345,5097262,7023690,31319,119774,147213
Miscellaneous - fishing,51,41,269,169,1992,1994,1992,1994,2390,4939,4504,4954,451,930,1908,1578,58,446,827,1102,186.1,13973,14241,1188949,2637318,2998364,23313,54865,65040
Service - tug,44,39,231,184,2008,2008,2007,2007,1233,1838,1929,1856,280,570,572,577,47,230,349,319,176.3,13371,13628,4707157,11131009,14903819,106981,276244,372976
Vehicle,37,35,4449,1445,2009,2009,2009,2009,1554,1978,2018,2025,115,138,175,176,13,20,23,23,230.8,17877,18220,1462911,6449869,7469606,39538,150284,161739
Oil tanker,31,26,4268,7592,2006,2007,2009,2009,2139,3313,3487,3496,271,347,519,522,49,65,55,54,424.8,32893,33525,4716345,10358446,11699533,152140,431618,513788
Liquefied gas tanker,28,13,6295,5327,2011,2010,2011,2011,1384,2633,2311,2347,156,234,292,295,29,38,30,29,751.8,46958,47860,1242530,9272269,7701415,44376,401052,623070
Service - other,21,20,426,232,1999,1998,2002,2001,1547,3052,3090,2935,349,756,523,510,71,492,1268,1338,139.0,10574,10777,1617934,3319645,3577118,77044,171437,193577
Cruise,19,16,1135,123,2001,2000,2005,2003,732,1167,1207,1152,45,73,120,112,32,29,23,24,279.7,21661,22077,457455,2527714,2993475,24077,114512,123504
Ro-Ro,1,1,2,2,2017,2017,2017,2017,1155,1155,1155,1155,435,435,435,435,3,3,3,3,3.0,226,230,7166,55250,26072,7166,17489,24931
